CODE,Product,Year,NFIRMS,NPLTS,HERF,ENTROPY,C1,C2,C3,C4,TCAP,Q,CU,FRB,GNP,NENTR,ENTRCAP,NEXIT,EXITCAP,NEWPLT,INCCAP,CLOSED,NNEW,NINC,EXCESS,EXCES100,SDGROW,BOTCAP,CUMCAP,CUMQ,MAXQ,DELUSV,USV,DEFLATOR,ABSCOST,NPATENTS,CUMPAT27,CUMPAT37,CUMSMP,CUMUSO,CUMFOR,VIPCT,DISP
64,Methyl Methacrylate,74,3,6,0.474,0.879,0.619,0.905,1,1,840,718.8,0.841,83.7,1246.3,0,0,0,0,0,150,120,0,1,0,0.167,0.128,60,860,4633.9,718.8,-99.9,-99.9,164,15,0,0,0,0,0,0,-99.9,0.26
64,Methyl Methacrylate,75,3,4,0.484,0.865,0.632,0.908,1,1,870,545.6,0.627,72.9,1231.6,0,0,0,0,0,0,0,0,0,0,0.209,0.232,80,1010,5352.7,718.8,-99.9,-99.9,-99.9,15,0,0,0,0,0,0,-99.9,0.26
64,Methyl Methacrylate,76,3,4,0.484,0.865,0.632,0.908,1,1,870,700,0.805,79.6,1298.2,0,0,0,0,0,0,0,0,0,0,0.209,0.228,80,1010,5898.3,718.8,-99.9,-99.9,-99.9,15,0,0,0,0,0,0,-99.9,0.26
64,Methyl Methacrylate,77,3,4,0.484,0.865,0.632,0.908,1,1,870,775,0.787,82.2,1369.7,0,0,0,0,0,230,0,0,2,0,0,0.218,80,1010,6598.3,775,-99.9,-99.9,-99.9,15,0,0,0,0,0,0,-99.9,0.26
64,Methyl Methacrylate,78,3,4,0.472,0.863,0.6,0.927,1,1,1100,810,0.73,84.7,1438.6,0,0,0,0,0,20,0,0,1,0.122,0.284,0.218,80,1240,7373.3,810,-99.9,-99.9,-99.9,15,0,0,0,0,0,0,-99.9,0.26
64,Methyl Methacrylate,79,3,4,0.459,0.892,0.589,0.911,1,1,1120,930.9,0.831,86,1479.4,0,0,0,0,0,0,0,0,0,0.019,0.14,0.101,100,1260,8183.3,930.9,-99.9,-99.9,-99.9,15,0,0,0,0,0,0,-99.9,0.26
64,Methyl Methacrylate,80,3,4,0.459,0.892,0.589,0.911,1,1,1120,779.8,0.69,79.6,1475,0,0,0,0,0,20,0,0,1,0.019,0.14,0.138,100,1260,9114.2,930.9,-99.9,-99.9,-99.9,15,0,0,0,0,0,0,-99.9,0.26
64,Methyl Methacrylate,81,3,4,0.446,0.917,0.579,0.895,1,1,1140,891.1,0.782,79.4,1513.8,0,0,0,0,0,0,0,0,0,0.039,0.161,0.145,120,1280,9894,930.9,-99.9,-99.9,-99.9,15,0,0,0,0,0,0,-99.9,0.26
64,Methyl Methacrylate,82,3,4,0.446,0.917,0.579,0.895,1,1,1140,720.1,0.61,71.1,1485.4,0,0,0,0,0,80,0,0,1,0.039,0.161,0.187,120,1280,10785.1,930.9,-99.9,-99.9,-99.9,15,0,0,0,0,0,0,-99.9,0.26
64,Methyl Methacrylate,83,3,4,0.407,0.989,0.541,0.836,1,1,1220,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0.116,0.247,0,120,1360,11505.2,930.9,-99.9,-99.9,-99.9,15,0,0,0,0,0,0,-99.9,0.26
65,Phosphorous Pentasulfide,61,-99.9,0,-99.9,0,0,0,0,0,0,31,0,77.4,756.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,31,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,62,-99.9,0,-99.9,0,0,0,0,0,0,32,0,81.6,800.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,32,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,63,-99.9,0,-99.9,0,0,0,0,0,0,30.8,0,83.5,832.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,32,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,64,-99.9,0,-99.9,0,0,0,0,0,0,37.7,0,85.6,876.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.8,37.7,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,65,4,7,0.302,1.268,0.373,0.712,0.915,1,59,44.7,0.758,89.6,929.3,0,0,0,0,0,0,0,0,0,0.101,0.224,0.124,2,59,281.5,44.7,-99.9,-99.9,98.6,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,66,4,7,0.302,1.268,0.373,0.712,0.915,1,59,48.8,0.793,91.1,984.8,0,0,0,0,10,0,0,1,0,0.037,0.205,0.116,2,59,326.2,48.8,1.02,-99.9,100.8,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,67,3,7,0.373,1.036,0.469,0.813,1,1,64,44.2,0.691,86.9,1011.4,0,0,0,0,0,0,0,0,0,0.129,0.307,0.142,2,69,375,48.8,1.048,-99.9,102.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,68,3,7,0.373,1.036,0.469,0.813,1,1,64,46.8,0.731,87.2,1058.1,0,0,0,0,0,0,0,0,0,0.129,0.307,0.116,2,69,419.2,48.8,0.908,-99.9,104,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,69,3,7,0.373,1.036,0.469,0.813,1,1,64,56,0.875,86.3,1087.6,0,0,0,0,0,0,0,0,0,0,0.125,0.12,2,69,466,56,1.02,-99.9,106.1,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,70,3,7,0.373,1.036,0.469,0.813,1,1,64,49.4,0.772,79.5,1085.6,0,0,0,0,0,0,0,0,0,0,0.125,0.147,2,69,522,56,1.02,-99.9,110.6,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,71,3,7,0.373,1.036,0.469,0.813,1,1,64,53.3,0.761,78.5,1122.4,0,0,0,0,0,12,0,0,2,0,0.125,0.13,2,69,571.4,56,1,-99.9,116.3,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,72,3,7,0.395,1.008,0.526,0.816,1,1,76,55.5,0.707,83.5,1185.9,0,0,0,0,0,0,0,0,0,0.113,0.339,0.13,2,81,624.7,56,-99.9,-99.9,119.4,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,73,4,8,0.351,1.178,0.494,0.765,0.938,1,81,80.6,0.995,87.6,1254.3,0,0,0,0,0,0,0,0,0,0,0,0.241,2,81,680.2,80.6,-99.9,-99.9,128,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,74,4,8,0.351,1.178,0.494,0.765,0.938,1,81,71.7,0.849,83.7,1246.3,0,0,1,5,0,12,5,0,3,0,0,0.239,2,81,760.8,80.6,-99.9,-99.9,164,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,75,3,7,0.365,1.054,0.477,0.75,1,1,88,72.1,0.819,72.9,1231.6,0,0,0,0,0,0,0,0,0,0,0.05,0.245,5,93,832.5,80.6,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,76,3,7,0.365,1.054,0.477,0.75,1,1,88,75.9,0.862,79.6,1298.2,0,0,0,0,0,0,0,0,0,0,0.05,0.245,5,93,904.6,80.6,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,77,3,7,0.365,1.054,0.477,0.75,1,1,88,79.2,0.784,82.2,1369.7,0,0,0,0,0,26,0,0,3,0,0.05,0.075,5,93,980.5,80.6,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,78,3,7,0.375,1.034,0.482,0.807,1,1,114,88.6,0.659,84.7,1438.6,1,18,0,0,18,23,0,1,4,0.132,0.147,0.047,5,119,1059.7,88.6,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,79,4,8,0.289,1.302,0.355,0.69,0.884,1,155,93,0.6,86,1479.4,0,0,0,0,0,0,0,0,0,0.436,0.581,0.035,8,160,1148.3,93,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,80,4,8,0.289,1.302,0.355,0.69,0.884,1,155,80.9,0.522,79.6,1475,0,0,0,0,0,0,0,0,0,0.436,0.581,0.106,8,160,1241.3,93,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,81,4,8,0.289,1.302,0.355,0.69,0.884,1,155,76.6,0.519,79.4,1513.8,0,0,0,0,0,0,15,0,0,0.436,0.581,0.11,8,160,1322.2,93,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,82,4,7,0.32,1.238,0.393,0.764,0.893,1,140,71.2,0.509,71.1,1485.4,0,0,0,0,0,0,0,0,0,0.223,0.484,0.075,8,160,1398.8,93,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
65,Phosphorous Pentasulfide,83,4,7,0.32,1.238,0.393,0.764,0.893,1,140,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0.223,0.484,0,8,160,1470,93,-99.9,-99.9,-99.9,-99.9,0,0,0,0,0,0,-99.9,0.59
66,Sorbitol ,51,-99.9,0,-99.9,0,0,0,0,0,0,0,0,0,579.4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,-99.9,-99.9,-99.9,-99.9,-99.9,2,3,20,16,0,0,0,-99.9,0.39
66,Sorbitol ,52,-99.9,0,-99.9,0,0,0,0,0,0,0,0,85.4,600.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.9,-99.9,-99.9,-99.9,-99.9,2,1,23,19,0,0,0,-99.9,0.39
66,Sorbitol ,53,-99.9,0,-99.9,0,0,0,0,0,0,0,0,89.2,623.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.9,-99.9,-99.9,-99.9,-99.9,2,2,24,20,0,0,0,-99.9,0.39
66,Sorbitol ,54,-99.9,0,-99.9,0,0,0,0,0,0,0,0,80.3,616.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.9,-99.9,-99.9,-99.9,-99.9,2,2,26,22,0,0,0,-99.9,0.39
66,Sorbitol ,55,2,2,0.855,0.276,0.921,1,1,1,76,50,0.637,87.1,657.5,0,0,0,0,0,5,0,0,1,0.108,0.12,0,6,76,750,50,-99.9,-99.9,89.3,2,1,28,24,0,0,0,-99.9,0.39
66,Sorbitol ,56,2,2,0.863,0.264,0.926,1,1,1,81,54,0.667,86.4,671.6,0,0,0,0,0,0,0,0,0,0.183,0.204,0,6,81,800,54,-99.9,-99.9,92.4,2,5,29,25,0,0,0,-99.9,0.39
66,Sorbitol ,57,2,2,0.863,0.264,0.926,1,1,1,81,57,0.637,83.7,683.8,1,17,0,0,17,0,0,1,0,0.174,0.193,0,6,81,854,57,-99.9,-99.9,96.3,2,2,34,30,0,0,0,-99.9,0.39
66,Sorbitol ,58,3,3,0.62,0.68,0.765,0.939,1,1,98,60,0.612,75.2,680.9,0,0,0,0,0,0,0,0,0,0.42,0.467,0,6,98,911,60,-99.9,-99.9,95.9,2,0,36,32,0,0,0,-99.9,0.39
66,Sorbitol ,59,3,3,0.62,0.68,0.765,0.939,1,1,98,64,0.653,81.9,721.7,0,0,0,0,0,0,0,0,0,0.309,0.438,0.012,6,98,971,64,-99.9,-99.9,96.9,2,4,36,32,0,0,0,-99.9,0.39
66,Sorbitol ,60,3,3,0.62,0.68,0.765,0.939,1,1,98,68,0.694,80.2,737.2,0,0,0,0,0,0,0,0,0,0.291,0.412,0.006,6,98,1035,68,-99.9,-99.9,97.8,2,0,40,36,0,0,0,-99.9,0.39
66,Sorbitol ,61,3,3,0.62,0.68,0.765,0.939,1,1,98,70,0.7,77.4,756.6,0,0,0,0,0,4,0,0,1,0.219,0.314,0.017,6,98,1103,70,-99.9,-99.9,98,2,5,40,36,0,0,1,-99.9,0.39
66,Sorbitol ,62,3,3,0.578,0.752,0.735,0.902,1,1,102,71,0.696,81.6,800.3,0,0,0,0,0,0,0,0,0,0.266,0.366,0.025,10,102,1173,71,-99.9,-99.9,97.7,2,1,45,41,0,0,2,-99.9,0.39
66,Sorbitol ,63,3,3,0.578,0.752,0.735,0.902,1,1,102,75,0.67,83.5,832.5,1,20,0,0,20,0,0,1,0,0.048,0.347,0.023,10,102,1244,75,-99.9,-99.9,97.7,2,1,46,42,1,2,2,-99.9,0.39
66,Sorbitol ,64,4,4,0.431,1.075,0.615,0.779,0.918,1,122,79,0.635,85.6,876.4,0,0,0,0,0,5,0,0,1,0.273,0.519,0.02,10,122,1319,79,-99.9,-99.9,97.4,2,1,47,43,1,2,4,-99.9,0.39
66,Sorbitol ,65,4,4,0.41,1.106,0.591,0.764,0.921,1,127,87,0.664,89.6,929.3,0,0,0,0,0,8,0,0,1,0.3,0.333,0.036,10,127,1398,87,-99.9,21.977,98.6,2,1,48,44,1,2,6,0.713,0.39
66,Sorbitol ,66,4,4,0.375,1.174,0.556,0.719,0.867,1,135,89,0.631,91.1,984.8,0,0,0,0,0,12,0,0,1,0.334,0.416,0.032,18,135,1485,89,0.904,19.846,100.8,2,1,49,45,1,2,8,0.82,0.39
66,Sorbitol ,67,4,4,0.343,1.223,0.51,0.714,0.864,1,147,97,0.66,86.9,1011.4,0,0,0,0,0,0,0,0,0,0.232,0.505,0.036,20,147,1574,97,1,19.846,102.9,2,3,50,46,1,2,9,0.794,0.39
66,Sorbitol ,68,4,4,0.343,1.223,0.51,0.714,0.864,1,147,106,0.721,87.2,1058.1,0,0,0,0,0,0,0,0,0,0.212,0.236,0.036,20,147,1671,106,0.98,19.453,104,2,1,53,49,1,2,13,0.774,0.39
66,Sorbitol ,69,4,4,0.343,1.223,0.51,0.714,0.864,1,147,115,0.782,86.3,1087.6,0,0,0,0,0,0,0,0,0,0.094,0.217,0.033,20,147,1777,115,1.012,19.708,106.1,2,6,54,50,2,2,14,0.757,0.39
66,Sorbitol ,70,4,4,0.343,1.223,0.51,0.714,0.864,1,147,125,0.85,79.5,1085.6,0,0,0,0,0,0,0,0,0,0,0.16,0.003,20,147,1892,125,1.004,19.787,110.6,2,3,60,56,2,2,17,0.736,0.39
66,Sorbitol ,71,4,4,0.343,1.223,0.51,0.714,0.864,1,147,132,0.898,78.5,1122.4,0,0,0,0,0,0,0,0,0,0,0.091,0.016,20,147,2017,132,1.022,20.227,116.3,2,3,63,59,2,3,19,0.742,0.39
66,Sorbitol ,72,4,4,0.343,1.223,0.51,0.714,0.864,1,147,139,0.936,83.5,1185.9,0,0,0,0,0,3,0,0,1,0,0,0.018,20,147,2149,139,1.054,21.306,119.4,2,2,66,62,2,3,21,0.741,0.39
66,Sorbitol ,73,4,4,0.335,1.238,0.5,0.7,0.853,1,150,146,0.973,87.6,1254.3,0,0,0,0,0,0,0,0,0,0,0.021,0.017,22,150,2288,146,1.01,-99.9,128,2,1,68,64,2,3,23,-99.9,0.39
66,Sorbitol ,74,4,4,0.335,1.238,0.5,0.7,0.853,1,150,156,1.04,83.7,1246.3,0,0,0,0,0,0,0,0,0,0,0,0.008,22,150,2434,156,-99.9,-99.9,164,2,3,69,65,2,4,26,-99.9,0.39
66,Sorbitol ,75,4,4,0.335,1.238,0.5,0.7,0.853,1,150,133.6,0.751,72.9,1231.6,0,0,0,0,0,56,0,0,3,0,0,0.101,22,150,2590,156,-99.9,-99.9,-99.9,2,3,72,68,2,5,29,-99.9,0.39
66,Sorbitol ,76,4,4,0.333,1.231,0.485,0.728,0.893,1,206,195.4,0.872,79.6,1298.2,0,0,0,0,0,36,0,0,1,0,0,0.254,22,206,2723.6,195.4,-99.9,-99.9,-99.9,2,5,75,71,0,0,0,-99.9,0.39
66,Sorbitol ,77,4,4,0.305,1.268,0.413,0.702,0.909,1,242,196,0.81,82.2,1369.7,0,0,0,0,0,0,0,0,0,0,0.184,0.259,22,242,2919,196,-99.9,-99.9,-99.9,2,7,80,76,0,0,0,-99.9,0.39
66,Sorbitol ,78,4,4,0.305,1.268,0.413,0.702,0.909,1,242,205.3,0.752,84.7,1438.6,1,9,0,0,9,55,2,1,2,0,0.175,0.26,22,242,3115,205.3,-99.9,-99.9,-99.9,2,5,87,83,0,0,0,-99.9,0.39
66,Sorbitol ,79,5,5,0.297,1.338,0.411,0.674,0.905,0.97,304,255.9,0.842,86,1479.4,0,0,0,0,0,0,0,0,0,0.032,0.133,0.21,9,306,3320.3,255.9,-99.9,-99.9,-99.9,2,3,92,88,0,0,0,-99.9,0.39
66,Sorbitol ,80,5,5,0.297,1.338,0.411,0.674,0.905,0.97,304,200.1,0.627,79.6,1475,0,0,0,0,0,30,0,0,1,0.032,0.133,0.191,9,306,3576.2,255.9,-99.9,-99.9,-99.9,2,9,95,91,0,0,0,-99.9,0.39
66,Sorbitol ,81,5,5,0.291,1.337,0.374,0.674,0.913,0.973,334,211.7,0.627,79.4,1513.8,0,0,0,0,0,7,0,0,2,0.137,0.25,0.191,9,336,3776.3,255.9,-99.9,-99.9,-99.9,2,9,104,100,0,0,0,-99.9,0.39
66,Sorbitol ,82,5,5,0.287,1.351,0.367,0.66,0.909,0.968,341,165.3,0.484,71.1,1485.4,0,0,0,0,0,1,0,0,1,0.162,0.277,0.228,11,343,3988,255.9,-99.9,-99.9,-99.9,2,11,113,109,0,0,0,-99.9,0.39
66,Sorbitol ,83,5,5,0.286,1.355,0.365,0.658,0.906,0.968,342,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0.165,0.281,0,11,344,4153.3,255.9,-99.9,-99.9,-99.9,2,9,124,120,0,0,0,-99.9,0.39
67,"1,1,1-Trichloroethane",62,-99.9,0,-99.9,0,0,0,0,0,0,0,0,81.6,800.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.9,-99.9,-99.9,-99.9,-99.9,6,2,2,2,0,1,2,-99.9,-99.9
67,"1,1,1-Trichloroethane",63,-99.9,0,-99.9,0,0,0,0,0,0,0,0,83.5,832.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.9,-99.9,-99.9,-99.9,-99.9,6,3,4,4,3,1,3,-99.9,-99.9
67,"1,1,1-Trichloroethane",64,-99.9,0,-99.9,0,0,0,0,0,0,0,0,85.6,876.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.9,-99.9,-99.9,-99.9,-99.9,6,3,7,7,3,1,5,-99.9,-99.9
67,"1,1,1-Trichloroethane",65,-99.9,0,-99.9,0,0,0,0,0,0,0,0,89.6,929.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.9,-99.9,-99.9,-99.9,-99.9,6,1,10,10,4,1,6,-99.9,-99.9
67,"1,1,1-Trichloroethane",66,3,3,0.42,0.977,0.571,0.81,1,1,210,242.9,1.034,91.1,984.8,0,0,0,0,0,50,0,0,1,0,0,0,40,210,2500,242.9,-99.9,11.145,100.8,6,0,11,11,4,1,7,1.028,-99.9
67,"1,1,1-Trichloroethane",67,3,3,0.488,0.883,0.654,0.846,1,1,260,270,0.964,86.9,1011.4,0,0,0,0,0,40,0,0,2,0,0,0,40,260,2742.9,270,1.018,11.348,102.9,6,4,11,11,4,1,7,0.999,-99.9
67,"1,1,1-Trichloroethane",68,3,3,0.5,0.868,0.667,0.833,1,1,300,299.4,0.943,87.2,1058.1,0,0,0,0,0,35,0,0,1,0,0,0,50,300,3012.9,299.4,0.971,11.023,104,6,1,15,15,4,1,8,0.962,-99.9
67,"1,1,1-Trichloroethane",69,3,3,0.537,0.817,0.701,0.851,1,1,335,324.3,0.901,86.3,1087.6,0,0,0,0,0,50,0,0,1,0,0,0,50,335,3312.3,324.3,1.01,11.145,106.1,6,1,16,16,5,1,11,0.922,-99.9
67,"1,1,1-Trichloroethane",70,3,3,0.457,0.917,0.61,0.87,1,1,385,366.3,0.819,79.5,1085.6,1,50,0,0,50,75,0,1,1,0,0,0.019,50,385,3636.6,366.3,0.88,9.786,110.6,6,2,17,17,7,5,15,0.894,-99.9
67,"1,1,1-Trichloroethane",71,4,4,0.349,1.179,0.461,0.804,0.902,1,510,374.6,0.681,78.5,1122.4,0,0,0,0,0,80,0,0,2,0.12,0.334,0.046,50,510,4002.9,374.6,0.967,9.469,116.3,6,4,19,19,7,5,20,0.911,-99.9
67,"1,1,1-Trichloroethane",72,4,4,0.366,1.157,0.508,0.805,0.915,1,590,440.7,0.722,83.5,1185.9,0,0,0,0,0,40,0,0,1,0.163,0.295,0.066,50,590,4377.5,440.7,0.963,9.116,119.4,6,9,23,23,7,5,21,0.883,-99.9
67,"1,1,1-Trichloroethane",73,4,4,0.385,1.124,0.54,0.817,0.921,1,630,548.4,0.87,87.6,1254.3,0,0,0,0,0,0,0,0,0,0,0.1,0.093,50,630,4818.2,548.4,0.959,-99.9,128,6,1,32,32,7,5,21,1.032,-99.9
67,"1,1,1-Trichloroethane",74,4,4,0.385,1.124,0.54,0.817,0.921,1,630,590.8,0.862,83.7,1246.3,0,0,0,0,0,110,0,0,1,0,0,0.099,50,630,5366.6,590.8,-99.9,-99.9,164,6,0,33,33,7,5,21,-99.9,-99.9
67,"1,1,1-Trichloroethane",75,4,4,0.438,1.039,0.608,0.845,0.932,1,740,458.7,0.62,72.9,1231.6,0,0,0,0,0,0,0,0,0,0,0.186,0.207,50,740,5957.4,590.8,-99.9,-99.9,-99.9,6,2,33,33,7,5,22,-99.9,-99.9
67,"1,1,1-Trichloroethane",76,4,4,0.438,1.039,0.608,0.845,0.932,1,740,631.3,0.883,79.6,1298.2,0,0,1,50,0,0,50,0,0,0,0,0.259,50,740,6416.1,631.3,-99.9,-99.9,-99.9,6,1,35,35,0,0,0,-99.9,-99.9
67,"1,1,1-Trichloroethane",77,3,3,0.499,0.849,0.652,0.906,1,1,690,634.8,0.92,82.2,1369.7,0,0,0,0,0,0,0,0,0,0,0,0.247,65,740,7047.4,634.8,-99.9,-99.9,-99.9,6,0,36,36,0,0,0,-99.9,-99.9
67,"1,1,1-Trichloroethane",78,3,3,0.499,0.849,0.652,0.906,1,1,690,644.5,0.695,84.7,1438.6,0,0,0,0,300,175,0,1,1,0,0,0.248,65,740,7682.2,644.5,-99.9,-99.9,-99.9,6,1,36,36,0,0,0,-99.9,-99.9
67,"1,1,1-Trichloroethane",79,3,4,0.508,0.806,0.644,0.944,1,1,1165,716.3,0.58,86,1479.4,0,0,0,0,0,140,0,0,1,0.22,0.244,0.173,65,1215,8326.7,716.3,-99.9,-99.9,-99.9,6,2,37,37,0,0,0,-99.9,-99.9
67,"1,1,1-Trichloroethane",80,3,4,0.427,0.962,0.575,0.843,1,1,1305,692,0.53,79.6,1475,0,0,0,0,0,0,0,0,0,0.396,0.44,0.062,205,1355,9043,716.3,-99.9,-99.9,-99.9,6,2,39,39,0,0,0,-99.9,-99.9
67,"1,1,1-Trichloroethane",81,3,4,0.427,0.962,0.575,0.843,1,1,1305,614,0.47,79.4,1513.8,0,0,0,0,0,5,0,0,1,0.396,0.44,0.094,205,1355,9735,716.3,-99.9,-99.9,-99.9,6,1,41,41,0,0,0,-99.9,-99.9
67,"1,1,1-Trichloroethane",82,3,4,0.425,0.965,0.573,0.84,1,1,1310,586,0.447,71.1,1485.4,0,0,0,0,0,0,0,0,0,0.402,0.447,0.094,210,1360,10349,716.3,-99.9,-99.9,-99.9,6,1,42,42,0,0,0,-99.9,-99.9
67,"1,1,1-Trichloroethane",83,3,4,0.425,0.965,0.573,0.84,1,1,1310,0,0,75.3,0,0,0,0,0,0,0,0,0,0,0.402,0.447,0,210,1360,10935,716.3,-99.9,-99.9,-99.9,6,2,43,43,0,0,0,-99.9,-99.9
68,Ethylene ,56,-99.9,0,-99.9,0,0,0,0,0,0,0,0,86.4,671.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.9,-99.9,-99.9,-99.9,-99.9,15,12,148,118,0,0,0,-99.9,0.06
68,Ethylene ,57,-99.9,0,-99.9,0,0,0,0,0,0,0,0,83.7,683.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.9,-99.9,-99.9,-99.9,-99.9,15,18,160,130,0,0,0,-99.9,0.06
68,Ethylene ,58,-99.9,0,-99.9,0,0,0,0,0,0,0,0,75.2,680.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.9,-99.9,-99.9,-99.9,-99.9,15,24,178,148,0,0,0,-99.9,0.06
68,Ethylene ,59,-99.9,0,-99.9,0,0,0,0,0,0,4831,0,81.9,721.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,4831,-99.9,-99.9,-99.9,15,32,202,172,0,0,0,-99.9,0.06
68,Ethylene ,60,20,30,0.13,2.439,0.29,0.415,0.505,0.577,5905,5216,0.883,80.2,737.2,0,0,0,0,0,0,0,0,0,0.017,0.128,0,15,5905,30831,5216,-99.9,4.998,97.8,15,30,234,204,0,0,0,0.623,0.06
68,Ethylene ,61,20,30,0.13,2.439,0.29,0.415,0.505,0.577,5905,5488,0.857,77.4,756.6,0,0,0,0,550,505,60,1,10,0,0.067,0,15,5905,36047,5488,1,4.998,98,15,31,264,234,0,0,0,0.612,0.06
68,Ethylene ,62,20,31,0.155,2.333,0.336,0.457,0.543,0.616,6900,6322,0.851,81.6,800.3,1,105,1,15,605,650,190,2,9,0,0.08,0,15,6960,41535,6322,0.94,4.702,97.7,15,29,295,265,0,0,0,0.629,0.06
68,Ethylene ,63,20,32,0.134,2.405,0.291,0.418,0.524,0.601,7965,7150,0.859,83.5,832.5,0,0,0,0,400,325,10,1,6,0.001,0.106,0.046,30,8215,47857,7150,0.961,4.509,97.7,15,35,324,294,0,0,0,0.309,0.06
68,Ethylene ,64,20,33,0.126,2.419,0.267,0.392,0.503,0.598,8680,8165,0.922,85.6,876.4,1,250,0,0,250,255,145,1,3,0,0.04,0.046,30,8940,55007,8165,1.032,4.66,97.4,15,21,359,329,0,0,0,0.291,0.06
68,Ethylene ,65,21,34,0.128,2.448,0.279,0.399,0.504,0.595,9040,9037,0.936,89.6,929.3,1,100,1,30,300,1245,320,2,13,0,0,0.019,30,9445,63172,9037,0.868,4.051,98.6,15,27,380,350,0,0,0,0.3,0.06
68,Ethylene ,66,20,34,0.124,2.456,0.265,0.412,0.514,0.594,10265,10244,0.866,91.1,984.8,0,0,0,0,1000,2225,85,2,12,0,0.002,0.015,35,10990,72209,10244,1.021,4.129,100.8,15,19,407,377,0,0,0,0.32,0.06
68,Ethylene ,67,20,36,0.119,2.506,0.263,0.406,0.5,0.563,13405,10866,0.761,86.9,1011.4,0,0,0,0,1000,1045,305,2,8,0.089,0.188,0.037,35,14215,82453,10866,0.957,3.951,102.9,15,26,426,396,0,0,0,0.309,0.06
68,Ethylene ,68,21,37,0.102,2.629,0.233,0.369,0.453,0.522,15145,13065,0.84,87.2,1058.1,1,500,1,35,500,355,35,1,7,0.041,0.158,0.059,35,16260,93319,13065,0.868,3.432,104,15,28,452,422,0,0,0,0.258,0.06
68,Ethylene ,69,21,37,0.096,2.68,0.221,0.357,0.437,0.505,15965,15827,0.942,86.3,1087.6,1,500,0,0,500,1170,0,1,7,0,0.007,0.07,75,17115,106384,15827,0.961,3.3,106.1,15,24,480,450,0,0,0,0.245,0.06
68,Ethylene ,70,22,38,0.096,2.71,0.228,0.363,0.434,0.497,17635,17065,0.944,79.5,1085.6,0,0,0,0,0,880,0,0,8,0,0.019,0.08,75,18785,122211,17065,0.937,3.089,110.6,15,10,504,474,0,0,0,0.296,0.06
