series,pubCohort,wgDum,rfcDum,filesize,n_author,n_affil,usAuth,forAuth,n_com,n_edu,n_gov,n_net,n_org,priorwgc,rfcKeyCnt,patCites,rfcCites,rfcPages,pubCites,backCites,stBackCites,nsBackCites,cumWgOrg2,techarea,cummsgs,ttlmsg1yr,ttlusr1yr,ttlafl1yr,areaCumUsrs,areaCumAfls,areaUsrGrowth,areaAflGrowth,cummsgs_all,age,exiType,exprfc,inforfc,strfc,nsrfc
8003,2000,1,1,34895,1,1,1,0,0,0,0,0,1,1,32,0,5,,0,0,0,0,2,"int",726,431,113,101,14139,11909,2900,2220,791,18,4,0,0,1,0
8004,1999,1,0,54112,1,1,1,0,1,0,0,0,0,1,46,0,0,,0,,,,1,"int",248,248,49,40,11010,9507,1392,1199,273,13,2,0,0,0,0
8005,2001,1,0,52062,4,3,1,1,2,0,0,0,0,1,52,0,0,,0,,,,4,"int",738,299,75,66,15227,12727,3066,2318,803,3,2,0,0,0,0
8006,2001,1,0,23097,1,1,1,0,1,0,0,0,0,1,4,0,0,,0,,,,4,"int",802,176,54,50,16675,13783,3423,2531,872,1,2,0,0,0,0
8007,2001,0,0,41000,3,3,1,1,3,0,0,0,0,1,20.0409,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8008,1992,0,0,41000,3,3,1,0,2,0,0,0,0,1,20.0409,0,0,,0,,,,19,"none",299,288,83,77,238,204,234,200,365,1,2,0,0,0,0
8009,2005,0,0,19474,2,1,0,1,1,0,0,0,0,0,1,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8010,2003,0,0,5818,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8011,2003,0,0,20859,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,120,"none",4655,2283,452,386,23165,18694,3506,2740,4905,2,2,0,0,0,0
8012,2001,0,0,13968,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,141,"none",897,522,187,168,13448,11707,1763,1464,1025,1,2,0,0,0,0
8013,2005,0,0,98160,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
8014,1999,0,0,41000,2,1,1,0,1,0,0,0,0,0,20.0409,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8015,1998,0,0,50224,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,3,2,0,0,0,0
8016,1999,0,0,64966,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,3,2,0,0,0,0
8017,2002,0,0,17045,4,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,3,2,0,0,0,0
8018,2000,0,0,19362,2,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8019,2001,0,0,174873,1,1,0,1,0,0,0,0,0,0,1,0,0,,0,,,,141,"none",4893,1698,466,326,13736,11595,2647,2037,6038,1,2,0,0,0,0
8020,2000,0,0,228579,3,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8021,2001,0,0,28720,4,2,0,1,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",3203,232,99,88,13416,10795,4357,3285,4636,1,2,0,0,0,0
8022,2000,0,0,60490,5,4,1,1,3,0,0,1,0,1,2,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8023,1994,0,1,127765,2,2,1,0,0,1,1,0,0,1,0,1,4,52,5,36,6,30,35,"none",,,,,,,,,,2,4,0,0,1,0
8025,2003,0,0,22345,1,1,0,1,0,1,0,0,0,0,2,0,0,,0,,,,120,"none",,,,,,,,,,3,2,0,0,0,0
8026,1999,0,0,56607,3,3,1,0,2,0,0,0,1,0,10,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8027,1996,0,0,41000,1,1,1,0,1,0,0,0,0,0,20.0409,0,0,,0,,,,55,"none",2957,506,218,195,1889,1624,509,455,3307,2,2,0,0,0,0
8028,2000,0,1,10694,3,3,1,0,3,0,0,0,0,1,0,0,2,6,0,3,2,1,129,"none",,,,,,,,,,2,3,0,1,0,1
8029,2000,0,0,15246,4,3,1,1,1,0,0,1,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
8030,2000,0,1,118746,6,6,1,1,4,1,0,0,0,1,8,0,3,53,1,9,2,7,129,"none",,,,,,,,,,2,3,0,1,0,1
8031,2000,0,1,77664,6,6,1,1,4,1,0,0,0,1,3,3,5,35,4,8,2,6,129,"none",,,,,,,,,,2,3,0,1,0,1
8032,2000,0,1,48701,6,6,1,1,4,1,0,0,0,1,111,0,4,23,0,5,1,4,129,"none",,,,,,,,,,2,3,0,1,0,1
8033,2000,0,1,59180,5,4,1,1,2,1,0,0,0,1,0,3,4,26,2,5,0,5,129,"none",,,,,,,,,,2,3,1,0,0,1
8034,2001,0,0,50254,3,1,0,1,0,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,5,2,0,0,0,0
8035,2001,0,0,17660,2,2,1,1,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8036,2003,0,0,42613,1,1,1,0,0,1,0,0,0,0,41,0,0,,0,,,,120,"none",,,,,,,,,,5,2,0,0,0,0
8037,2002,0,0,22821,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8038,2000,0,1,73070,3,1,0,1,1,0,0,0,0,0,0,0,0,44,0,13,2,11,129,"none",,,,,,,,,,6,3,1,0,0,1
8039,2004,0,0,40897,5,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
8040,2001,0,0,35347,4,2,1,1,2,0,0,0,0,1,10,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8041,2003,0,0,20768,3,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8042,2003,0,0,23625,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
8043,2004,0,0,15513,2,1,0,0,0,0,0,0,0,0,59,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8044,2003,0,0,38255,2,1,0,0,0,0,0,0,0,0,3,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8045,2004,0,0,17308,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,5,1,0,0,0,0
8046,2004,0,0,28236,4,4,1,0,2,0,0,1,1,0,25,0,0,,0,,,,116,"none",,,,,,,,,,4,2,0,0,0,0
8047,2004,0,0,41117,2,2,1,0,2,0,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
8048,2002,0,0,16882,1,1,1,0,0,0,1,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8049,2003,0,0,53090,3,3,1,0,2,1,0,0,0,0,17,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
8050,2002,0,0,14875,1,1,1,0,1,0,0,0,0,0,9,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8051,2005,0,0,40618,2,2,1,1,0,2,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,2,1,0,0,0,0
8052,2002,0,0,16692,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8053,2002,0,0,32612,1,1,1,0,1,0,0,0,0,0,30,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8054,2003,0,1,73729,6,5,1,0,1,0,1,2,1,0,0,0,1,35,0,5,5,0,120,"none",,,,,,,,,,8,3,0,1,0,1
8055,2003,0,1,74638,2,2,1,0,0,0,1,0,1,0,34,0,0,50,0,5,2,3,120,"none",,,,,,,,,,11,3,1,0,0,1
8056,2003,0,0,46275,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
8057,2004,0,0,149438,3,3,1,1,0,2,1,0,0,1,39,0,0,,0,,,,116,"none",,,,,,,,,,8,1,0,0,0,0
8058,2004,0,0,19519,1,1,0,1,0,1,0,0,0,1,16,0,0,,0,,,,116,"none",,,,,,,,,,7,1,0,0,0,0
8059,2004,0,0,69034,1,1,1,0,0,0,1,0,0,0,2,0,0,,0,,,,116,"none",,,,,,,,,,6,1,0,0,0,0
8060,1997,0,1,35594,6,6,1,1,5,5,1,1,0,1,0,25,21,17,60,3,2,1,81,"none",,,,,,,,,,2,3,0,1,0,1
8062,2002,0,0,20298,2,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
8063,2003,0,0,37278,4,2,1,0,0,0,1,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8064,2002,0,0,18677,2,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
8065,2002,0,0,73319,2,2,1,1,1,1,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
8066,2001,0,0,28862,2,2,1,1,2,0,0,0,0,1,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8067,2002,0,0,30332,3,2,0,1,0,0,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8068,2004,0,0,12839,2,2,1,1,1,1,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,4,2,0,0,0,0
8069,2001,0,0,36284,2,1,1,0,0,0,1,0,0,0,2,0,0,,0,,,,141,"none",,,,,,,,,,3,2,0,0,0,0
8070,2001,0,0,87441,4,2,1,0,1,0,1,0,0,0,2,0,0,,0,,,,141,"none",,,,,,,,,,2,2,0,0,0,0
8071,2001,0,0,96500,4,2,1,0,1,0,1,0,0,0,3,0,0,,0,,,,141,"none",,,,,,,,,,2,2,0,0,0,0
8072,2001,0,0,8441,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8073,2001,0,0,178577,6,5,1,0,2,0,1,1,1,0,0,0,0,,0,,,,141,"none",,,,,,,,,,2,2,0,0,0,0
8074,2002,0,0,36081,5,3,1,1,2,0,0,0,0,1,3,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8075,2001,0,0,30292,3,2,1,1,2,0,0,0,0,0,2,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8076,2005,0,0,23267,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8077,2005,0,1,139030,2,2,0,1,1,0,0,0,0,1,0,0,2,31,0,11,6,5,116,"none",,,,,,,,,,9,3,0,1,0,1
8078,1999,0,0,20244,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
8079,2002,0,1,18482,2,2,0,1,0,2,0,0,0,0,0,0,1,8,1,6,3,3,128,"none",,,,,,,,,,3,3,0,1,0,1
8080,1999,0,0,23173,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8081,2000,0,0,19733,2,1,0,1,0,1,0,0,0,0,10,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8082,1999,0,1,219195,1,1,0,1,0,1,0,0,0,0,98,0,1,64,0,16,12,4,110,"none",,,,,,,,,,7,3,1,0,0,1
8083,2000,0,0,16844,2,1,0,1,0,1,0,0,0,0,11,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
8084,2000,0,0,63888,3,2,1,1,1,1,0,0,0,1,0,0,0,,0,,,,129,"none",,,,,,,,,,4,2,0,0,0,0
8085,2000,0,1,61878,3,2,1,1,1,1,0,0,0,1,22,0,1,49,0,11,8,3,129,"none",,,,,,,,,,5,3,1,0,0,1
8086,1999,0,0,11766,1,1,0,1,0,1,0,0,0,0,5,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
8087,2003,0,0,25711,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8088,1999,0,0,13557,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8089,1999,0,1,9404,1,1,0,1,0,1,0,0,0,0,3,0,1,10,0,10,7,3,110,"none",,,,,,,,,,9,3,1,0,0,1
8090,2000,0,1,31622,2,2,1,1,2,0,0,0,0,0,0,2,1,12,0,0,0,0,129,"none",,,,,,,,,,1,3,0,1,0,1
8091,2002,0,0,35450,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,128,"none",,,,,,,,,,11,2,0,0,0,0
8093,2002,0,0,80338,2,2,0,1,1,1,0,0,0,1,0,0,0,,0,,,,128,"none",,,,,,,,,,7,1,0,0,0,0
8094,2003,0,0,155379,3,3,1,1,1,0,0,1,1,1,129,0,0,,0,,,,120,"none",,,,,,,,,,9,1,0,0,0,0
8095,2002,0,0,78910,1,1,1,0,1,0,0,0,0,1,60,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8096,2002,0,0,96364,2,2,0,1,1,1,0,0,0,1,74,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8097,2001,0,1,45031,3,2,1,1,2,0,0,0,0,0,0,0,2,19,0,3,0,3,141,"none",,,,,,,,,,4,3,0,1,0,1
8098,2000,0,0,28648,3,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8099,1999,0,0,52458,4,4,1,0,4,0,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
8100,2000,0,0,91279,3,3,1,0,3,0,0,0,0,0,8,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
8101,2000,0,0,46184,3,3,1,0,3,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
8102,2000,0,0,86770,3,3,1,0,2,1,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8103,1999,0,0,16918,2,1,1,0,1,0,0,0,0,0,5,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8104,1999,0,0,42153,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8105,2000,0,0,75788,3,2,1,0,2,0,0,0,0,1,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8106,1999,0,0,36900,3,2,1,0,1,1,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8107,2000,0,0,36645,4,3,1,0,2,1,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
8108,2000,0,0,84858,5,4,1,0,2,1,0,0,0,0,8,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8109,1999,0,0,44486,6,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8110,2001,0,0,37731,3,2,1,0,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8111,1999,0,0,47923,2,2,1,1,1,1,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
8112,2000,0,0,84126,1,1,1,0,0,1,0,0,0,0,28,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8113,2003,0,0,59027,5,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8115,2001,0,0,19022,3,2,0,1,1,0,0,0,0,0,4,0,0,,0,,,,141,"none",8473,3731,557,354,16479,13682,3199,2436,9911,1,2,0,0,0,0
8116,2002,0,0,6383,2,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,128,"none",4605,2141,321,265,11907,8884,2713,2042,5152,3,2,0,0,0,0
8117,2002,0,0,7453,2,2,1,0,2,0,0,0,0,0,7,0,0,,0,,,,128,"none",429,429,144,110,12513,9484,2814,2130,805,3,2,0,0,0,0
8118,2001,0,0,7554,4,2,1,1,1,0,0,1,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8119,2002,0,0,11787,4,2,1,1,1,0,0,1,0,0,2,0,0,,0,,,,128,"none",3328,322,121,100,15314,12193,4825,3585,5056,1,2,0,0,0,0
8120,1997,0,0,31057,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",2579,1226,321,252,7544,6538,1068,929,3076,1,2,0,0,0,0
8121,1997,0,0,25639,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",2579,1226,321,252,7544,6538,1068,929,3076,1,2,0,0,0,0
8122,2001,0,0,17039,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8124,1995,0,0,17101,4,4,1,1,1,3,0,0,0,0,0,0,0,,0,,,,42,"none",1100,439,150,144,4667,4173,1673,1487,2021,1,2,0,0,0,0
8126,1999,0,1,8790,1,1,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,110,"none",,,,,,,,,,2,3,0,1,0,1
8127,1998,0,1,1954,1,1,1,0,0,1,0,0,0,1,0,0,1,5,0,0,0,0,101,"none",,,,,,,,,,1,3,0,1,0,1
8128,2002,0,0,28897,5,2,0,1,1,0,0,0,0,0,32,0,0,,0,,,,128,"none",1808,671,196,115,23559,21077,2518,2322,2019,1,2,0,0,0,0
8129,2004,0,0,21446,1,1,0,0,0,0,0,0,0,0,4,0,0,,0,,,,116,"none",3991,1701,241,149,25698,23036,1231,1117,4284,1,2,0,0,0,0
8130,2003,0,0,20488,2,2,0,1,1,0,0,0,0,0,4,0,0,,0,,,,120,"none",3319,1511,230,145,25312,22687,1753,1610,3584,1,2,0,0,0,0
8131,2000,0,0,61036,3,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",637,346,122,85,885,824,93,93,751,1,2,0,0,0,0
8132,2001,0,0,23599,1,1,1,0,1,0,0,0,0,0,22,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8133,1999,0,0,10053,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",3098,244,80,70,9549,8287,1141,994,3723,1,2,0,0,0,0
8134,1999,0,0,18021,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8135,2000,0,0,12768,2,2,1,1,0,1,0,1,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,3,2,0,0,0,0
8136,2000,0,0,10880,2,1,1,0,0,0,0,1,0,0,1,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8137,2000,0,0,8035,2,1,1,0,0,0,0,1,0,0,1,0,0,,0,,,,129,"none",,,,,,,,,,3,2,0,0,0,0
8138,2000,0,0,10092,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
8139,2004,0,0,6254,1,1,1,0,0,0,0,1,0,1,0,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
8140,2000,0,0,6434,1,1,1,0,0,0,0,1,0,0,2,0,0,,0,,,,129,"none",,,,,,,,,,3,2,0,0,0,0
8141,2002,0,0,8680,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8142,2002,0,0,7754,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8143,2000,0,0,9546,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,4,2,0,0,0,0
8144,1998,0,0,7691,1,1,1,0,0,0,0,1,0,0,7,0,0,,0,,,,101,"none",,,,,,,,,,2,2,0,0,0,0
8145,2000,0,0,14427,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
8146,2002,0,0,21790,2,2,1,1,1,0,0,1,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8147,2002,0,0,9497,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,128,"none",15,15,6,6,15110,13188,1670,1452,17,2,2,0,0,0,0
8148,1999,0,0,50658,4,2,1,1,2,0,0,0,0,0,5,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
8149,2001,0,0,91805,6,2,1,1,2,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,4,2,0,0,0,0
8150,1999,0,0,77016,5,2,1,1,2,0,0,0,0,0,23,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8151,2000,0,0,67085,6,3,1,1,2,1,0,0,0,0,0,0,0,,0,,,,129,"none",5324,4809,908,543,13577,11647,2189,1818,5865,1,2,0,0,0,0
8152,2000,0,0,31395,5,2,1,1,2,0,0,0,0,0,0,0,0,,0,,,,129,"none",1288,1286,278,175,11990,10328,1788,1513,1457,3,2,0,0,0,0
8153,2000,0,0,19527,6,3,1,1,2,1,0,0,0,0,0,0,0,,0,,,,129,"none",5324,4809,908,543,13577,11647,2189,1818,5865,1,2,0,0,0,0
8154,2000,0,0,23682,6,3,1,1,2,1,0,0,0,0,0,0,0,,0,,,,129,"none",5324,4809,908,543,13577,11647,2189,1818,5865,1,2,0,0,0,0
8155,2001,0,0,67990,6,3,1,1,2,1,0,0,0,0,0,0,0,,0,,,,141,"none",120,120,45,32,12942,10502,3751,2892,147,1,2,0,0,0,0
8156,2001,0,0,45649,6,3,1,1,2,1,0,0,0,0,0,0,0,,0,,,,141,"none",120,120,45,32,12942,10502,3751,2892,147,1,2,0,0,0,0
8157,2001,0,0,19454,6,3,1,1,2,1,0,0,0,0,0,0,0,,0,,,,141,"none",120,120,45,32,12942,10502,3751,2892,147,1,2,0,0,0,0
8158,2001,0,0,23740,6,3,1,1,2,1,0,0,0,0,0,0,0,,0,,,,141,"none",120,120,45,32,12942,10502,3751,2892,147,1,2,0,0,0,0
8159,2000,0,0,81202,6,3,1,1,2,1,0,0,0,0,24,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8160,1998,0,1,2339,3,3,1,1,1,1,0,0,0,1,0,0,1,14,0,3,0,3,101,"none",,,,,,,,,,1,3,0,1,0,1
8161,2000,0,0,11484,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8162,2000,0,1,11651,1,1,1,0,1,0,0,0,0,0,0,0,2,6,0,1,0,1,129,"none",,,,,,,,,,1,3,0,1,0,1
8163,2001,0,0,28581,1,1,1,0,0,0,1,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8164,2003,0,0,12892,2,1,1,0,0,0,1,0,0,0,2,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8165,2000,0,0,71118,4,3,1,0,3,0,0,0,0,0,6,0,0,,0,,,,129,"none",9276,4208,1153,721,4213,3668,1033,921,11364,8,2,0,0,0,0
8166,2001,0,0,36386,4,3,1,0,3,0,0,0,0,0,6,0,0,,0,,,,141,"none",10221,4625,1213,756,4441,3869,1098,974,12559,1,2,0,0,0,0
8167,2001,0,0,42380,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",12631,4575,1248,796,5424,4648,1520,1258,15415,1,2,0,0,0,0
8168,2002,0,0,23197,3,2,1,0,1,1,0,0,0,0,17,0,0,,0,,,,128,"none",,,,,,,,,,3,2,0,0,0,0
8169,2001,0,0,35717,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,141,"none",,,,,,,,,,4,2,0,0,0,0
8170,2001,0,0,16741,2,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,2,2,0,0,0,0
8171,2000,0,0,50337,4,2,0,1,1,0,0,0,0,0,2,0,0,,0,,,,129,"none",637,346,122,85,885,824,93,93,751,1,2,0,0,0,0
8173,1997,0,0,18385,3,2,0,1,1,0,0,1,0,0,0,0,0,,0,,,,81,"none",73,56,19,18,2009,1684,281,219,114,1,2,0,0,0,0
8174,2002,0,0,10981,1,1,1,0,0,0,0,1,0,0,6,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8175,2005,0,0,9059,1,1,1,0,0,0,0,0,1,0,4,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8176,2002,0,0,63366,1,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
8178,1999,0,0,50431,2,2,1,0,1,1,0,0,0,1,22,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8179,1998,0,0,75210,1,1,1,0,1,0,0,0,0,0,18,0,0,,0,,,,101,"none",2269,23,23,23,8707,7506,837,732,2699,4,2,0,0,0,0
8180,2002,0,0,48625,2,2,1,0,2,0,0,0,0,0,42,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8181,2003,0,0,95715,3,3,1,0,2,1,0,0,0,1,0,0,0,,0,,,,120,"none",3875,1056,265,224,22931,18055,3690,2884,4268,1,2,0,0,0,0
8182,2004,0,0,38776,1,1,0,1,1,0,0,0,0,0,8,0,0,,0,,,,116,"none",887,0,0,0,16193,12354,2257,1791,1085,1,2,0,0,0,0
8183,2004,0,0,102076,1,1,0,1,1,0,0,0,0,0,34,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8184,2004,0,0,26919,1,1,0,1,1,0,0,0,0,0,4,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8185,2003,0,0,26843,2,1,0,1,1,0,0,0,0,0,4,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
8186,2000,0,0,49097,1,1,0,1,1,0,0,0,0,0,21,0,0,,0,,,,129,"none",,,,,,,,,,5,2,0,0,0,0
8187,2001,0,0,56531,1,1,0,1,1,0,0,0,0,0,7,0,0,,0,,,,141,"none",,,,,,,,,,3,2,0,0,0,0
8188,2000,0,0,30735,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8189,2001,0,0,14472,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8190,2000,0,0,16416,1,1,0,1,1,0,0,0,0,0,6,0,0,,0,,,,129,"none",,,,,,,,,,5,2,0,0,0,0
8191,2001,0,0,31423,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,141,"none",,,,,,,,,,3,2,0,0,0,0
8192,2001,0,0,35381,6,1,0,1,0,1,0,0,0,0,3,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8193,2005,0,0,24574,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
8194,2004,0,0,12850,2,2,1,0,1,1,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
