series,pubCohort,wgDum,rfcDum,filesize,n_author,n_affil,usAuth,forAuth,n_com,n_edu,n_gov,n_net,n_org,priorwgc,rfcKeyCnt,patCites,rfcCites,rfcPages,pubCites,backCites,stBackCites,nsBackCites,cumWgOrg2,techarea,cummsgs,ttlmsg1yr,ttlusr1yr,ttlafl1yr,areaCumUsrs,areaCumAfls,areaUsrGrowth,areaAflGrowth,cummsgs_all,age,exiType,exprfc,inforfc,strfc,nsrfc
8195,2001,0,0,18546,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,4,2,0,0,0,0
8196,2002,0,0,26423,2,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
8197,1997,0,0,44859,2,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
8198,2001,0,0,33267,3,2,1,0,1,1,0,0,0,0,2,0,0,,0,,,,141,"none",5394,1988,367,298,9984,8196,2580,2066,6187,1,2,0,0,0,0
8199,2001,0,0,5369,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",13702,4426,1213,757,5901,5030,1688,1362,16684,1,2,0,0,0,0
8200,2005,0,0,44679,1,1,0,1,0,0,0,0,1,0,2,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8201,2004,0,0,32380,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8202,2004,0,0,18727,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8203,2003,0,0,41414,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,120,"none",194,194,63,50,27038,21869,3766,3056,246,1,2,0,0,0,0
8204,2000,0,0,60861,4,2,1,0,1,0,1,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
8205,2005,0,0,11740,1,1,1,0,1,0,0,0,0,0,8,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8206,2003,0,0,40547,2,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,120,"none",3687,2417,529,355,20986,16645,4409,3448,4035,4,2,0,0,0,0
8207,2003,0,0,8324,2,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,120,"none",4804,2179,491,344,22624,17963,3464,2764,5269,1,2,0,0,0,0
8208,1998,0,0,13307,2,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",887,0,0,0,2552,2117,599,493,1085,1,2,0,0,0,0
8209,1998,0,0,34167,4,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",1368,747,218,164,2225,1894,233,203,1679,1,2,0,0,0,0
8210,2002,0,0,15055,1,1,1,0,0,1,0,0,0,0,3,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8211,1999,0,0,13289,5,4,1,1,4,0,0,0,0,0,1,0,0,,0,,,,110,"none",3847,2209,585,380,2877,2468,604,530,4610,1,2,0,0,0,0
8212,1998,0,0,33096,3,3,1,1,3,0,0,0,0,0,3,0,0,,0,,,,101,"none",1368,747,218,164,2225,1894,233,203,1679,1,2,0,0,0,0
8213,1998,0,0,14782,3,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",1368,747,218,164,2225,1894,233,203,1679,1,2,0,0,0,0
8214,1999,0,0,68409,4,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8215,2001,0,0,17937,2,1,1,0,1,0,0,0,0,0,14,0,0,,0,,,,141,"none",1880,1245,314,270,18186,14863,3575,2612,2001,2,2,0,0,0,0
8216,2004,0,0,22644,3,2,0,1,1,0,0,0,0,1,14,0,0,,0,,,,116,"none",7327,1092,232,197,27396,22141,2957,2440,8609,3,2,0,0,0,0
8217,2003,0,0,25905,1,1,0,0,0,0,0,0,0,0,36,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8218,2004,0,0,11051,1,1,0,1,1,0,0,0,0,0,6,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8219,2004,0,0,40299,5,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,116,"none",1580,995,163,136,28521,23105,3200,2631,1771,1,2,0,0,0,0
8220,2002,0,0,15908,4,1,1,0,1,0,0,0,0,0,30,0,0,,0,,,,128,"none",183,183,29,28,23243,18785,4155,3179,204,1,2,0,0,0,0
8221,1998,0,0,48184,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
8222,2000,0,0,27589,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,129,"none",398,398,125,111,13277,11271,2563,2011,432,1,2,0,0,0,0
8223,2000,0,0,33626,2,1,0,1,1,0,0,0,0,0,23,0,0,,0,,,,129,"none",256,256,86,65,9591,7928,2376,1959,383,1,2,0,0,0,0
8224,2000,0,0,67637,1,1,1,0,1,0,0,0,0,0,25,0,0,,0,,,,129,"none",39,39,18,17,9622,8279,1955,1666,55,1,2,0,0,0,0
8225,1998,0,0,51396,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
8226,2003,0,1,22563,4,2,1,0,0,1,0,0,0,0,0,0,0,26,0,4,2,2,120,"none",,,,,,,,,,9,3,0,1,0,1
8227,2004,0,0,101267,1,1,0,1,0,0,0,0,0,0,121,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8228,2005,0,0,13892,2,2,1,1,1,0,0,0,0,1,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8229,2004,0,0,34204,1,1,0,1,0,0,0,0,0,0,8,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
8230,2005,0,0,24306,2,2,0,1,0,1,0,0,0,1,13,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8231,2000,0,0,108208,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8232,2004,0,0,44959,1,1,0,1,0,0,0,0,1,0,16,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
8233,2003,0,0,39345,2,1,0,1,0,1,0,0,0,0,39,0,0,,0,,,,120,"none",3813,1149,598,499,13680,10245,2194,1671,5164,3,2,0,0,0,0
8234,2002,0,0,28393,2,1,0,1,0,1,0,0,0,0,42,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8235,1998,0,0,55224,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,101,"none",6805,1874,576,475,4744,4132,1626,1439,7549,7,2,0,0,0,0
8236,2001,0,0,98712,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",12568,1646,534,431,9703,8568,1735,1550,14079,1,2,0,0,0,0
8237,2005,0,0,24437,1,1,1,0,1,0,0,0,0,1,2,0,0,,0,,,,116,"none",,,,,,,,,,5,1,0,0,0,0
8238,2003,0,1,12825,1,1,1,0,1,0,0,0,0,0,2,0,0,7,0,7,7,0,120,"none",646,646,109,93,24612,21920,2599,2341,700,9,4,0,0,1,0
8239,2004,0,0,18576,1,1,1,0,1,0,0,0,0,1,2,0,0,,0,,,,116,"none",3130,276,86,70,24909,19716,3075,2506,3412,3,2,0,0,0,0
8240,2004,0,0,158787,1,1,1,0,1,0,0,0,0,1,104,0,0,,0,,,,116,"none",3991,1701,241,149,25698,23036,1231,1117,4284,1,2,0,0,0,0
8241,2002,0,0,20090,1,1,1,0,1,0,0,0,0,0,12,0,0,,0,,,,128,"none",16988,5111,1051,704,19833,16683,3133,2503,18807,2,2,0,0,0,0
8242,2005,0,0,11665,2,2,1,0,1,1,0,0,0,1,2,0,0,,0,,,,116,"none",,,,,,,,,,6,1,0,0,0,0
8243,2004,0,0,9937,1,1,1,0,1,0,0,0,0,1,5,0,0,,0,,,,116,"none",,,,,,,,,,7,1,0,0,0,0
8244,2003,0,0,8609,1,1,1,0,1,0,0,0,0,1,3,0,0,,0,,,,120,"none",18029,1906,604,436,21965,18445,3265,2684,20007,3,2,0,0,0,0
8245,2003,0,0,92377,1,1,1,0,1,0,0,0,0,1,2,0,0,,0,,,,120,"none",18627,1639,484,348,23178,19441,3345,2758,20689,4,2,0,0,0,0
8246,2003,0,1,38002,1,1,1,0,1,0,0,0,0,1,8,0,0,21,0,7,5,2,120,"none",18627,1639,484,348,23178,19441,3345,2758,20689,7,3,0,1,0,1
8247,2004,0,0,19938,1,1,1,0,1,0,0,0,0,1,4,0,0,,0,,,,116,"none",5562,1600,418,303,24103,19205,2743,2273,6117,1,2,0,0,0,0
8248,2004,0,0,13892,1,1,1,0,1,0,0,0,0,1,8,0,0,,0,,,,116,"none",5562,1600,418,303,24103,19205,2743,2273,6117,2,2,0,0,0,0
8249,2005,0,0,14058,1,1,1,0,1,0,0,0,0,1,11,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
8250,2002,0,0,29206,1,1,1,0,1,0,0,0,0,0,24,0,0,,0,,,,128,"none",1777,1738,466,314,17580,13951,5046,3760,1989,1,2,0,0,0,0
8251,2004,0,0,30186,2,2,1,0,2,0,0,0,0,1,30,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
8252,2004,0,0,33478,2,2,1,0,1,0,0,0,0,1,22,0,0,,0,,,,116,"none",,,,,,,,,,7,1,0,0,0,0
8253,2005,0,0,21781,2,2,1,0,1,0,0,1,0,1,10,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
8254,2004,0,0,40167,1,1,1,0,1,0,0,0,0,1,2,0,0,,0,,,,116,"none",379,379,74,51,25400,20100,3087,2525,402,4,2,0,0,0,0
8255,2002,0,0,15078,5,3,1,0,1,1,0,0,0,0,2,0,0,,0,,,,128,"none",15859,2883,822,532,7692,6429,2084,1644,19143,1,2,0,0,0,0
8256,1997,0,0,123879,5,4,1,0,3,1,0,0,0,0,76,0,0,,0,,,,81,"none",,,,,,,,,,2,2,0,0,0,0
8257,2002,0,0,17767,5,1,0,1,0,0,0,0,1,0,2,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8258,2003,0,0,25460,5,1,0,1,0,0,0,0,1,0,3,0,0,,0,,,,120,"none",,,,,,,,,,7,2,0,0,0,0
8259,2003,0,1,23361,4,4,0,1,2,0,0,0,1,0,11,0,0,12,0,12,9,3,120,"none",1930,764,185,170,16518,14429,1848,1655,2131,13,3,1,0,0,1
8260,2003,0,0,22188,5,1,0,1,0,0,0,0,1,0,9,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
8261,2003,0,0,25136,5,1,0,1,0,0,0,0,1,0,11,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8262,2003,0,0,20496,6,6,0,1,1,3,0,0,1,0,38,0,0,,0,,,,120,"none",3813,1149,598,499,13680,10245,2194,1671,5164,5,2,0,0,0,0
8263,2004,0,0,44410,5,2,0,1,0,0,0,0,1,0,13,0,0,,0,,,,116,"none",4629,1341,633,525,14374,10797,1624,1266,6741,2,2,0,0,0,0
8264,2004,0,0,26996,1,1,0,1,0,0,0,0,1,0,7,0,0,,0,,,,116,"none",4629,1341,633,525,14374,10797,1624,1266,6741,1,2,0,0,0,0
8265,2004,0,0,25790,4,2,0,1,0,1,0,0,1,0,2,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8266,2002,0,0,10898,4,1,0,1,0,0,0,0,1,0,5,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
8267,2003,0,0,18494,5,1,0,1,0,0,0,0,1,0,11,0,0,,0,,,,120,"none",669,669,130,113,25602,20703,3739,3007,738,3,2,0,0,0,0
8268,2005,0,0,39745,1,1,0,1,0,1,0,0,0,0,3,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
8269,2003,0,0,29762,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,120,"none",3299,1082,187,162,24172,19096,3297,2628,3532,2,2,0,0,0,0
8270,2002,0,0,28039,2,1,0,1,0,0,0,0,1,0,2,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8272,2001,0,0,128066,2,2,1,0,0,2,0,0,0,0,186,0,0,,0,,,,141,"none",1324,501,235,203,8556,6406,2614,1884,1920,1,2,0,0,0,0
8273,2005,0,0,66551,2,2,1,0,1,0,0,0,1,1,19,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8274,1997,0,0,22278,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
8275,1997,0,0,13564,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
8276,1997,0,0,22998,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,2,2,0,0,0,0
8277,2003,0,0,21056,1,1,1,0,0,1,0,0,0,0,12,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
8278,2003,0,0,45748,3,3,1,1,1,1,0,0,0,0,29,0,0,,0,,,,120,"none",,,,,,,,,,3,2,0,0,0,0
8279,2001,0,0,28308,2,2,1,0,2,0,0,0,0,1,0,0,0,,0,,,,141,"none",7023,5735,1049,624,14082,12088,2092,1760,7707,1,2,0,0,0,0
8280,2001,0,0,23272,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",7747,6192,1132,665,14379,12321,2205,1840,8501,1,2,0,0,0,0
8281,2000,0,0,23171,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8282,2000,0,0,21047,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8283,2000,0,0,160703,1,1,1,0,1,0,0,0,0,0,36,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8284,2001,0,0,16882,1,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,141,"none",,,,,,,,,,2,2,0,0,0,0
8285,2001,0,0,20621,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8286,2001,0,0,20841,2,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8287,2001,0,0,29084,2,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8288,2005,0,0,15553,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8289,2002,0,0,61023,3,3,1,0,2,0,0,0,0,0,13,0,0,,0,,,,128,"none",143,143,52,38,13432,10204,3015,2309,157,3,2,0,0,0,0
8290,2000,0,0,42950,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8291,2000,0,0,50375,2,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8292,2000,0,0,60288,2,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
8293,2001,0,0,58597,2,2,1,1,2,0,0,0,0,0,3,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8294,2003,0,0,17634,3,1,1,0,0,1,0,0,0,0,14,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
8295,2004,0,0,43104,2,2,1,1,2,0,0,0,0,1,1,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
8296,2004,0,0,14721,2,1,0,1,1,0,0,0,0,0,5,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
8297,2004,0,0,33896,1,1,0,1,1,0,0,0,0,0,3,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8298,2004,0,0,25352,2,2,1,1,2,0,0,0,0,1,2,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8299,2003,0,0,18953,3,2,0,1,1,1,0,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8300,2002,0,0,7647,2,1,0,1,1,0,0,0,0,0,7,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
8301,2003,0,0,9772,2,1,0,1,1,0,0,0,0,0,7,0,0,,0,,,,120,"none",14589,4306,583,416,21542,17681,3375,2710,16432,1,2,0,0,0,0
8302,2001,0,0,22135,2,2,0,1,2,0,0,0,0,0,9,0,0,,0,,,,141,"none",7920,3421,520,331,16185,13455,3149,2386,9330,2,2,0,0,0,0
8303,2004,0,0,22320,1,1,0,1,1,0,0,0,0,0,20,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8304,2003,0,0,66849,1,1,1,0,1,0,0,0,0,1,31,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8305,1998,0,0,14731,2,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
8306,2001,0,0,14381,1,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,141,"none",,,,,,,,,,2,2,0,0,0,0
8307,1999,0,0,31643,5,5,0,1,5,0,0,0,0,0,22,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
8308,2002,0,0,55550,5,3,1,1,3,0,0,0,0,0,18,0,0,,0,,,,128,"none",4395,2716,328,203,13395,11792,1592,1424,4700,3,2,0,0,0,0
8309,1998,0,0,27302,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",74,74,13,12,9605,8296,873,762,95,1,2,0,0,0,0
8310,2003,0,0,21042,1,1,0,1,0,1,0,0,0,0,24,0,0,,0,,,,120,"none",,,,,,,,,,5,1,0,0,0,0
8311,2002,0,0,14611,1,1,0,1,1,0,0,0,0,0,15,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
8312,2002,0,0,7757,4,1,1,0,1,0,0,0,0,0,7,0,0,,0,,,,128,"none",5570,820,160,125,21409,17235,3997,3046,6633,1,2,0,0,0,0
8313,2002,0,0,43751,4,1,1,0,1,0,0,0,0,0,64,0,0,,0,,,,128,"none",5570,820,160,125,21409,17235,3997,3046,6633,1,2,0,0,0,0
8314,2002,0,0,10576,4,1,1,0,1,0,0,0,0,1,4,0,0,,0,,,,128,"none",5570,820,160,125,21409,17235,3997,3046,6633,1,2,0,0,0,0
8315,2004,0,1,64750,2,2,1,1,0,2,0,0,0,0,11,0,0,30,0,8,7,1,116,"none",,,,,,,,,,3,3,0,1,0,1
8317,2003,0,0,32433,1,1,1,0,1,0,0,0,0,0,41,0,0,,0,,,,120,"none",1579,1544,310,238,21565,17006,4628,3565,1710,1,2,0,0,0,0
8318,2000,0,0,132762,5,3,1,0,3,0,0,0,0,0,0,0,0,,0,,,,129,"none",5759,5066,949,567,13731,11780,2162,1795,6342,1,2,0,0,0,0
8319,2001,0,0,9900,4,1,1,0,1,0,0,0,0,0,12,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
8320,2000,0,0,43484,2,2,1,0,0,1,0,0,1,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
8321,2005,0,0,12185,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8322,2002,0,0,31785,2,2,1,0,2,0,0,0,0,1,0,0,0,,0,,,,128,"none",3636,853,247,191,19090,15030,5121,3845,4687,2,2,0,0,0,0
8323,2003,0,0,9153,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8324,1999,0,0,221805,5,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",66,64,26,17,11032,9529,1415,1222,86,1,2,0,0,0,0
8325,2000,0,0,8754,3,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,129,"none",3003,3000,598,369,12802,11011,2090,1753,3352,6,2,0,0,0,0
8326,2002,0,0,58631,2,2,1,0,2,0,0,0,0,0,29,0,0,,0,,,,128,"none",2770,2074,521,356,19571,15520,4847,3680,3051,2,2,0,0,0,0
8327,2005,0,0,20773,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
8328,2003,0,0,16023,3,2,1,0,2,0,0,0,0,0,0,0,0,,0,,,,120,"none",4359,2188,468,325,22110,17535,3656,2899,4791,9,2,0,0,0,0
8329,2003,0,0,19373,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8331,2003,0,0,29715,1,1,1,0,1,0,0,0,0,0,21,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8332,2003,0,0,20338,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8333,2003,0,0,34461,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8334,2005,0,0,59260,1,1,1,0,1,0,0,0,0,0,55,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
8335,2002,0,0,49409,1,1,0,1,1,0,0,0,0,0,32,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
8337,2003,0,1,6510,1,1,1,0,1,0,0,0,0,0,2,0,0,8,0,8,7,1,120,"none",9692,946,317,271,19461,15102,3638,2837,14019,6,4,0,0,1,0
8338,2003,0,0,9263,1,1,1,0,1,0,0,0,0,0,5,0,0,,0,,,,120,"none",10035,995,321,279,20250,15748,3163,2511,14401,1,2,0,0,0,0
8339,2002,0,0,29293,1,1,1,0,1,0,0,0,0,0,3,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8340,2002,0,0,29297,1,1,1,0,1,0,0,0,0,0,3,0,0,,0,,,,128,"none",,,,,,,,,,3,2,0,0,0,0
8341,2002,0,0,81543,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,128,"none",,,,,,,,,,3,2,0,0,0,0
8342,2002,0,0,48286,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,128,"none",,,,,,,,,,3,2,0,0,0,0
8343,2003,0,0,37559,4,2,1,0,2,0,0,0,0,0,5,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
8344,2002,0,0,28037,1,1,1,0,1,0,0,0,0,0,6,0,0,,0,,,,128,"none",,,,,,,,,,3,2,0,0,0,0
8345,2002,0,0,25187,1,1,1,0,1,0,0,0,0,0,3,0,0,,0,,,,128,"none",,,,,,,,,,3,2,0,0,0,0
8346,2001,0,0,18295,4,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,141,"none",1374,1374,336,216,9597,7315,2554,1920,1492,1,2,0,0,0,0
8347,1998,0,0,22724,3,3,1,0,2,0,0,0,1,1,3,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
8348,1998,0,0,10251,3,3,1,0,3,0,0,0,0,1,0,0,0,,0,,,,101,"none",11,11,5,5,13006,11506,2678,2356,11,2,2,0,0,0,0
8349,2003,0,1,125051,1,1,1,0,0,0,0,0,1,0,186,0,3,81,0,32,11,21,120,"none",,,,,,,,,,6,3,0,1,0,1
8350,2004,0,0,37339,3,3,1,0,1,0,0,1,1,1,4,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
8351,2003,0,0,54385,1,1,1,0,0,0,0,0,1,0,84,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
8352,2003,0,0,55542,2,2,0,1,1,0,0,0,0,0,2,0,0,,0,,,,120,"none",6267,2899,386,291,13723,10272,2522,1957,6876,1,2,0,0,0,0
8353,2004,0,0,58574,1,1,0,1,1,0,0,0,0,0,33,0,0,,0,,,,116,"none",1271,456,87,77,18115,15849,1948,1720,1495,1,2,0,0,0,0
8354,2001,0,0,16317,6,6,1,1,7,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,3,2,0,0,0,0
8355,2002,0,1,142277,2,2,0,1,1,0,0,0,0,1,11,6,24,72,0,7,2,5,128,"none",,,,,,,,,,1,3,0,1,0,1
8356,1999,0,0,92393,4,3,0,1,2,1,0,0,0,0,11,0,0,,0,,,,110,"none",,,,,,,,,,5,2,0,0,0,0
8357,2002,0,0,40124,1,1,0,1,1,0,0,0,0,1,0,0,0,,0,,,,128,"none",3505,1521,258,150,18004,14300,5294,3960,3843,1,2,0,0,0,0
8358,2002,0,0,10001,1,1,0,1,1,0,0,0,0,1,2,0,0,,0,,,,128,"none",3505,1521,258,150,18004,14300,5294,3960,3843,1,2,0,0,0,0
8359,2001,0,0,35011,2,1,0,1,1,0,0,0,0,0,37,0,0,,0,,,,141,"none",1585,1532,162,113,10763,8861,2785,2251,1669,2,2,0,0,0,0
8360,2000,0,0,21817,3,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",671,671,103,75,9088,7535,2354,1954,706,1,2,0,0,0,0
8361,2004,0,0,12904,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,4,1,0,0,0,0
8362,2000,0,1,14138,1,1,1,0,0,0,0,0,1,0,0,3,14,13,0,6,4,2,129,"none",,,,,,,,,,4,3,0,1,0,1
8363,2002,0,0,17730,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8364,2000,0,1,8388,1,1,1,0,1,0,0,0,0,0,0,0,0,10,0,14,9,5,129,"none",2796,0,0,0,17125,15183,2223,2013,4074,14,4,0,0,1,0
8365,2002,0,0,17433,1,1,1,0,1,0,0,0,0,0,22,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
8366,2003,0,0,56101,1,1,1,0,0,0,0,0,1,0,4,0,0,,0,,,,120,"none",7118,1001,199,197,23648,18973,3773,2954,7347,1,2,0,0,0,0
8367,2004,0,0,15667,1,1,1,0,0,0,0,0,1,0,9,0,0,,0,,,,116,"none",,,,,,,,,,4,1,0,0,0,0
8368,2001,0,1,6326,1,1,1,0,1,0,0,0,0,0,0,0,1,6,0,9,7,2,141,"none",,,,,,,,,,2,3,0,1,0,1
8369,2005,0,0,19291,2,2,1,0,0,0,0,0,2,0,23,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
8370,2001,0,0,16887,1,1,1,0,1,0,0,0,0,0,9,0,0,,0,,,,141,"none",10993,3110,662,571,9527,8298,1637,1435,12314,1,2,0,0,0,0
8371,2001,0,0,25790,2,1,1,0,1,0,0,0,0,0,1,0,0,,0,,,,141,"none",7433,193,68,65,15497,12682,3563,2618,8693,11,2,0,0,0,0
8372,2004,0,0,24735,1,1,1,0,0,0,0,0,1,0,9,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
8373,2003,0,0,22616,1,1,1,0,0,0,0,0,1,0,3,0,0,,0,,,,120,"none",710,131,53,52,16028,13857,1938,1701,865,2,2,0,0,0,0
8374,2002,0,0,23299,2,2,1,0,2,0,0,0,0,0,4,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
8375,2000,0,1,45893,3,3,1,0,3,0,0,0,0,0,45,0,0,39,0,17,14,3,129,"none",,,,,,,,,,16,3,0,1,0,1
8376,1998,0,0,10558,1,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,101,"none",,,,,,,,,,3,2,0,0,0,0
