"","acq_firmyr_patent_count","acq_firmyr_fcitations10_total","acq_firmyr_complexity_mean","acq_firmyr_originality_mean","success","fyear","after","acq_emp","acq_xrd","acq_at","acq_ch","acq_ni","acq_leverage1","acq_sic","tar_emp","tar_xrd","tar_at","tar_ch","tar_leverage1","tar_firmyr_patent_count","tar_firmyr_fcitations10_total","tar_firmyr_generality_mean","tar_firmyr_originality_mean"
"3754",51,1142,5.431437,0.4618663,1,1996,0,59,535.2,5491.2,121.9,222.6,0.1521707,3561,5.25,9.37,554.871,5.227,0.1184762,2,7,0.8333333,0.3787879
"3755",NA,NA,NA,NA,1,1992,0,38.6,43.8,6336.336,375.492,-427.34,0.0335737,2621,6.6,NA,3574.567,0.188,0.0385353,3,23,0.0833333,0.2712699
"3756",1,1,5.269291,0.9,1,1993,0,35,41.8,5851.302,23.62,-0.346,0.0166266,2621,6.8,NA,1649.787,0.227,0.0683422,4,17,0.5333334,0.5025794
"3757",1,6,5.546358,0.7575758,1,1994,0,33.8,47,7924.328,59.296,-12.959,0.0563453,2621,6.8,NA,1680.898,0.422,0.0691315,2,91,0.3783712,0.3911764
"3758",2,68,6.282291,0.7528647,1,1995,0,27,53.5,7258.9,66.1,126.4,0.0061717,2621,6.8,NA,1652.437,0.946,0.0379561,1,4,1,0.9047619
"3759",19,329,5.740481,0.6777555,1,1996,0,23,46.4,6541.5,33.8,157.3,0.0178705,2621,7,NA,1615.38,0.759,0.0074113,5,30,0.6309524,0.464092
"3760",1,17,5.234334,0.8333334,1,1992,0,2.5,5.521,250.56,17.342,-7.834,0.0306513,3561,3.155,7.784,327.822,10.214,0.0044292,2,10,0.75,0.7619047
"3761",NA,NA,NA,NA,1,1993,0,2.4,6.02,247.94,22.64,16.107,0.0242034,3561,3.105,4.2,341.288,7.671,0.028161,4,16,0.5952381,0.4780372
"3762",NA,NA,NA,NA,1,1994,0,2.575,6.351,274.104,16.341,17.158,0.0262747,3561,2.967,5.3,367.894,9.152,0.0328926,2,8,0.5,0.2712418
"3763",1,6,5.729847,0,1,1995,0,3.9,7.965,395.373,19.434,30.672,0.0261019,3561,3.002,6.6,405.747,9.162,0.0217771,1,1,NA,0.4
"3764",2,4,5.41989,0.4111111,1,1996,0,3.9,7.912,425.49,29.474,43.251,0.0312792,3561,3.181,6,404.286,9.458,0.0224767,2,17,0.3,0.4545455
"3765",NA,NA,NA,NA,1,1992,0,0.667,NA,69.983,0.444,0.647,0.0628724,2330,0.25,NA,16.045,1.032,0.0046744,NA,NA,NA,NA
"3766",NA,NA,NA,NA,1,1993,0,0.515,NA,60.657,0.381,-5.747,0.0412154,2330,0.291,NA,18.701,2.65,0,NA,NA,NA,NA
"3767",NA,NA,NA,NA,1,1994,0,0.573,NA,72.252,0.19,-4.933,0.0076676,2330,1.789,NA,24.87,5.879,0,NA,NA,NA,NA
"3768",NA,NA,NA,NA,1,1995,0,0.603,NA,74.125,0.615,0.471,0.0154064,2330,2.113,NA,29.243,5.08,0,NA,NA,NA,NA
"3769",NA,NA,NA,NA,1,1996,0,0.613,NA,76.361,0.357,2.843,0.0151648,2330,2.307,NA,37.791,9.36,0.0031754,NA,NA,NA,NA
"3770",6,121,5.808362,0.4644968,1,1992,0,4.335,6.092,170.773,18.455,1.901,0.0388,3670,1.131,1.203,120.288,6.095,0.0034168,NA,NA,NA,NA
"3771",6,50,5.033359,0.7789456,1,1993,0,3.975,5.708,185.064,23.534,1.956,0.0711267,3670,1.062,1.252,115.364,8.969,0.0034673,NA,NA,NA,NA
"3772",10,140,5.206201,0.4585031,1,1994,0,4.056,7.05,206.826,24.922,13.967,0.0374228,3670,1.081,1.664,124.177,6.837,0.0010147,NA,NA,NA,NA
"3773",4,37,5.514069,0.7522148,1,1995,0,4.007,8.004,227.127,37.271,17.164,0.0391675,3670,1.194,1.714,134.301,1.767,0.0004691,NA,NA,NA,NA
"3774",12,200,5.261701,0.6172794,1,1996,0,3.815,10.743,249.372,44.957,21.17,0.0097324,3670,1.195,1.435,140.736,1.146,0.0003553,NA,NA,NA,NA
"3775",NA,NA,NA,NA,1,1993,0,NA,NA,NA,NA,NA,NA,7372,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3776",NA,NA,NA,NA,1,1994,0,0.943,8.949,77.587,6.885,1.198,0.0667638,7372,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3777",NA,NA,NA,NA,1,1995,0,1.525,18.718,186.621,12.165,15.279,0.0229342,7372,NA,2.286,9.795,2.795,0.0531904,NA,NA,NA,NA
"3778",NA,NA,NA,NA,1,1996,0,2.389,42.136,440.692,198.031,36.333,0.0034242,7372,0.179,3.707,56.281,38.955,0.0115492,1,145,0.2086312,0.2222222
"3779",NA,NA,NA,NA,1,1995,0,NA,NA,28.643,0,0.325,0.6592885,7363,0.118,NA,23.025,6.04,0.0651466,NA,NA,NA,NA
"3780",NA,NA,NA,NA,1,1996,0,0.447,NA,49.101,12.044,2.543,0.0076373,7363,0.22,NA,82.582,49.415,0.0215786,NA,NA,NA,NA
"3781",NA,NA,NA,NA,1,1993,0,NA,NA,20.594,0.933,1.114,0.3122269,5110,0.15,NA,55.211,0.251,0,NA,NA,NA,NA
"3782",NA,NA,NA,NA,1,1994,0,1.017,NA,73.865,2.623,1.514,0.2052258,5110,0.17,NA,64.293,0.391,0.0265192,NA,NA,NA,NA
"3783",NA,NA,NA,NA,1,1995,0,5.7,NA,651.527,165.659,8.74,0.1323967,5110,0.215,NA,75.766,1.416,0.0126442,NA,NA,NA,NA
"3784",NA,NA,NA,NA,1,1996,0,17,NA,1810.352,44.026,57.288,0.0831098,5110,0.244,NA,85.675,3.992,0.008077,NA,NA,NA,NA
"3785",NA,NA,NA,NA,1,1992,0,0.322,NA,74.327,9.119,289.215,0.0663285,6799,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3786",NA,NA,NA,NA,1,1993,0,0.236,NA,37.272,1.395,-1.705,0,6799,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3787",NA,NA,NA,NA,1,1994,0,0.222,NA,90.852,1.136,14.424,0.0133074,6799,0.395,NA,271.284,2.898,0.0004423,NA,NA,NA,NA
"3788",NA,NA,NA,NA,1,1995,0,0.22,NA,95.985,1.207,11.126,0.2917123,6799,0.521,NA,462.871,3.436,0.0160758,NA,NA,NA,NA
"3789",NA,NA,NA,NA,1,1996,0,0.004,NA,115.888,83.356,70.667,0,6799,0.627,NA,549.942,1.698,0.012114,NA,NA,NA,NA
"3790",NA,NA,NA,NA,1,1992,0,0.746,4.047,148.406,0.564,6.23,0.0040834,2833,0.51,2.38,52.994,0.635,0.079726,NA,NA,NA,NA
"3791",NA,NA,NA,NA,1,1993,0,0.791,5.843,166.845,0.161,8.641,0.0239743,2833,0.48,2.916,58.899,0.364,0.1399175,NA,NA,NA,NA
"3792",1,6,6.017764,0.8171769,1,1994,0,1.336,5.689,360.477,9.087,11.126,0.1564288,2833,0.49,2.458,60.248,0.638,0.0814135,NA,NA,NA,NA
"3793",NA,NA,NA,NA,1,1995,0,1.336,7.526,402.553,4.841,19.67,0.0218928,2833,0.425,2.789,59.801,0.359,0.033461,NA,NA,NA,NA
"3794",NA,NA,NA,NA,1,1996,0,1.292,9.183,404.444,7.353,28.225,0.0274723,2833,0.41,6.608,61.155,0.701,0.009664,NA,NA,NA,NA
"3795",NA,NA,NA,NA,1,1992,0,0.91,37.451,181.257,98.029,30.858,0,7372,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3796",1,1,3.93351,0.7333333,1,1993,0,1.077,62.57,273.651,93.918,44.737,0,7372,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3797",1,31,5.1264,0.8444445,1,1994,0,1.172,73.902,341.239,143.421,55.718,0,7372,0.152,6.008,19.142,2.61,0,NA,NA,NA,NA
"3798",1,3,5.423417,0,1,1995,0,1.5,99.627,424.219,105.628,40.489,0,7372,0.21,8.416,67.3,20.102,0,NA,NA,NA,NA
"3799",1,20,10.02686,0.4166666,1,1996,0,1.7,118.103,516.703,125.609,53.002,0,7372,0.236,12.652,69.329,16.387,0,NA,NA,NA,NA
"3800",NA,NA,NA,NA,1,1992,0,2.35,0,46.497,16.029,3.068,0.0044304,5411,0.103,NA,2.631,0.868,0,NA,NA,NA,NA
"3801",NA,NA,NA,NA,1,1993,0,4.15,0,106.19,6.813,3.818,0.0225916,5411,0.12,NA,15.523,4.745,0,NA,NA,NA,NA
"3802",NA,NA,NA,NA,1,1994,0,5.3,0,136.165,4.335,8.639,0.0089744,5411,0.2,NA,19.033,0.121,0,NA,NA,NA,NA
"3803",NA,NA,NA,NA,1,1995,0,6.1,0,196.25,5.154,8.219,0.0092484,5411,0.275,NA,23.6,0.832,0,NA,NA,NA,NA
"3804",NA,NA,NA,NA,1,1996,0,9.848,0,310.604,1.72,-17.234,0.0032646,5411,0.301,NA,30.215,2.277,0,NA,NA,NA,NA
"3805",NA,NA,NA,NA,1,1992,0,0.583,4.87,68.575,10.682,-28.197,0,7374,0.165,5.971,56.065,25.828,0.0121645,NA,NA,NA,NA
"3806",NA,NA,NA,NA,1,1993,0,0.488,1.935,53.571,9.204,-12.105,0,7374,0.232,9.881,69.743,20.651,0.0040864,NA,NA,NA,NA
"3807",NA,NA,NA,NA,1,1994,0,0.535,1.321,77.573,25.314,-6.327,0,7374,0.295,11.206,76.971,9.748,0.014512,NA,NA,NA,NA
"3808",NA,NA,NA,NA,1,1995,0,1.37,1.893,382.716,69.406,65.086,0.0026704,7374,0.284,12.368,71.698,18.34,0,NA,NA,NA,NA
"3809",NA,NA,NA,NA,1,1996,0,3,3.05,529.933,115.839,44.582,0.0057819,7374,0.225,16.294,50.309,14.011,0,NA,NA,NA,NA
"3810",2,17,5.98092,0.8333333,1,1992,0,10.752,2.6,1016.416,72.576,25.684,0.0256194,3443,2.36,NA,156.583,1.917,0.1111232,NA,NA,NA,NA
"3811",1,8,5.946098,0.3454546,1,1993,0,11.712,NA,1311.587,63.305,39.811,0.0155971,3443,2.65,NA,151.277,0.651,0.0158649,2,7,0,0.1666667
"3812",3,23,4.766431,0.230303,1,1994,0,12.282,NA,1359.356,101.839,62.143,0.0067929,3443,2.35,NA,156.387,14.643,0.0294782,1,3,0.6666666,0.5
"3813",8,83,5.636463,0.5366483,1,1995,0,10.666,NA,1485.372,107.174,78.519,0.0474783,3443,2.26,NA,146.247,1.135,0.0369033,NA,NA,NA,NA
"3814",8,80,5.504345,0.3518303,1,1996,0,11.252,9.5,1618.265,166.269,94.92,0.0365503,3443,1.565,NA,172.949,0.572,0.0561437,1,7,0.6666666,0.7142857
"3815",NA,NA,NA,NA,1,1992,0,NA,NA,NA,NA,NA,NA,7841,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",NA,NA,NA,NA,1,1993,0,NA,NA,3.489,0.051,0.301,0.1607911,7841,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3817",NA,NA,NA,NA,1,1994,0,0.685,NA,19.45,5.573,0.154,0.0139332,7841,NA,NA,2.098,0.169,0.2054337,NA,NA,NA,NA
"3818",NA,NA,NA,NA,1,1995,0,2.047,NA,79.518,0.676,1.628,0.0544657,7841,1.875,NA,68.219,3.564,0.1306967,NA,NA,NA,NA
"3819",NA,NA,NA,NA,1,1996,0,3.333,NA,133.607,2.424,4.62,0.1500371,7841,2.84,NA,113.786,4.196,0.1913065,NA,NA,NA,NA
"3820",NA,NA,NA,NA,1,1992,0,NA,NA,269.293,16.372,105.988,0.0076348,3571,0.648,5.121,125.846,29.638,0.0926847,NA,NA,NA,NA
"3821",NA,NA,NA,NA,1,1993,0,3.836,NA,564.281,113.953,151.188,0.0078791,3571,0.538,3.935,108.095,34.447,0.0707341,1,17,0.4761904,0.8529412
"3822",1,8,4.171442,0.6388888,1,1994,0,5.442,NA,770.58,214.021,95.973,0.0048885,3571,0.459,4.409,97.929,40.836,0.0267439,1,13,0,0.7112375
"3823",11,549,6.064538,0.6382726,1,1995,0,9.3,NA,1124.011,166.397,172.981,0.0120675,3571,0.475,4.762,107.22,46.58,0,1,8,0,0.8095238
"3824",30,731,5.804585,0.6625158,1,1996,0,9.7,NA,1673.411,516.36,250.679,0.0089882,3571,0.512,5.447,118.64,60.272,0,NA,NA,NA,NA
"3825",NA,NA,NA,NA,0,1994,0,NA,NA,3247,NA,390,0.0133046,1311,10.501,NA,4715.81,24.884,0.0723191,NA,NA,NA,NA
"3826",NA,NA,NA,NA,0,1995,0,1.523,NA,3308.9,27.6,350.7,0.1715978,1311,9.758,NA,4307.776,23.615,0.1098571,NA,NA,NA,NA
"3827",NA,NA,NA,NA,0,1996,0,1.584,NA,3648.9,118.9,320.8,0,1311,10.036,NA,4124.254,34.383,0.0008642,NA,NA,NA,NA
"3828",NA,NA,NA,NA,0,1997,0,1.907,NA,4472.199,70.6,333,0,1311,10.214,NA,4405.887,18.594,0.0012626,NA,NA,NA,NA
"3829",NA,NA,NA,NA,0,1998,1,2.9,NA,7642.4,8.8,-898.7,0.1117188,1311,1.1,NA,2417.086,20.439,0,NA,NA,NA,NA
"3830",NA,NA,NA,NA,1,1992,0,0.225,NA,290.354,0.167,1.879,0.096434,1311,0.297,NA,256.82,10.897,0.0542092,NA,NA,NA,NA
"3831",NA,NA,NA,NA,1,1993,0,0.3,NA,481.488,11.354,2.26,0,1311,0.257,NA,185.598,12.236,0.0040194,NA,NA,NA,NA
"3832",NA,NA,NA,NA,1,1994,0,0.3,NA,528.261,2.98,10.746,0,1311,0.202,NA,223.894,9.973,0.0006878,NA,NA,NA,NA
"3833",NA,NA,NA,NA,1,1995,0,NA,NA,634.937,1.584,11.017,0,1311,0.173,NA,176.03,7.496,0,NA,NA,NA,NA
"3834",NA,NA,NA,NA,1,1996,0,0.314,NA,733.613,7.749,21.102,0,1311,0.158,NA,240.628,8.358,0,NA,NA,NA,NA
"3835",NA,NA,NA,NA,1,1992,0,11.1,2.001,910.662,96.635,-59.978,0.0473282,5812,0.065,NA,5.266,0.299,0.0683631,NA,NA,NA,NA
"3836",NA,NA,NA,NA,1,1993,0,14.1,NA,897.246,118.801,-89.744,0.0448929,5812,0.008,NA,4.054,0.233,0.0303404,NA,NA,NA,NA
"3837",NA,NA,NA,NA,1,1994,0,11.25,1.632,922.167,80.064,-8.109,0.0564551,5812,0.01,NA,4.449,0.581,0.0020229,NA,NA,NA,NA
"3838",NA,NA,NA,NA,1,1996,0,8.65,NA,854.404,154.405,-13.901,0.1095114,5812,0.017,NA,7.142,1.409,0,NA,NA,NA,NA
"3839",NA,NA,NA,NA,1,1994,0,2.1,NA,347.882,11.298,-1.815,0.0228669,5141,5.4,NA,524.068,4.959,0.0003606,NA,NA,NA,NA
"3840",NA,NA,NA,NA,1,1995,0,2.5,0,373.038,15.418,1.98,0.0109694,5141,5.4,NA,611.856,10.825,0.1858411,NA,NA,NA,NA
"3841",NA,NA,NA,NA,1,1996,0,2.6,0,401.013,11.613,14.057,0.0116954,5141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3842",NA,NA,NA,NA,1,1997,0,3.7,0,524.148,11.139,22.248,0.0179549,5141,8.5,NA,1219.022,63.293,0.0153984,NA,NA,NA,NA
"3843",15,187,5.649632,0.6822699,0,1992,0,33.682,14.286,5668.395,53.284,-334.911,0.0540239,2820,0.089,0.027,49.913,0.249,0.0050889,1,4,0,0.5
"3844",20,224,6.038334,0.6555974,0,1993,0,31.8,14.014,5551.817,40.984,142.234,0.0286144,2820,0.09,0.129,46.954,0.298,0,NA,NA,NA,NA
"3845",23,125,5.958175,0.66286,0,1994,0,31.6,12,5815,40,197,0.0228719,2820,0.085,0.182,40.61,0.358,0.0017976,NA,NA,NA,NA
"3846",28,306,5.765126,0.6756779,0,1995,0,32.8,24,6992,52,24,0.0389016,2820,0.092,0.23,44.289,5.458,0,2,27,0.1238095,NA
"3847",35,346,5.77735,0.761877,0,1996,0,36.1,27,7269,77,211,0.0279268,2820,0.093,0.229,47.143,5.53,0,1,2,NA,0.9411764
"3848",28,226,5.891734,0.6339847,0,1997,0,37.2,29,7777,268,279,0.0119583,2820,0.093,0.25,75.749,33.382,0,NA,NA,NA,NA
"3849",NA,NA,NA,NA,0,1994,0,NA,NA,13.766,13.003,-1.442,0,4512,0.376,NA,13.746,3.835,0.0024734,NA,NA,NA,NA
"3850",NA,NA,NA,NA,0,1995,0,1.111,NA,91.619,49.967,-10.495,0,4512,0.615,NA,30.99,6.359,0.0020975,NA,NA,NA,NA
"3851",NA,NA,NA,NA,0,1996,0,1.311,NA,123.047,12.076,-23.719,0.0931676,4512,0.8,NA,44.093,10.287,0.0010432,NA,NA,NA,NA
"3852",NA,NA,NA,NA,1,1992,0,0.067,NA,5.306,0.074,0.598,0.0980023,3089,0.122,NA,7.894,0.572,0.0514315,NA,NA,NA,NA
"3853",NA,NA,NA,NA,1,1993,0,0.094,NA,9.394,0.693,0.713,0.0050032,3089,0.13,NA,7.485,0.343,0.0342017,NA,NA,NA,NA
"3854",NA,NA,NA,NA,1,1994,0,0.133,NA,10.961,0.234,0.719,0.0099443,3089,0.225,NA,16.377,1.853,0.0297979,NA,NA,NA,NA
"3855",NA,NA,NA,NA,1,1995,0,0.165,NA,12.659,0.182,0.648,0.0740975,3089,0.22,NA,17.123,1.581,0.0197395,NA,NA,NA,NA
"3856",NA,NA,NA,NA,1,1996,0,0.098,NA,11.825,0.567,0.568,0,3089,0.243,NA,18.686,1.878,0.0132185,NA,NA,NA,NA
"3857",NA,NA,NA,NA,1,1997,0,0.357,NA,36.015,2.883,2.252,0.0742191,3089,0.227,NA,19.262,2.422,0.0078393,NA,NA,NA,NA
"3858",NA,NA,NA,NA,1,1993,0,0.354,NA,30.264,13.247,-0.894,0.0594105,4512,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3859",NA,NA,NA,NA,1,1994,0,1.078,NA,173.039,85.077,20.732,0.0461399,4512,0.213,NA,13.473,0.961,0,NA,NA,NA,NA
"3860",NA,NA,NA,NA,1,1995,0,1.846,NA,346.741,127.948,67.763,0.0618069,4512,0.429,NA,68.36,16.437,0.052282,NA,NA,NA,NA
"3861",NA,NA,NA,NA,1,1996,0,2,NA,417.187,150.013,-41.469,0.1232876,4512,0.592,NA,73.948,2.354,0.0426922,NA,NA,NA,NA
"3862",1,6,5.204978,0.6999999,1,1992,0,1.492,0.475,72.756,0.33,8.374,0.0032437,2750,0.498,1.121,57.483,0.376,0.0815719,NA,NA,NA,NA
"3863",NA,NA,NA,NA,1,1993,0,1.477,NA,85.493,0.737,9.358,0.0208789,2750,0.55,1.545,76.876,4.989,0.0222696,NA,NA,NA,NA
"3864",NA,NA,NA,NA,1,1994,0,1.891,NA,128.703,3.136,11.601,0.0465024,2750,0.62,2.217,97.944,3.559,0.0173262,NA,NA,NA,NA
"3865",NA,NA,NA,NA,1,1995,0,1.923,NA,157.14,3.466,15.709,0.0224004,2750,0.608,3.079,115.461,0.57,0.1556023,NA,NA,NA,NA
"3866",2,50,6.775634,0.8378788,1,1996,0,2.095,NA,182.159,4.816,21.804,0.0126867,2750,0.69,3.594,118.474,0.444,0.0812583,NA,NA,NA,NA
"3867",NA,NA,NA,NA,1,1992,0,1.705,NA,4469.743,31.729,257.828,0,1311,0.709,NA,1209.1,40.5,0,NA,NA,NA,NA
"3868",NA,NA,NA,NA,1,1993,0,1.729,NA,4447.72,19.784,256.312,0,1311,0.846,NA,1838.7,33.3,0,NA,NA,NA,NA
"3869",NA,NA,NA,NA,1,1994,0,1.846,NA,4808.61,19.898,154.246,0,1311,0.825,NA,1478.1,12.5,0,NA,NA,NA,NA
"3870",NA,NA,NA,NA,1,1995,0,1.796,NA,4164.76,20.473,-279.645,0,1311,0.745,NA,1467.7,10.3,0,NA,NA,NA,NA
"3871",NA,NA,NA,NA,1,1996,0,1.423,NA,4316,68,255,0,1311,0.581,NA,1364.8,9,0,NA,NA,NA,NA
"3872",NA,NA,NA,NA,1,1992,0,0.062,0.086,13.954,0.998,-26.44,0.0560413,4899,0.053,0.015,7.812,0.83,0.014849,NA,NA,NA,NA
"3873",NA,NA,NA,NA,1,1993,0,0.086,0.568,6.874,0.083,-16.408,0.1027059,4899,0.067,0,6.871,1.703,0.0181924,NA,NA,NA,NA
"3874",NA,NA,NA,NA,1,1994,0,0.1,0.99,14.6,3.484,-16.505,0.0499315,4899,0.079,0,13.882,8.018,0.0002881,NA,NA,NA,NA
"3875",NA,NA,NA,NA,1,1995,0,0.145,0.725,17.082,8.622,-23.08,0.0361199,4899,0.108,0,14.661,6.712,0,NA,NA,NA,NA
"3876",NA,NA,NA,NA,1,1996,0,0.134,0.778,18.752,1.121,-33.855,0.0218643,4899,0.095,0,19.523,8.451,0,NA,NA,NA,NA
"3877",NA,NA,NA,NA,1,1992,0,0.165,NA,26.585,2.43,-0.825,0.0590182,3443,0.392,0.156,32.506,1.451,0.0721405,NA,NA,NA,NA
"3878",NA,NA,NA,NA,1,1993,0,0.174,NA,26.127,0.386,-0.065,0.0375474,3443,0.364,0.217,33.878,1.986,0.0562017,NA,NA,NA,NA
"3879",NA,NA,NA,NA,1,1994,0,0.205,NA,39.526,1.33,-0.298,0.0994029,3443,0.651,0.334,64.906,1.324,0.0992358,NA,NA,NA,NA
"3880",NA,NA,NA,NA,1,1995,0,0.464,NA,72.359,2.216,2.368,0.0462555,3443,0.745,0.439,66.551,0,0.0429445,NA,NA,NA,NA
"3881",NA,NA,NA,NA,1,1996,0,1,NA,136.388,6.331,-0.086,0.0440801,3443,NA,0.381,88.364,0.515,0.0389638,NA,NA,NA,NA
"3882",NA,NA,NA,NA,1,1996,0,5.8,NA,786.098,15.997,31.116,0.0043493,7011,0.018,0,88.533,31.476,0.0048118,NA,NA,NA,NA
"3883",158,3428,5.879023,0.3885886,1,1992,0,23.4,202.3,1476.5,277.4,130.3,0.0071791,3674,0.185,8.322,50.27,22.628,0.0146608,8,325,0.4305713,0.2943129
"3884",157,3396,5.778049,0.4510559,1,1993,0,22.3,257.8,1747.7,398.1,264,0.008926,3674,0.229,15.731,114.728,35.999,0.0090126,14,395,0.3096761,0.2543989
"3885",216,4291,5.890776,0.4285619,1,1994,0,22.4,283.1,2235.7,420.3,264.2,0.010556,3674,0.309,24.755,196.134,43.064,0.0231678,15,188,0.4350189,0.3009548
"3886",262,5993,5.918653,0.4559261,1,1995,0,20.3,361.3,2658,442.4,185.4,0.0080888,3674,0.389,29.115,268.785,44.334,0.0746098,20,403,0.2867824,0.2231301
"3887",167,3168,5.883342,0.4039305,1,1996,0,12.4,444.7,2914.1,832.1,27.5,0.0042209,3674,0.391,32.371,299.342,65.712,0.0102725,16,233,0.1427753,0.0880952
"3888",NA,NA,NA,NA,1,1995,0,1.498,NA,39.357,2.948,-1.746,0.0041416,8300,0.35,0,43.564,17.396,0.1607749,NA,NA,NA,NA
"3889",NA,NA,NA,NA,1,1996,0,2.103,NA,126.536,25.796,-7.811,0.0719479,8300,0.869,0,77.818,13.659,0.0027757,NA,NA,NA,NA
"3890",NA,NA,NA,NA,1,1992,0,1.171,NA,19.966,5.909,2.014,0,2451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3891",NA,NA,NA,NA,1,1993,0,1.487,NA,31.182,10.325,3.333,0,2451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3892",NA,NA,NA,NA,1,1994,0,2.259,NA,63.763,16.035,5.079,0.0059439,2451,0.673,NA,23.096,5.331,0.1154745,NA,NA,NA,NA
"3893",NA,NA,NA,NA,1,1995,0,2.553,NA,82.626,21.005,9.02,0.0080604,2451,NA,NA,50.068,2.055,0.091875,NA,NA,NA,NA
"3894",NA,NA,NA,NA,1,1996,0,3.155,NA,115.574,24.529,15.366,0.0082285,2451,2.251,NA,79.355,5.07,0.1145864,NA,NA,NA,NA
"3895",4,38,5.607438,0.5660969,1,1992,0,3.642,6.604,290.407,2.879,-20.409,0.0245173,3452,0.084,0.081,6.359,1.641,0.0374273,NA,NA,NA,NA
"3896",2,12,5.943148,0.1428571,1,1993,0,3.679,5.05,285.979,6.852,-30.995,0.0256627,3452,0.176,0.11,10.065,1.042,0.0240437,NA,NA,NA,NA
"3897",3,18,5.987569,0.502035,1,1994,0,3.573,4.727,289.246,9.472,3.2,0.0285155,3452,0.125,0.05,10.527,0.4,0.0292581,NA,NA,NA,NA
"3898",1,2,6.044885,0.25,1,1995,0,4.135,5.247,322.087,8.093,14.875,0.0204231,3452,0.117,0.006,12.805,0.746,0.0873096,NA,NA,NA,NA
"3899",NA,NA,NA,NA,1,1996,0,4.315,5.649,428,33.31,22.3,0.0384439,3452,0.075,0.001,9.745,0.846,0.1579271,NA,NA,NA,NA
"3900",2,12,6.024741,0.1,1,1997,0,4.966,5.29,472.048,18.659,32.5,0.0322234,3452,0.075,0.004,8.819,0.84,0.0837964,NA,NA,NA,NA
"3901",NA,NA,NA,NA,1,1992,0,1.2,NA,589.26,62.411,107.322,0,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3902",NA,NA,NA,NA,1,1993,0,1.1,NA,254.583,4.475,7.17,0,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3903",NA,NA,NA,NA,1,1994,0,1,NA,224.026,13.641,12.269,0,1531,NA,NA,55.886,0.617,0,NA,NA,NA,NA
"3904",NA,NA,NA,NA,1,1995,0,0.85,NA,215.518,2.095,8.029,0.1169276,1531,1.02,NA,107.092,8.499,0,NA,NA,NA,NA
"3905",NA,NA,NA,NA,1,1996,0,1.2,NA,253.799,7.008,14.863,0,1531,0.935,NA,138.48,6.308,0,NA,NA,NA,NA
"3906",NA,NA,NA,NA,1,1992,0,1.8,NA,42.818,0.833,-34.619,0.0035032,8742,45.14,NA,28.593,7.014,0.0349736,NA,NA,NA,NA
"3907",NA,NA,NA,NA,1,1993,0,1.1,NA,40.174,0.54,20.385,0.5498581,8742,0.16,NA,30.235,7.155,0,NA,NA,NA,NA
"3908",NA,NA,NA,NA,1,1994,0,0.6,NA,18.704,0.783,-9.537,0.0400984,8742,0.215,NA,41.496,7.299,0.0843455,NA,NA,NA,NA
"3909",NA,NA,NA,NA,1,1995,0,0.022,NA,8.536,0.649,-14.886,0.0585754,8742,0.2,NA,50.596,6.445,0.0148233,NA,NA,NA,NA
"3910",NA,NA,NA,NA,1,1996,0,0.2,NA,43.366,3.608,1.352,0.0887792,8742,0.2,NA,54.969,5.283,0.0181921,NA,NA,NA,NA
"3911",NA,NA,NA,NA,0,1994,0,0.33,NA,44.017,0.503,7.137,0.4257446,2330,0.655,NA,30.659,1.436,0.3425748,NA,NA,NA,NA
"3912",NA,NA,NA,NA,1,1992,0,1.352,0.868,266.592,1.984,40.009,0.0011141,2621,1.323,NA,247.702,0.841,0.0329791,NA,NA,NA,NA
"3913",NA,NA,NA,NA,1,1993,0,1.721,0.957,329.583,2.624,22.621,0.0015292,2621,1.298,NA,252.061,1.521,0,NA,NA,NA,NA
"3914",NA,NA,NA,NA,1,1994,0,1.695,1.158,361.389,3.214,43.052,0.0012784,2621,1.295,NA,265.083,1.555,0,NA,NA,NA,NA
"3915",NA,NA,NA,NA,1,1995,0,1.722,1.219,434.686,2.347,31.251,0.0147808,2621,1.284,NA,272.945,2.416,0,NA,NA,NA,NA
"3916",NA,NA,NA,NA,1,1996,0,1.771,1.381,467.028,2.372,41.229,0.0135752,2621,1.303,NA,285.029,3.15,0,1,81,0.5843455,0.6783625
"3917",NA,NA,NA,NA,1,1992,0,4.24,3.579,398.202,9.405,-3.386,0.1529123,2060,2.137,NA,635.755,7.979,0.0490802,NA,NA,NA,NA
"3918",NA,NA,NA,NA,1,1993,0,3.6,2.679,393.66,0.555,-7.965,0.1969263,2060,2.244,NA,567.852,7.481,0.0505783,NA,NA,NA,NA
