"","acq_firmyr_patent_count","acq_firmyr_fcitations10_total","acq_firmyr_complexity_mean","acq_firmyr_originality_mean","success","fyear","after","acq_emp","acq_xrd","acq_at","acq_ch","acq_ni","acq_leverage1","acq_sic","tar_emp","tar_xrd","tar_at","tar_ch","tar_leverage1","tar_firmyr_patent_count","tar_firmyr_fcitations10_total","tar_firmyr_generality_mean","tar_firmyr_originality_mean"
"974",NA,NA,NA,NA,1,1985,0,0.103,1.73,11.492,NA,2.371,0,7372,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975",NA,NA,NA,NA,1,1986,0,0.184,2.4,43.82,NA,5.014,0,7372,0.175,4.028,20.63,1.032,0.0955889,NA,NA,NA,NA
"976",NA,NA,NA,NA,1,1987,0,0.266,NA,54.846,15.725,8.12,0,7372,0.237,3.441,40.21,0.947,0.0590152,NA,NA,NA,NA
"977",NA,NA,NA,NA,1,1988,0,0.328,NA,67.861,4.296,11.06,0,7372,0.289,3.184,50.672,1.027,0.0237804,NA,NA,NA,NA
"978",NA,NA,NA,NA,1,1983,0,25.6,NA,1525.805,2.19,115.43,0.0134132,4513,10.31,NA,1113.766,NA,0.0439922,NA,NA,NA,NA
"979",NA,NA,NA,NA,1,1984,0,32,NA,1899.506,0.889,76.077,0.0227401,4513,6.3,NA,1026.728,134.63,0.1860425,NA,NA,NA,NA
"980",NA,NA,NA,NA,1,1985,0,33.988,NA,2276.362,7.536,131.839,0.0313856,4513,6.8,NA,956.118,50.115,0.0611452,NA,NA,NA,NA
"981",NA,NA,NA,NA,1,1986,0,47.6,NA,2499.511,6.685,-65.571,0.0235566,4513,6.2,NA,883.457,36.396,0.0669529,NA,NA,NA,NA
"982",NA,NA,NA,NA,1,1987,0,58.5,NA,3008.549,19.745,187.716,0.0229805,4513,6.6,NA,995.812,54.38,0.0704962,NA,NA,NA,NA
"983",NA,NA,NA,NA,1,1988,0,78.5,NA,5293.422,157.308,184.551,0.0130821,4513,6.9,NA,1011.894,71.7,0.0429699,NA,NA,NA,NA
"984",NA,NA,NA,NA,1,1983,0,7.89,NA,1052.912,5.259,114.704,0.0133696,4833,0.083,NA,2.777,NA,0.0511343,NA,NA,NA,NA
"985",NA,NA,NA,NA,1,1984,0,8.64,NA,1208.172,7.737,142.778,0.0065305,4833,0.085,NA,4.497,NA,0.055815,NA,NA,NA,NA
"986",NA,NA,NA,NA,1,1985,0,8.89,NA,1884.931,8.031,142.222,0.0032277,4833,0.091,NA,6.618,NA,0.0388335,NA,NA,NA,NA
"987",NA,NA,NA,NA,1,1986,0,19.96,NA,5191.416,8.843,447.689,0,4833,0.107,NA,10.776,NA,0.0202301,NA,NA,NA,NA
"988",NA,NA,NA,NA,1,1987,0,20.12,NA,5378.372,9.946,279.078,0,4833,0.107,NA,11.29,NA,0.0204606,NA,NA,NA,NA
"989",2,24,5.727737,0.728022,1,1988,0,19.72,NA,6088.871,1133.994,387.076,0,4833,0.113,NA,15.142,NA,0.0007265,NA,NA,NA,NA
"990",45,723,5.168553,0.5886749,1,1980,0,84.4,118.2,2435.801,NA,195,0.0894162,3790,18.024,47.906,583.026,11.244,0.0641669,3,20,0.7318181,0.75
"991",45,522,5.085488,0.4119048,1,1981,0,81,135.9,2326.801,NA,124.1,0.0575898,3790,15.5,50.1,657.641,12.506,0.0099933,2,21,0.8375,0.6999999
"992",37,422,5.074808,0.6343692,1,1982,0,85.1,139.2,2639.501,NA,132.8,0.0220496,3790,11.542,52.3,611.859,1.889,0.0302145,7,56,0.6183237,0.9
"993",30,317,5.265102,0.6123881,1,1983,0,92.6,156,2836.201,NA,286.6,0.0023623,3790,8.1,45.2,698.787,NA,0.0061392,2,12,0.6,0.5
"994",34,511,5.023767,0.6008106,1,1984,0,99,202.9,3034.8,NA,381.7,0.0019771,3790,8.6,57.5,674.244,NA,0.0047609,1,1,NA,NA
"995",33,304,5.440418,0.639183,1,1985,0,103.3,228,4448.098,NA,383.3,0.0927363,3790,7.985,41,651.069,NA,0.0087103,4,46,0.4683123,0.2222222
"996",NA,NA,NA,NA,1,1984,0,0.063,0.222,4.132,NA,0.085,0.0246854,2835,0.018,0.154,2.222,0.626,0.0063006,NA,NA,NA,NA
"997",1,20,7.197484,0.8,1,1985,0,0.08,0.489,3.689,0,-0.371,0,2835,0.019,0.351,2.074,0.107,0.19865,NA,NA,NA,NA
"998",NA,NA,NA,NA,1,1986,0,0.11,0.503,3.194,0.119,-0.709,0,2835,0.031,0.472,8.496,0.68,0.0617938,NA,NA,NA,NA
"999",1,43,7.094993,0.3333333,1,1987,0,0.145,0.516,3.688,0.009,-0.111,0.0281996,2835,0.031,0.223,11.538,0.231,0.1601664,NA,NA,NA,NA
"1000",NA,NA,NA,NA,1,1988,0,0.162,0.648,6.26,1.846,-0.07,0.0127796,2835,0.029,0.211,12.37,0.022,0.2707357,NA,NA,NA,NA
"1001",NA,NA,NA,NA,1,1984,0,58,NA,8033.375,27.832,441.301,0.0544071,1000,0.844,NA,538.784,3.665,0.0539957,NA,NA,NA,NA
"1002",NA,NA,NA,NA,1,1985,0,61,NA,11829.2,66.07,724.031,0.1154678,1000,0.861,NA,544.466,NA,0.1292422,NA,NA,NA,NA
"1003",NA,NA,NA,NA,1,1986,0,61,43,12478,46,613,0.0550569,1000,0.875,NA,478.464,NA,0.0235169,NA,NA,NA,NA
"1004",NA,NA,NA,NA,1,1987,0,51,47,15325,152,790,0.1609135,1000,0.902,NA,537.691,NA,0.0245122,NA,NA,NA,NA
"1005",NA,NA,NA,NA,1,1988,0,49,53,15040,151,848,0.0327128,1000,0.953,NA,511.634,NA,0.0246055,NA,NA,NA,NA
"1006",6,80,5.539833,0.8888889,1,1984,0,90.9,NA,2821.757,135.725,188.441,0.0475473,2000,2.526,NA,57.122,NA,0.021848,NA,NA,NA,NA
"1007",4,35,4.466542,0.3916667,1,1985,0,92.8,NA,3215.794,100.554,206.312,0.0576228,2000,2.666,NA,58.631,NA,0.0167829,NA,NA,NA,NA
"1008",11,145,5.849774,0.6777778,1,1986,0,87,NA,3503.106,NA,223.455,0.0317184,2000,3.179,NA,81.716,NA,0.0523276,NA,NA,NA,NA
"1009",8,139,5.835953,0.4009103,1,1987,0,92.4,NA,4191.675,NA,267.059,0.0709664,2000,3.778,NA,105.21,NA,0.0100941,NA,NA,NA,NA
"1010",6,98,5.795857,0.6361905,1,1988,0,85.7,NA,5012.07,178.552,325.075,0.0238295,2000,4.29,NA,133.371,NA,0.0243456,NA,NA,NA,NA
"1011",NA,NA,NA,NA,1,1987,0,0.5,NA,219.471,0.232,NA,0.0209003,7310,14.281,NA,69.721,0.083,0.0109006,NA,NA,NA,NA
"1012",NA,NA,NA,NA,1,1988,0,0.6,NA,245.122,0.894,-15.254,8.16e-05,7310,13.545,NA,87.646,2.909,0.0174338,NA,NA,NA,NA
"1013",NA,NA,NA,NA,1,1984,0,6.1,NA,5369.102,NA,166.488,0.0761405,4922,14.7,23.651,5757.328,35.896,0.1785486,11,94,0.5694275,0.5372024
"1014",NA,NA,NA,NA,1,1985,0,5.7,NA,5025.523,NA,124.986,0.0304734,4922,12.3,21.368,5202.292,35.204,0.1096215,11,69,0.6807864,0.3705128
"1015",NA,NA,NA,NA,1,1986,0,4.25,NA,3024.499,NA,-542.095,0.1112971,4922,8.8,NA,5249.14,26.681,0.113382,3,14,0.5,0.5833334
"1016",NA,NA,NA,NA,1,1987,0,3.8,NA,3044.573,NA,108.247,0.1205759,4922,9.8,NA,5073.399,25.054,0.0478989,NA,NA,NA,NA
"1017",NA,NA,NA,NA,1,1988,0,3.17,NA,2972.615,40.085,-157.099,0.0217785,4922,9.3,NA,5444.2,32.6,0.0071636,NA,NA,NA,NA
"1018",NA,NA,NA,NA,1,1989,0,6.1,NA,6265.6,237,29.2,0.0458855,4922,2.9,NA,4351.5,NA,0.036723,NA,NA,NA,NA
"1019",NA,NA,NA,NA,1,1990,1,6,NA,6454.3,48.1,-218.2,0.0399734,4922,2.5,NA,4878.8,NA,0.0183857,NA,NA,NA,NA
"1020",NA,NA,NA,NA,0,1985,0,NA,0.196,3.457,NA,-1.568,1.341047,3089,0.5,NA,21.656,0.224,0.1374215,NA,NA,NA,NA
"1021",NA,NA,NA,NA,0,1986,0,0.014,0.189,7.658,NA,-3.305,0.0839645,3089,0.5,NA,25.665,0.371,0.316618,NA,NA,NA,NA
"1022",NA,NA,NA,NA,0,1987,0,0.145,0.196,8.712,NA,-2.103,0.2101699,3089,0.38,NA,21.472,0,0.1750652,NA,NA,NA,NA
"1023",NA,NA,NA,NA,0,1988,0,NA,NA,7.099,0.844,-2.931,0.2927173,3089,0.325,NA,22.574,0,0.2754053,NA,NA,NA,NA
"1024",NA,NA,NA,NA,0,1989,0,0.411,NA,26.565,1.294,-1.852,0.5514022,3089,0.325,NA,21.931,0,0.2827505,1,30,0.9230769,0.8095238
"1025",NA,NA,NA,NA,0,1990,1,0.363,NA,55.038,1.549,-2.361,0.3935826,3089,0.325,NA,25.664,0,0.2750545,NA,NA,NA,NA
"1026",NA,NA,NA,NA,0,1991,1,0.355,0.967,34.165,0.598,-9.101,0.25892,3089,0.325,NA,23.615,0,0.3288164,NA,NA,NA,NA
"1027",NA,NA,NA,NA,0,1992,1,0.359,1.639,34.952,0.366,0.691,0.1334402,3089,0.325,NA,21.916,0,0.2535134,NA,NA,NA,NA
"1028",1,4,6.261837,0.6999999,0,1993,1,0.155,1.364,30.023,0.32,0.148,0.0291443,3089,0.325,NA,24.245,0,0.2122499,1,5,0.6666666,0.3454546
"1029",1,21,6.194065,0.5999999,0,1994,1,0.172,1.067,31.021,0.309,1.111,0.1017698,3089,0.35,NA,28.398,0,0.2512501,NA,NA,NA,NA
"1030",NA,NA,NA,NA,0,1984,0,NA,NA,NA,NA,NA,NA,4522,0.925,NA,30.32,NA,0.1519129,NA,NA,NA,NA
"1031",NA,NA,NA,NA,0,1985,0,0.005,NA,0.948,NA,-0.755,0.0084388,4522,1,NA,28.203,NA,0.0985356,NA,NA,NA,NA
"1032",NA,NA,NA,NA,0,1986,0,NA,NA,3.545,NA,-0.455,0.1695345,4522,1,NA,26.389,NA,0.0537345,NA,NA,NA,NA
"1033",NA,NA,NA,NA,0,1987,0,0.09,NA,3.689,0.164,-0.347,0.2293304,4522,0.95,NA,24.641,0.523,0.0869283,NA,NA,NA,NA
"1034",12,759,6.33276,0.7107142,0,1986,0,0.077,5.096,25.426,0.47,-3.937,0.0017305,2836,NA,4.082,9.343,0.011,0.0178743,NA,NA,NA,NA
"1035",10,530,6.055183,0.5830303,0,1987,0,0.098,8.028,26.732,NA,-6.255,0.0035538,2836,0.083,5.29,26.18,NA,0.0071429,NA,NA,NA,NA
"1036",10,267,6.112323,0.4724457,0,1988,0,0.086,8.744,22.728,0.183,-6.354,0.0041799,2836,0.084,6.295,23.883,18.54,0.0238245,NA,NA,NA,NA
"1037",19,1004,6.281941,0.6095169,0,1989,0,0.071,8.027,14.929,0.285,-7.62,0.0068993,2836,0.063,6.725,15.348,5.711,0.0373339,NA,NA,NA,NA
"1038",6,162,6.760935,0.447578,0,1990,1,0.069,8.608,11.007,0.522,-5.005,0.0097211,2836,0.048,7.484,10.51,4.802,0.0481446,NA,NA,NA,NA
"1039",8,323,5.992398,0.6974053,0,1991,1,0.08,9.329,50.803,1.705,-4.086,0.0003543,2836,0.072,7.284,41.046,11.969,0.0092092,NA,NA,NA,NA
"1040",6,133,6.388817,0.5838317,0,1992,1,0.121,15,92.756,3.059,-9.675,0.0032666,2836,0.114,15.769,60.523,8.111,0.0020653,1,3,NA,0.4727273
"1041",12,190,6.223003,0.6911843,0,1993,1,0.188,25.072,139.632,4.67,-22.477,0.0125115,2836,0.143,21.128,45.179,3.073,0.0003984,2,58,0.7453769,0.6333333
"1042",9,112,6.198277,0.4601473,0,1994,1,0.217,31.713,93.196,2.369,-33.653,0.0190888,2836,0.154,25.378,18.198,5.448,0,1,48,0.2156863,NA
"1043",NA,NA,NA,NA,0,1984,0,13.4,8.401,361.402,7.4,13.003,0.1689227,7363,1.531,10.921,130.915,2.636,0.0741015,NA,NA,NA,NA
"1044",NA,NA,NA,NA,0,1985,0,13.8,9.497,308.649,7.389,-5.974,0.0661463,7363,1.367,8.717,117.513,NA,0.0420464,NA,NA,NA,NA
"1045",NA,NA,NA,NA,0,1986,0,14.7,6.884,293.471,15.352,-4.025,0.0431968,7363,1.269,8.097,113.591,1.474,0.0407691,NA,NA,NA,NA
"1046",NA,NA,NA,NA,0,1987,0,17.5,5.93,261.057,14.67,2.689,0.075179,7363,1.365,7.308,156.124,20.043,0.0040481,NA,NA,NA,NA
"1047",NA,NA,NA,NA,0,1988,0,16.2,4.772,274.684,17.445,4.505,0.0795933,7363,1.378,8.506,182.281,17.111,0.0044272,NA,NA,NA,NA
"1048",NA,NA,NA,NA,0,1989,0,17.2,7.028,255.615,14.401,4.402,0.0214854,7363,1.373,10.22,148.383,8.52,0.0091116,NA,NA,NA,NA
"1049",NA,NA,NA,NA,0,1990,1,15.1,7.908,231.824,11.235,-1.703,0.0367046,7363,1.407,10.148,132.848,10.659,0.0087694,NA,NA,NA,NA
"1050",NA,NA,NA,NA,0,1991,1,15.2,5.774,214.59,20.309,0.924,0.0148469,7363,1.356,10.174,126.632,7.402,0.0116005,NA,NA,NA,NA
"1051",NA,NA,NA,NA,0,1992,1,16.5,5.694,226.502,28.557,1.091,0.0360129,7363,1.409,10.074,126.594,5.482,0.0255067,NA,NA,NA,NA
"1052",NA,NA,NA,NA,0,1993,1,19.8,5.83,235.892,41.08,-2.715,0.1110975,7363,1.391,11.019,134.067,8.25,0.0221606,NA,NA,NA,NA
"1053",NA,NA,NA,NA,0,1994,1,23,6.262,226.904,17.049,11.773,0.0305195,7363,1.449,10.313,136.363,7.963,0.0496689,NA,NA,NA,NA
"1054",NA,NA,NA,NA,1,1980,0,2.32,NA,1701.441,NA,67.178,0.0540836,4911,4.996,NA,3094.461,NA,0.0572264,NA,NA,NA,NA
"1055",NA,NA,NA,NA,1,1981,0,2.328,NA,1868.369,NA,93.944,0.0356396,4911,5.098,NA,3406.073,6.946,0.0337949,NA,NA,NA,NA
"1056",NA,NA,NA,NA,1,1982,0,2.411,NA,2121.867,NA,105.534,0.0262429,4911,5.313,NA,3843.293,5.216,0.0227006,NA,NA,NA,NA
"1057",NA,NA,NA,NA,1,1983,0,2.439,NA,2401.778,NA,128.344,0.0120777,4911,5.351,NA,4267.422,7.027,0.0174602,NA,NA,NA,NA
"1058",NA,NA,NA,NA,1,1984,0,2.414,NA,2865.405,NA,153.526,0.0342161,4911,5.507,NA,4926.438,6.579,0.0127477,NA,NA,NA,NA
"1059",NA,NA,NA,NA,1,1985,0,2.51,NA,3365.293,NA,173.513,0.0203281,4911,6.182,NA,5650.555,4.913,0.0112867,NA,NA,NA,NA
"1060",NA,NA,NA,NA,1,1986,1,2.7,NA,3769.528,NA,176.917,0.0148764,4911,6.497,NA,6209.688,NA,0.012899,NA,NA,NA,NA
"1061",NA,NA,NA,NA,1,1987,1,2.759,NA,4210.406,NA,165.171,0.0317209,4911,5.805,NA,7089.023,NA,0.014589,NA,NA,NA,NA
"1062",NA,NA,NA,NA,1,1988,1,2.836,NA,4134.672,254.888,-115.452,0.0153013,4911,5.397,NA,7456.195,75.637,0.0343213,NA,NA,NA,NA
"1063",NA,NA,NA,NA,1,1989,1,2.808,NA,4138.844,73.692,92.678,0.037978,4911,5.25,NA,7670.402,28.33,0.0197992,NA,NA,NA,NA
"1064",NA,NA,NA,NA,1,1990,1,2.702,NA,4001.518,22.107,81.424,0.0468757,4911,5.013,NA,7945.156,31.048,0.0281262,NA,NA,NA,NA
"1065",NA,NA,NA,NA,1,1982,0,NA,NA,3.084,NA,-2.519,0.0243191,7510,0.21,NA,17.09,1.23,0.1229374,NA,NA,NA,NA
"1066",NA,NA,NA,NA,1,1983,0,0.17,0.07,16.835,NA,0.031,0,7510,0.22,NA,22.299,NA,0.0323333,NA,NA,NA,NA
"1067",NA,NA,NA,NA,1,1984,0,0.4,0.09,27.093,NA,3.14,0.0004798,7510,0.2,NA,24.645,NA,0.0203287,NA,NA,NA,NA
"1068",NA,NA,NA,NA,0,1980,0,0.611,NA,118.363,5.352,6.64,0.0354841,4923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069",NA,NA,NA,NA,0,1981,0,0.693,NA,173.499,4.21,12.596,0.0263114,4923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070",NA,NA,NA,NA,0,1982,0,0.669,NA,191.248,2.306,5.343,0.0226198,4923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071",NA,NA,NA,NA,0,1983,0,0.652,NA,190.015,2.624,1.516,0.0062048,4923,0.215,NA,44.219,0.586,0.024944,NA,NA,NA,NA
"1072",NA,NA,NA,NA,0,1984,0,0.625,NA,218.41,0.056,7.181,0.0258184,4923,0.217,NA,44.603,0.429,0.0825729,NA,NA,NA,NA
"1073",NA,NA,NA,NA,0,1985,0,0.644,NA,215.323,1.315,5,0.0465905,4923,0.221,NA,46.944,0.287,0.0228144,NA,NA,NA,NA
"1074",237,906,5.957122,0.623082,1,1980,0,61.836,204.4,5796.383,44.8,148.8,0.0411981,2834,18.2,71.258,1129.998,4.577,0.2316969,16,135,0.6131543,0.3708333
"1075",80,750,6.061337,0.5346085,1,1981,0,57.391,220.6,6069.184,81.8,445.1,0.0287848,2834,16.3,82.4,1094.3,6.9,0.0904688,25,141,0.5693843,0.3246753
"1076",105,684,6.440759,0.54474,1,1982,0,52.199,256,6077,51,352,0.0215567,2834,15.2,95.6,1269.7,17.1,0.1162479,9,100,0.6163679,0.5555555
"1077",64,357,6.053336,0.5203136,1,1983,0,50.889,290,6427,NA,402,0.0393652,2834,10,104.2,1342.8,11.9,0.0987489,18,234,0.6937042,0.6121212
"1078",73,501,5.977551,0.4215167,1,1984,0,50.754,370,6373,NA,439,0.0434646,2834,10.2,119.8,1640.8,16.2,0.1402974,37,256,0.5549527,0.7203296
"1079",NA,NA,NA,NA,1,1984,0,0.104,NA,19.273,0.352,1.236,0.0382919,4931,0.146,NA,95.125,1.337,0.1832326,NA,NA,NA,NA
"1080",NA,NA,NA,NA,1,1985,0,0.181,NA,41.988,0.377,2.36,0.0477756,4931,0.127,NA,97.764,0.981,0.1228469,NA,NA,NA,NA
"1081",NA,NA,NA,NA,1,1986,0,0.175,NA,44.59,0.525,2.413,0.0393362,4931,0.127,NA,91.745,1.016,0.096136,NA,NA,NA,NA
"1082",NA,NA,NA,NA,1,1987,0,0.202,NA,51.175,0.169,2.475,0.0270445,4931,0.127,NA,96.252,0.471,0.0464302,NA,NA,NA,NA
"1083",NA,NA,NA,NA,1,1988,0,0.2,NA,60.65,0.433,2.715,0.0947733,4931,0.127,NA,98.032,1.655,0.0395075,NA,NA,NA,NA
"1084",NA,NA,NA,NA,1,1989,0,0.197,NA,63.896,0.666,2.596,0.0605985,4931,0.126,NA,104.083,0.824,0.0511611,NA,NA,NA,NA
"1085",NA,NA,NA,NA,1,1990,1,0.204,NA,66.019,1.391,2.181,0.1248883,4931,0.131,NA,105.536,1.072,0.0606902,NA,NA,NA,NA
"1086",NA,NA,NA,NA,1,1991,1,0.208,NA,68.026,0.974,1.898,0.0347955,4931,0.131,NA,103.036,0.806,0.2021138,NA,NA,NA,NA
"1087",NA,NA,NA,NA,1,1992,1,0.327,NA,172.348,2.22,6.571,0.1098881,4931,0.116,NA,104.255,0.715,0.1584193,NA,NA,NA,NA
"1088",NA,NA,NA,NA,0,1984,0,2.437,NA,1030.326,0.861,58.332,0.0301846,4931,0.703,NA,366.296,1.771,0,NA,NA,NA,NA
"1089",NA,NA,NA,NA,0,1985,0,2.489,NA,1096.04,1.424,60.728,0.0183387,4931,0.718,NA,376.834,1.417,0.0053074,NA,NA,NA,NA
"1090",NA,NA,NA,NA,0,1986,0,2.554,NA,1118.879,0.79,60.484,0.0167364,4931,0.746,NA,397.088,2.539,0,NA,NA,NA,NA
"1091",NA,NA,NA,NA,0,1987,0,2.576,NA,1135.265,0.828,58.779,0.0456281,4931,0.778,NA,412.691,1.131,0.0424119,NA,NA,NA,NA
"1092",NA,NA,NA,NA,0,1988,0,2.956,NA,1026.203,3.971,61.745,0.0370473,4931,0.799,NA,440.099,0.866,0.0494207,NA,NA,NA,NA
"1093",NA,NA,NA,NA,0,1989,0,3.043,NA,1047.414,5.092,55.293,0.0492203,4931,0.81,NA,461.329,1.429,0.0606942,NA,NA,NA,NA
"1094",NA,NA,NA,NA,0,1990,1,3.037,NA,1251.684,24.874,63.349,0.0332344,4931,0.791,NA,450.334,1.562,0.0135721,NA,NA,NA,NA
"1095",NA,NA,NA,NA,0,1991,1,3.098,NA,1376.298,6.604,68.745,0.0832785,4931,0.758,NA,455.065,1.747,0.0342808,NA,NA,NA,NA
"1096",NA,NA,NA,NA,0,1992,1,3.241,NA,1556.945,4.28,60.832,0.0823118,4931,0.734,NA,460.046,2.03,0.0369528,NA,NA,NA,NA
"1097",NA,NA,NA,NA,0,1993,1,4.064,NA,1761.899,19.468,66.451,0.0849419,4931,0.722,NA,465.364,1.391,0.0504981,NA,NA,NA,NA
"1098",NA,NA,NA,NA,0,1994,1,2.391,NA,1805.901,7.273,68.56,0.0688343,4931,0.683,NA,487.759,NA,0.0595171,NA,NA,NA,NA
"1099",2,6,5.82805,0.9333333,1,1984,0,22,14.7,387.323,0.026,53.539,0.2100779,3826,0.125,NA,1.52,0.012,0.3210526,NA,NA,NA,NA
"1100",1,23,5.186477,0,1,1985,0,23,16.8,429.811,0.574,55.708,0.144866,3826,0.146,NA,1.655,0.038,0.2664652,NA,NA,NA,NA
"1101",2,5,5.897477,0.5333333,1,1986,0,23,16.4,445.173,1.615,44.897,0.0886914,3826,0.168,0,1.624,0.035,0.3146552,NA,NA,NA,NA
"1102",6,89,6.038831,0.3396825,1,1987,0,22.5,17.8,515.458,32.04,55.453,0.114892,3826,0.204,0,2.463,0.03,0.2833942,NA,NA,NA,NA
"1103",9,102,5.681601,0.6059523,1,1988,0,25,20.2,539.263,41.949,68.657,0.0633865,3826,0.215,0,2.458,0.046,0.004882,NA,NA,NA,NA
"1104",NA,NA,NA,NA,1,1980,0,NA,NA,NA,NA,NA,NA,7812,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105",NA,NA,NA,NA,1,1981,0,1.7,NA,186.052,3.183,6.958,0.0183551,7812,1.7,NA,186.052,3.183,0.0183551,NA,NA,NA,NA
"1106",NA,NA,NA,NA,1,1982,0,1.7,NA,193.097,1.475,1.124,0.0034076,7812,1.7,NA,193.097,1.475,0.0034076,NA,NA,NA,NA
"1107",NA,NA,NA,NA,1,1983,0,2.6,NA,307.473,9.654,8.756,0.0251827,7812,2.6,NA,307.473,9.654,0.0251827,NA,NA,NA,NA
"1108",NA,NA,NA,NA,1,1984,0,4.3,NA,314.692,9.97,11.664,0.0307412,7812,4.3,NA,314.692,9.97,0.0307412,NA,NA,NA,NA
"1109",NA,NA,NA,NA,1,1985,0,2.95,NA,462.539,7.087,28.416,0.0283025,7812,2.95,NA,462.539,7.087,0.0283025,NA,NA,NA,NA
"1110",32,608,6.239608,0.5595835,1,1985,0,34.742,240.584,3468.373,NA,465.335,0.0354227,2834,0.029,1.103,2.713,2.057,0,NA,NA,NA,NA
"1111",43,932,6.027791,0.6261697,1,1986,0,35.754,284.89,3865.609,NA,540.46,0.1530664,2834,0.035,0.249,1.723,0.664,0,1,23,0.4502924,0.6666666
"1112",47,1172,6.109998,0.5137957,1,1987,0,37.828,361.34,4385.737,NA,632.559,0.1382691,2834,0.053,0.166,1.619,0.385,0,NA,NA,NA,NA
"1113",59,1490,6.515632,0.5018839,1,1988,0,38.751,454.64,4825.113,390.892,752.027,0.1022335,2834,0.062,0.234,2.876,0.179,0.0347705,NA,NA,NA,NA
"1114",NA,NA,NA,NA,0,1984,0,1.794,NA,276.93,21.354,10.062,0.0475283,4833,0.085,NA,7.281,0.089,0.0982008,NA,NA,NA,NA
"1115",NA,NA,NA,NA,0,1985,0,2.062,NA,356.558,20.947,1.157,0.067285,4833,0.115,NA,6.261,0.597,0.006229,NA,NA,NA,NA
"1116",NA,NA,NA,NA,0,1986,0,2.511,NA,1903.983,15.637,-187.314,0.0023719,4833,0.19,NA,8.916,0.404,0.0040377,NA,NA,NA,NA
"1117",NA,NA,NA,NA,0,1987,0,2.774,NA,1838.351,7.607,-131.208,0.00678,4833,0.429,NA,17.929,0.359,0.0011155,NA,NA,NA,NA
"1118",NA,NA,NA,NA,0,1988,0,3.187,NA,1859.031,52.984,-94.541,0.0365088,4833,0.432,NA,42.509,1.689,0.0658449,NA,NA,NA,NA
"1119",NA,NA,NA,NA,0,1989,0,3.466,NA,2114.763,142.155,-70.647,0.046748,4833,0.313,1.055,57.608,2.724,0.0042702,NA,NA,NA,NA
"1120",NA,NA,NA,NA,0,1990,1,3.802,NA,2152.617,43.733,4.622,0.0253352,4833,0.345,10.17,92.958,12.645,1.032036,NA,NA,NA,NA
"1121",NA,NA,NA,NA,0,1991,1,4.37,NA,2397.227,78.556,85.936,0.0280708,4833,NA,16.006,126.694,94.994,0,NA,NA,NA,NA
"1122",NA,NA,NA,NA,0,1992,1,5.239,NA,2523.573,126.256,77.622,0.030496,4833,0.243,NA,53.609,5.072,0.0016415,NA,NA,NA,NA
"1123",NA,NA,NA,NA,0,1993,1,5.317,NA,3244.862,162.858,-244.248,0.0006321,4833,0.264,2.8,41.749,7.075,0,NA,NA,NA,NA
"1124",NA,NA,NA,NA,0,1994,1,6,NA,4072.545,52.895,21.157,0.0003303,4833,0.376,4.1,71.871,3.965,0.0408788,NA,NA,NA,NA
"1125",6,296,6.354228,0.8,1,1985,0,NA,2.896,4.862,0.016,-4.335,0.0082271,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126",NA,NA,NA,NA,1,1986,0,0.109,1.695,41.365,0.049,-0.907,0.0081228,100,NA,1.812,4.067,1.449,0.091222,5,140,0.5103887,0.7336996
"1127",2,180,6.97684,NA,1,1987,0,0.218,2.51,46.446,0.091,0.237,0.0089782,100,0.066,1.371,12.075,0.706,0.0256729,2,31,0.8153595,0.7884615
"1128",5,239,6.539566,0.2222222,1,1988,0,0.219,3.241,39.146,3.531,-5.31,0.0148419,100,0.057,0.68,9.277,NA,0.0283497,NA,NA,NA,NA
"1129",NA,NA,NA,NA,0,1984,0,0.484,0.84,39.124,1.9,1.347,0.0904815,3823,0.375,2.934,25.644,0.339,0.0815785,NA,NA,NA,NA
"1130",NA,NA,NA,NA,0,1985,0,0.417,1.186,34.266,1.206,-0.24,0.0401564,3823,0.36,2.936,30.682,0.414,0.0952024,NA,NA,NA,NA
"1131",NA,NA,NA,NA,0,1986,0,0.615,1.476,50.753,2.286,1.019,0.0391307,3823,0.315,2.708,25.553,0.558,0.3336986,NA,NA,NA,NA
"1132",NA,NA,NA,NA,0,1987,0,0.592,1.691,53.252,3.028,4.112,0.0163374,3823,0.202,1.192,16.337,0.966,0.5645468,NA,NA,NA,NA
"1133",2,31,5.349037,0.8571428,0,1988,0,0.655,2.276,56.272,3.2,5.826,0.0152296,3823,0.186,0.199,12.74,0.651,0.2617739,NA,NA,NA,NA
"1134",1,9,4.154987,1,0,1989,0,0.691,1.953,63.518,6.875,5.57,0.0164048,3823,0.181,0,12.424,0.163,0.3515776,NA,NA,NA,NA
"1135",NA,NA,NA,NA,1,1983,0,0.086,NA,69.482,NA,12.081,0,4923,0,NA,210.071,0.003,0,NA,NA,NA,NA
"1136",NA,NA,NA,NA,1,1984,0,0.1,NA,101.073,NA,6.196,0,4923,0,NA,175.915,0.001,0,NA,NA,NA,NA
