"sale","emp","RandD","lt","at","ch","ebit","ni","ppegt","xad","xopr","xrd"
62.536,0.099,NA,26.411,38.403,0.217,1.329,-0.296,9.82,0.1,60.535,NA
3724.778,11,NA,1755.537,2583.019,143.822,270.25,120.818,659.594,499.373,3376.293,0
2973.219,14.898,NA,1674.978,1889.581,29.528,-225.601,-587.474,685.307,490.471,3116.852,0
12.885,0.094,-1.207312,5.111,16.442,7.463,-1.879,-0.8,15.084,NA,14.312,0.299
14.152,0.099,-0.3523984,5.547,14.815,5.584,-2.362,-2.163,16.396,NA,15.931,0.703
14.822,0.09,-1.087672,5.997,17.772,7.799,-1.914,2.237,15.605,NA,15.948,0.337
15.803,0.113,0.0834216,10.996,22.792,5.999,-4.786,0.009,23.609,NA,18.959,1.087
17.278,0.116,0.3407488,12.213,20.105,3.337,-6.844,-4.12,23.94,NA,21.542,1.406
0.134,NA,NA,0.124,6.83,0.645,-0.105,-0.017,5.323,NA,0.239,NA
0.145,NA,NA,0.034,1.973,0.176,0.053,0.306,0.34,NA,0.092,NA
0.066,NA,NA,0.05,1.663,0.155,-0.013,0.11,0.33,NA,0.079,NA
0.024,NA,NA,0.138,0.117,0.113,-0.117,-1.635,0.33,NA,0.141,NA
4.839,NA,NA,24.218,6.601,0.014,-3.386,-3.625,6.988,NA,7.838,NA
4.493,0.07,NA,18.523,3.448,0.515,-3.443,3.403,2.346,NA,7.635,NA
5.079,0.041,NA,20.206,2.903,0.039,-2.037,-2.179,2.346,NA,6.808,NA
4.044,0.046,NA,11.247,12.732,0.365,-1.328,19.159,1.89,NA,5.177,NA
2.821,0.025,NA,6.742,7.129,0.187,-2.92,-2.434,1.998,NA,5.541,NA
2275.056,18.2,NA,764.359,1584.146,2.862,144.476,67.144,1477.941,NA,2032.58,NA
54.434,0.334,1.43865,21.483,80.152,6.087,-0.357,-18.902,30.271,NA,51.061,4.215
50.786,0.258,1.335001,18.977,65.805,0.853,-4.406,-14.833,23.235,NA,51.569,3.8
48.248,0.237,1.390286,14.569,45.22,1.009,-5.659,-16.778,24.102,NA,50.803,4.016
50.458,0.258,1.633154,11.796,47.219,7.286,-6.135,-8.357,21.207,NA,53.691,5.12
51.685,0.247,1.831941,14.111,51.973,4.187,-9.658,-11.332,21.592,NA,58.65,6.246
1116.884,8.391,NA,522.683,692.93,38.56,47.074,22.693,286.235,NA,1053.482,NA
942.296,8.448,NA,459.971,650.642,29,65.312,19.797,296.049,NA,859.78,NA
993.716,8.821,NA,504.303,748.3,32.389,65.742,37.881,343.192,NA,910.474,NA
780.044,13.808,NA,608.95,840.014,27.675,43.025,-13.638,330.626,NA,720.419,NA
0.054,0.003,-1.402424,0.605,0.118,0.01,-0.31,-0.352,0.4,NA,0.36,0.246
0.038,0.003,-3.506558,0.774,0.103,0.002,-0.124,-0.185,0.4,NA,0.154,0.03
0.044,0.004,NA,0.458,0.09,0.001,-0.207,-0.191,0.418,NA,0.245,0
0.102,0.003,NA,0.401,0.081,0.001,-0.001,-0.002,0.418,NA,0.097,0
0.076,0.003,NA,0.126,0.091,0.007,-0.033,-0.057,0.419,NA,0.105,0
163.428,0.459,3.483699,33.177,239.098,99.545,-1.181,26.929,115.768,NA,152.817,32.58
159.298,0.428,3.439713,30.964,236.063,98.065,16.087,5.911,108.812,NA,131.597,31.178
155.517,0.499,3.442531,32.274,247.949,90.025,0.923,-7.471,114.923,NA,143.842,31.266
215.873,0.546,3.65824,47.923,310.025,135.161,27.365,21.518,112.607,NA,177.506,38.793
208.815,0.559,3.760921,49.41,319.259,116.126,4.623,1.602,82.433,NA,192.658,42.988
606.45,3.4,NA,355.091,549.396,7.699,30.664,9.729,227.321,NA,556.864,NA
608.073,3.3,NA,323.742,509.429,7.496,15.543,-2.485,239.861,NA,573.621,NA
598.437,3.3,NA,336.877,490.758,9.69,30.402,-30.556,256.101,NA,551.907,NA
678.783,4.5,NA,468.484,694.525,19.647,21.469,-1.518,281.56,NA,640.222,NA
824.283,4.1,NA,449.257,656.569,14.934,16.141,-14.38,276.715,NA,789.129,NA
1321.405,0.949,NA,632.556,1118.786,38.443,152.072,100.142,9.621,NA,1165.704,NA
1384.461,1.026,NA,793.209,1366.301,9.202,159.724,111.065,12.917,NA,1220.328,NA
1885.155,1.3,NA,1018.368,1792.126,27.651,177.087,118.689,15.411,NA,1705.39,NA
2360.05,1.7,NA,1357.77,2460.703,170.483,279.081,204.379,17.752,NA,2077.333,NA
3354.454,2.1,NA,1548.438,3013.233,150.804,472.465,315.817,NA,NA,2877.945,NA
1265.838,7.717,2.331075,408.452,902.606,56.381,64.381,-29.175,594.519,NA,1146.763,10.289
1187.635,5.692,2.666186,422.493,837.783,163.502,55.293,-49.333,499.219,NA,1086.923,14.385
1028.083,5.681,2.882843,435.863,754.864,122.579,67.201,32.581,507.023,NA,914.208,17.865
916.334,5.028,2.847,380.369,628.957,76.959,-24.246,-39.067,469.613,NA,894.31,17.236
890.249,4.07,2.557227,337.568,542.973,44.088,-8.535,-30.218,470.968,NA,858.389,12.9
637.049,5.6,NA,259.385,424.2,10.438,60.137,27.703,259.642,NA,563.29,NA
600.152,5.2,NA,252.09,424.264,8.955,54.063,24.897,263.613,NA,532.409,NA
573.992,4.9,NA,227.607,406.039,8.092,38.563,16.618,273.63,NA,522.542,NA
574.536,4.7,NA,260.558,422.48,11.509,34.547,14.149,278.458,NA,526.438,NA
577.45,5.2,0.4252677,279.159,442.693,17.504,38.214,10.605,225.06,NA,527.765,1.53
324.961,1.67,NA,105.786,231.479,4.006,11.551,15.092,85.505,3.245,307.462,NA
268.979,1.402,NA,93.174,219.551,7.932,2.426,1.111,68.199,2.645,259.532,NA
253.788,1.288,NA,57.872,179.785,17.418,14.116,-8.358,72.92,0.495,234.658,NA
249.059,1.288,NA,55.115,202.468,10.645,15.916,17.282,85.606,0.676,227.907,NA
268.967,1.51,NA,84.616,193.883,14.646,-19.708,-45.188,71.854,1.6,281.564,NA
2748.9,15.5,NA,1148.3,1884.8,93.6,340.8,194.4,1232.2,48.7,2326.9,NA
2625.1,14.4,NA,1223.4,2055.7,115.2,350.1,158.3,1229.7,43.3,2195.9,NA
2593,14.9,2.208274,1434.4,2418.2,121.7,311.6,185,1318.7,21.6,2210.2,9.1
2678.1,13.5,2.312536,1565.2,2423.8,204.4,311.8,107.9,1231.2,24.1,2282.2,10.1
3043.4,14.1,2.595255,1629.3,2850.6,250,418,366.9,1220.7,28.3,2535.1,13.4
235.169,2.776,1.134944,62.396,250.418,2.008,16.733,11.489,146.151,NA,207.436,3.111
225.857,2.713,0.9794533,63.711,248.532,1.945,13.072,8.097,148.816,NA,201.385,2.663
184.346,2.309,1.003202,58.756,239.097,1.672,-1.012,-0.38,150.394,NA,173.858,2.727
175.711,2.15,1.074661,54.789,219.74,3.306,-3.794,-10.575,156.275,NA,168.517,2.929
179.996,2.05,1.114486,56.641,218.924,2.483,-1.417,-2.352,163.585,NA,170.533,3.048
627.731,2.85,NA,93.042,378.306,36.674,63.633,46.103,168.895,29.2,541.13,NA
692.092,3.3,NA,99.49,422.07,45.814,34.337,17.259,192.396,31.3,628.71,NA
693.715,3.3,NA,121.901,468.127,82.953,41.434,20.698,198.083,25.9,623.311,NA
5921,17.022,NA,66036,69298,1618,1825,595,NA,60,4096,NA
5687,19.753,NA,66051,69896,1651,1955,628,NA,57,3732,NA
4900,19.501,NA,81007,85794,1361,1985,1015,NA,46,2915,NA
5118,19.85,NA,81787,87534,3376,2358,722,NA,40,2760,NA
5861,19.668,NA,87881,94040,2035,2631,798,NA,NA,3230,NA
461.297,1.15,NA,188.357,315.389,4.469,22.322,10.212,200.441,NA,425.046,NA
436.828,1.065,NA,162.673,287.658,3.38,18.93,0.764,206.542,NA,402.547,NA
475.398,0.983,NA,175.385,307.115,2.127,29.611,15.794,202.938,NA,430.679,NA
512.704,1.039,NA,175.234,313.175,2.758,16.587,9.152,218.506,NA,482.239,NA
786.852,1.172,NA,244.757,463.006,2.273,56.821,35.206,232.895,NA,715.142,NA
2837,10.811,NA,1973,2968,45,50,4,4388,NA,2638,NA
2561,10.096,NA,2011,2828,41,-164,-178,4397,NA,2593,NA
2784,9.749,NA,2027,2940,67,44,14,4399,NA,2612,NA
2740,9.143,NA,1995,2442,23,-228.1,-563,4457,NA,2835.1,NA
3525,8.536,NA,2286,2718,32,225,65,4339,NA,3180,NA
698.937,1.387,2.593985,260.873,415.049,3.536,32.028,15.008,619.296,NA,627.632,13.383
711.517,1.491,2.61951,275.759,435.488,4.224,31.225,16.152,667.117,NA,640.32,13.729
748.539,1.529,2.709183,280.838,439.667,3.188,37.33,20.129,702.289,NA,671.092,15.017
784.855,1.447,2.721822,302.15,464.217,4.235,11.232,4.911,745.097,NA,732.197,15.208
935.816,1.42,2.727461,323.601,492.776,6.261,19.179,10.324,777.463,NA,877.468,15.294
119.498,0.365,NA,1153.733,1270.749,50.213,42.561,16.559,NA,2.607,75.19,NA
119.989,0.362,NA,1354.394,1482.871,50.362,48.523,19.388,NA,2.971,69.707,NA
123.453,0.428,NA,1431.342,1561.122,58.174,51.766,21.778,NA,3.309,69.951,NA
124.138,0.467,NA,1615.561,1758.746,63.948,53.362,24.204,NA,3.16,69.026,NA
132.517,0.481,NA,1722.408,1871.112,48.842,54.014,24.604,NA,3.351,76.663,NA
48.12,0.186,NA,12.41,29.61,0.012,0.997,0.916,53.33,NA,44.807,NA
42.889,0.175,NA,11.241,28.805,0.034,-0.015,0.364,55.13,NA,40.653,NA
42.978,0.193,NA,11.846,30.402,0.004,0.79,0.992,53.386,NA,40.144,0
40.02,0.197,NA,14.119,30.441,0.001,-4.301,-2.234,56.168,NA,42.346,0
33.881,0.188,NA,19.797,37.757,1.551,-0.248,1.638,59.014,NA,31.54,0
1153.209,4.1,NA,278.278,638.862,109.955,51.555,35.354,281.789,NA,1079.05,NA
1329.51,4.1,NA,257.824,649.055,81.438,37.761,42.223,278.064,NA,1269.474,NA
1175.634,3.6,NA,290.627,652.635,107.994,23.527,-7.201,299.352,NA,1129.188,NA
1175.566,3.3,NA,308.172,605.655,53.959,-53.694,-53.203,332.577,NA,1198.836,NA
1156.608,3,NA,328.622,613.342,130.447,59.656,4.978,301.45,1.3,1070.552,NA
935.485,5.627,NA,261.458,563.448,35.728,8.46,0.606,143.239,NA,906.074,NA
1270.24,6.915,NA,274.09,677.863,60.706,88.865,48.686,156.333,NA,1158.727,NA
1776.296,7.852,NA,337.785,842.273,139.156,160.105,94.48,183.962,NA,1594.808,NA
2236.676,8.218,NA,397.259,1031.867,114.202,207.1,123.755,209.08,NA,2004.336,NA
2176.083,8.961,NA,481.558,1193.353,121.383,141.204,82.518,242.778,NA,2003.854,NA
1580.4,1.633,NA,184.4,1792,3.2,286,234.7,566.9,446.4,1255.6,NA
757.31,NA,NA,256.906,4513.941,89.467,334.951,297.088,NA,NA,422.359,0
834.645,NA,NA,261.695,4625.879,49.347,369.359,324.208,NA,NA,465.286,0
871.34,NA,NA,245.194,4843.662,103.124,381.32,318.738,NA,NA,490.02,0
900.037,NA,NA,207.133,4968.069,204.833,378.637,336.653,NA,25.231,521.4,0
950.54,4.149,NA,291.045,5204.79,366.255,418.048,366.213,NA,27.336,522.362,0
2060.204,7.6,5.552176,714.923,1653.558,279.731,31.193,-1.782,799.917,5.476,1898.217,257.798
2045.322,7.8,5.499387,724.063,1758.883,453.217,95.193,67.207,771.934,5.262,1845.136,244.542
2039.615,7.1,5.370671,818.377,1976.14,657.599,142.656,110.031,782.571,11.957,1827.894,215.007
2182.56,7.1,5.319893,943.808,2305.246,1001.629,190.738,148.912,764.244,11.968,1916.348,204.362
2224,7.1,5.281725,966.033,2407.841,853.41,218.627,191.023,751.668,10.1,1945.873,196.709
548.334,2.2,NA,102.881,352.473,62.976,37.589,25.193,130.839,33.197,498.757,NA
529.147,2.4,NA,87.581,349.82,81.159,31.148,18.997,140.138,29.897,483.932,NA
532.4,2.3,NA,81.758,334.799,73.105,34.72,24.117,147.179,22.791,482.376,NA
550.124,2.4,NA,77.501,345.217,103.272,38.643,25.488,144.349,26.624,498.011,NA
558.324,2.5,NA,74.434,321.296,90.855,40.406,25.654,148.192,26.399,505.435,NA
2289.4,12.084,4.805659,1575.9,2430.8,54,431.7,221,655.9,NA,1748.3,122.2
2602.3,12.839,4.956531,1367.4,2423.6,50.1,472.6,267,756.9,NA,2016.8,142.1
3011.6,14.045,4.951593,1317.3,2815.5,37.8,564.7,345.6,924.7,NA,2331.7,141.4
3625.3,14.762,5.194067,1004.3,3159.1,65.9,677.8,453.5,1080.1,NA,2811.4,180.2
4262.3,15.891,5.804533,1331.8,4083.8,349.4,841.2,465.7,1224.7,NA,3270.6,331.8
4166.291,6.712,NA,47162.569,48791.788,734.468,3601.462,465.017,0,NA,564.829,NA
3985.573,6.011,NA,51201.497,52873.959,715.001,3211.928,383.996,0,NA,773.645,NA
3436.319,6.705,NA,51177.055,53175.005,758.302,2629.923,791.996,0,NA,806.396,NA
4356.041,7.5,NA,61980.605,64610.651,1652.47,3409.69,1533.56,0,NA,946.351,NA
4368.486,9,NA,80919.589,84093.526,3395.487,3300.488,1913.27,0,NA,1067.998,NA
202.654,1.814,0,38.743,211.101,4.073,38.244,27.04,151.531,2.6,155.659,1
174.33,1.547,-0.2231435,40.038,204.378,3.838,19.016,13.497,153.314,2.1,147.163,0.8
161.587,1.418,-0.3566749,45.975,183.958,3.598,15.549,8.467,153.732,2.2,138.548,0.7
147.917,1.251,-0.1053605,36.373,170.013,3.446,13.712,12.364,155.689,2.3,128.282,0.9
145.624,1.291,-0.1053605,26.773,146.941,4.841,8.058,4.304,160.434,2.5,131.739,0.9
21849.47,24.024,NA,857005.636,885978.229,24570.094,9278.462,-3941.382,NA,NA,9080.308,NA
30715,22.348,NA,942125,981140,33878,23759,3172,NA,NA,2978,NA
20315,21.02,NA,894749,930161,27333,10297,-2184,NA,NA,5962,NA
1773.138,11.55,3.098154,1061.257,1731.064,49.977,103.188,24.047,1180.505,NA,1584.491,22.157
1755.775,10.7,2.998578,1191.32,1835.782,127.103,48.35,8.049,1227.227,NA,1614.854,20.057
1688.498,10.375,2.768455,1295.736,1795.585,138.814,65.404,-116.542,1329.952,NA,1544.471,15.934
1665.461,9,2.649715,1281.313,1892.824,184.293,63.476,11.438,1273.049,NA,1529.385,14.15
1864.063,9.1,2.797281,1272.667,1962.753,204.842,84.019,19.227,1284.437,NA,1701.395,16.4
12426,12.3,1.386294,3724,5426,239,650,422,6747,NA,11478,4
12322,14.2,2.564949,4290,5932,42,633,398,7221,NA,11368,13
12465,14,2.564949,4568,6441,390,-16,-47,7522,NA,12152,13
15867,14.9,2.639057,4934,6922,431,571,312,7981,NA,14933,14
23186,14.2,2.564949,5942,8079,405,1071,605,8688,NA,21706,13
7.404,0.044,-1.532477,0.916,13.448,0.63,0.574,0.539,4.22,NA,6.67,0.216
5.367,0.05,-1.005122,0.782,13.188,2.016,-0.795,-0.126,4.168,NA,6.022,0.366
5.883,0.046,-1.52326,1.317,14.962,2.423,0.308,1.24,3.256,0.009,5.427,0.218
5.911,0.05,-1.514128,0.953,15.477,1.022,0.847,0.776,3.262,0.015,4.914,0.22
9.885,0.098,-0.8556661,6.819,23.647,3.872,1.453,1.13,3.811,0.025,8.26,0.425
22.927,0.236,NA,58.87,22.592,0.291,-13.909,-20.89,40.933,NA,28.393,NA
644.488,4.47,2.939902,278.771,543.789,19.863,22.541,4.127,163.015,NA,596.319,18.914
8619.044,28.268,NA,95257.172,103496.38,4110.489,2707.77,1294.1,NA,106.215,5911.274,NA
8435.397,28.391,NA,96381.076,104740.644,4229.074,2951.659,1375.537,NA,103.998,5483.738,NA
7526.872,27.622,NA,108553.027,117322.523,4455.776,2820.145,1331.809,NA,79.987,4706.727,NA
7071.843,27.578,NA,115661.987,125393.153,3931.653,2949.482,1332.297,NA,100.28,4122.361,NA
7822.828,33.156,NA,142882.885,158869.784,3876.741,3532.638,1572.901,NA,128.291,4290.19,NA
23194.279,62.1,NA,4607.195,6390.344,10.396,570.556,72.87,3764.022,NA,22279.944,0
20908.522,57.8,NA,3897.111,5796.249,12.171,551.072,198.326,3789.265,NA,20016.7,0
19160.368,57.4,NA,3887.005,5896.245,29.188,572.861,257.042,3888.891,83.9,18290.451,0
20209.679,55.2,NA,3943.364,6152.938,291.956,621.921,280.138,3833.461,83.4,19286.169,0
19528.915,56,NA,3767.781,6278.342,463.915,621.499,385.823,4032.7,80.8,18604.377,0
644.899,6,2.081939,92.345,491.664,93.503,117.305,79.937,464.764,NA,500.674,8.02
643.395,6.2,2.643405,92.097,540.838,106.839,76.106,55.354,492.345,NA,538.901,14.061
782.599,6.6,2.753916,115.365,645.796,96.145,109.467,78.25,513.195,NA,640.527,15.704
840.349,7,2.265817,110.999,703.205,156.847,100.889,73.72,554.447,NA,705.883,9.639
901.755,6.9,2.556452,141.264,744.528,91.344,59.244,44.655,579.552,NA,803.23,12.89
167.71,1.7,NA,48.397,130.039,0.188,13.821,7.403,61.722,NA,149.021,NA
153.206,1.243,NA,30.153,112.915,3.215,10.142,6.472,59.187,NA,138.291,NA
144.999,1.042,NA,19.717,99.827,7.471,9.138,0.593,59.82,NA,131.644,NA
134.324,0.897,NA,18.09,102.974,14.915,9.5,5.704,55.523,0.143,121.222,NA
143.567,0.887,NA,19.211,106.279,0.151,8.763,5.379,59.705,0.227,131.315,NA
81.455,0.4,2.390321,16.336,98.695,44.282,10.942,8.088,38.233,NA,65.367,10.917
56.195,0.394,2.422943,15.284,103.38,52.492,3.277,3.862,36.108,NA,48.507,11.279
54.915,0.334,2.234092,16.146,108.671,60.931,2.752,2.855,36.463,NA,46.621,9.338
51.394,0.307,2.258633,15.023,112.797,71.117,1.126,2.16,38.108,NA,45.905,9.57
56.558,0.349,2.280339,19.282,126.377,38.634,7.65,6.459,39.566,NA,45.615,9.78
54.607,0.342,1.048371,30.594,44.685,0.079,7.349,2.299,23.261,NA,43.618,2.853
58.09,0.339,1.011964,25.752,43.498,2.167,8.782,2.862,26.091,NA,45.72,2.751
82.407,0.452,1.449504,15.422,59.479,13.005,19.241,9.29,29.228,NA,59.988,4.261
9.907,0.064,0.3023244,2.245,6.149,0.003,-0.101,-0.04,2.351,NA,9.841,1.353
10.251,0.055,0.3604677,1.707,5.668,0.103,0.06,0.061,2.514,NA,9.992,1.434
10.203,0.057,0.3927175,1.583,5.434,0.402,-0.257,-0.11,2.567,NA,10.252,1.481
11.016,0.057,0.0639133,2.935,6.881,0.389,0.073,0.095,2.724,NA,10.747,1.066
16.679,0.072,0.0188218,2.904,8.756,1.419,3.01,1.902,3.038,NA,13.466,1.019
140.876,1,NA,41.251,62.497,0.999,-4.874,-11.995,21.722,5.714,144.294,NA
88.568,0.685,NA,37.57,43.211,0.974,-4.416,-15.718,17.876,2.356,92.08,NA
100.011,0.49,NA,30.055,35.59,0.651,-2.464,-0.074,18.041,2.017,101.716,NA
94.845,0.293,NA,31.095,34.035,0.727,0.182,-2.62,14.98,1.999,93.952,NA
93.287,0.283,NA,26.231,30.778,0.733,2.464,1.571,1.473,2.367,90.472,NA
189.47,0.181,NA,240.233,572.387,1.987,106.894,59.184,817.812,NA,34.805,NA
181.612,0.209,NA,359.032,671.685,2.149,77.204,-22.348,1079.348,NA,44.907,NA
141.262,0.234,NA,401.933,767.006,3.816,32.975,11.923,1229.833,NA,52.062,NA
211.061,0.241,NA,463.664,861.055,1.066,80.168,29.894,1383.923,NA,67.821,NA
311.485,0.272,NA,516.401,990.573,4.92,139.627,68.451,1572.624,NA,90.277,NA
1449.49,6,4.932494,891.503,2093.199,63.411,206.183,-68.966,386.42,NA,1187.983,138.725
1452.697,5.25,4.119622,711.885,1892.674,80.967,107.248,-53.907,388.107,NA,1275.513,61.536
1401.617,5.6,4.288334,684.456,1572.195,76.121,77.951,-44.915,410.772,NA,1260.357,72.845
1530.278,5.3,4.689511,725.92,1646.518,150.017,120.241,3.295,462.615,NA,1346.868,108.8
1732.123,5.4,4.926529,857.85,1930.369,217.641,136.93,81.847,527.033,NA,1530.027,137.9
342.316,2.314,NA,32.932,276.867,7.485,-13.814,-8.333,253.97,10.122,344.662,0
287.744,2.168,NA,35.037,276.494,19.485,-8.943,-2.319,258.478,8.936,285.167,0
281.505,2.081,NA,32.319,262.473,19.197,-7.266,-9.035,255.547,10.126,277.863,0
275.219,1.837,NA,30.564,253.738,21.386,-5.276,-4.688,253.78,8.409,269.599,0
283.567,1.749,NA,29.212,253.808,31.669,2.369,2.177,241.386,7.666,271.624,0
113.952,0.51,-0.1743534,32.895,73.068,0,5.286,-1.083,55.816,NA,104.932,0.84
91.104,0.472,-0.3552474,30.81,69.759,0.005,0.012,-0.318,62.122,NA,88.083,0.701
85.461,0.406,-0.6462636,26.092,59.966,0.049,-2.064,-4.843,56.726,NA,84.341,0.524
98.808,0.47,-0.7830719,32.369,64.925,0.002,1.068,-1.421,56.524,NA,95.048,0.457
99.839,0.442,-0.5960205,37.272,71.202,0.292,4.744,1.174,55.761,NA,92.529,0.551
31.329,0.155,0.7929925,21.178,32.202,0.951,-3.8,-18.518,3.4,1.019,34.598,2.21
27.521,0.138,0.6004835,15.251,26.502,1.039,1.357,0.431,3.558,0.348,25.626,1.823
21.671,0.094,0.3220835,12.872,15.436,0.869,-3.309,-14.401,3.799,0.338,24.465,1.38
19.211,0.094,0.1629688,10.943,15.341,1.045,1.262,1.287,4.229,0.342,16.779,1.177
19.219,0.096,0.3960879,11.203,15.522,0.792,-1.111,-0.647,4.529,0.231,19.24,1.486
629.394,NA,NA,284.691,470.571,24.33,56.315,29.538,191.436,NA,546.77,0
774.718,4.2,NA,353.013,587.841,17.634,74.877,37.869,276.666,NA,660.28,0
7.359,0.055,-0.7808861,1.745,25.995,5.389,-1.751,-0.841,21.289,NA,9.11,0.458
10.876,0.06,-0.4292457,1.244,24.229,4.214,-2.294,-1.351,22.999,NA,13.17,0.651
11.289,0.064,-0.2678795,1.716,24.268,5.965,-0.849,-0.494,23.811,NA,11.059,0.765
10.54,0.058,-0.3298939,1.08,21.987,4.318,-1.874,-1.788,23.242,NA,11.344,0.719
9.751,0.047,-0.4170317,0.969,13.531,1.828,-2.107,-8.369,5.105,NA,10.782,0.659
19303.268,40.4,NA,3052.387,4813.955,159.128,809.962,445.588,2559.518,NA,18272.645,NA
21784.497,43,NA,3321.001,5468.521,135.743,1038.532,596.909,2895.698,NA,20497.725,NA
23350.504,46.8,NA,3857.234,5989.753,230.439,1160.962,679.787,3216.943,NA,21911.291,NA
26140.337,47.4,NA,4738.99,6936.521,337.447,1324.274,778.288,3603.137,NA,24552.583,NA
29335.403,47.8,NA,5283.126,7847.632,199.706,1532.659,907.214,3982.824,NA,27529.714,NA
427.169,3.4,3.881481,166.686,368.123,49.161,16.999,8.628,120.568,NA,395.248,48.496
339.674,2.37,3.904212,166.444,387.841,101.475,9.015,14.818,114.714,NA,308.459,49.611
233.557,1.6,3.342862,148.076,366.647,72.82,23.596,-9.075,78.372,NA,192.021,28.3
269.639,1.65,3.751854,108.458,349.43,70.049,30.552,17.502,83.834,NA,230.587,42.6
0.14,0.01,NA,1.234,0.67,0.073,-2.252,-2.281,0.058,0.055,2.371,NA
0.015,NA,NA,0.187,0.365,0,-1.786,-1.786,0,NA,1.784,NA
902.74,2.9,NA,276.581,450.633,1.681,39.973,18.724,82.82,NA,851.749,0
1009.278,2.6,NA,268.641,462.96,2.298,43.904,21.01,80.571,NA,951.381,0
1109.663,3.2,NA,250.751,473.871,2.319,49.932,27.382,98.915,NA,1047.042,0
1318.531,9.2,NA,518.582,781.977,2.645,59.666,33.359,206.189,NA,1240.637,0
1855.418,9.4,NA,562.086,864.753,2.832,73.879,37.196,226.11,NA,1753.966,0
5563.798,37.251,5.69758,1443.5,6614.331,1217.073,418.782,354.702,5849.492,99.984,4596.846,298.145
4323.526,32.249,5.671435,1213.459,5638.421,945.572,-134.211,-193.767,5474.278,78.865,3992.173,290.451
5074,31.705,5.581679,1584.1,6227.808,1421.258,228.542,100.158,5822.8,46.217,4363.883,265.517
6215.679,36.804,5.785132,1800.226,7267.16,2142.972,512.472,397.179,6398.858,59.142,5219.877,325.425
6148.159,37.115,5.828066,1530.58,7551.411,2350.542,559.159,311.215,6191.776,46.037,5095.486,339.701
2295.1,5.872,NA,4169.3,5676.2,99.6,413.6,250.9,6560.4,NA,1613.3,NA
2648.6,6.315,NA,4750.5,6722.1,120.2,422.5,303.7,7543.5,NA,1928.1,NA
2675.8,6.319,NA,6026.1,8637.8,411.1,389,330.1,8215.3,NA,1983.4,NA
2740,5.753,NA,8782.7,10462.3,108.2,312.5,-909.4,8040.2,NA,2101.5,NA
2669.1,5.543,NA,8189.7,9476.5,96.7,262.4,-552,6723.4,NA,2124.4,NA
7.4,0,NA,3.922,4.191,3.922,7.131,7.464,0,NA,0.269,NA
4.493,0,NA,1.183,1.404,1.183,4.027,4.254,0,NA,0.466,NA
2.167,0,NA,1.753,1.945,1.753,1.537,1.342,0,NA,0.63,NA
4.175,0,NA,1.952,2.107,1.952,3.523,3.634,0,NA,0.652,NA
5.988,0,NA,3.811,3.901,3.811,5.491,5.344,0,NA,0.497,NA
49.635,0.22,1.139434,6.929,37.316,4.446,-0.746,-1.018,36.028,NA,48.961,3.125
39.323,0.149,1.05466,7.912,30.762,0.233,-1.489,-7.54,31.178,NA,39.103,2.871
29.801,0.102,0.5624689,3.749,18.528,0.868,-5.149,-6.821,8.396,NA,33.548,1.755
24.073,0.076,0.2941611,1.33,15.101,0.772,-1.209,-1.008,8.406,NA,24.167,1.342
28.485,0.077,0.3052764,2.341,17.802,4.164,1.582,1.563,7.31,NA,25.847,1.357
644.035,0.836,NA,1137.718,1328.731,8.11,84.282,5.061,819.755,NA,509.877,NA
658.914,0.786,NA,1064.555,1264.557,14.145,83.378,8.99,541.172,NA,521.45,NA
687.371,0.742,NA,1008.39,1238.925,16.69,113.121,32.235,581.322,NA,546.439,NA
835.493,0.745,NA,1194.06,1408.773,117.788,36.272,-18.193,656.398,NA,770.285,NA
718.88,0.804,NA,1321.617,1291.937,150.346,109.216,-75.603,701.069,NA,579.561,NA
8.015,NA,NA,0.644,3.663,1.575,0.676,0.44,0.227,0.029,7.302,0
8.031,NA,-6.214608,0.476,4.012,1.873,0.774,0.522,0.272,0.029,7.221,0.002
7.909,NA,NA,0.352,4.492,0.855,0.788,0.559,0.23,0.025,7.081,0
8.179,NA,NA,0.383,5.093,0.834,0.845,0.585,0.322,0.01,7.276,0
7.997,NA,NA,0.32,5.458,0.711,0.704,0.454,0.302,0.018,7.248,0
1.062,0.005,NA,1.464,12.27,0.501,-0.987,0.944,12.198,NA,1.926,NA
2.196,0.004,NA,2.154,12.911,0.119,-0.11,-0.104,13.568,NA,1.92,NA
1.149,0.003,NA,0.898,3.964,0.057,-7.584,-8.112,12.222,NA,8.406,NA
1.305,0.003,NA,1.314,2.918,0.129,-1.778,-2.336,11.995,NA,2.744,NA
1.652,0.004,NA,1.158,2.991,0.163,0.016,0.061,12.204,NA,1.512,NA
84.808,1,NA,39.76,94.208,1.566,8.281,4.644,23.617,NA,73.61,0
124.202,1.2,NA,57.697,127.672,0.851,15.935,8.985,28.913,NA,104.496,NA
269.524,2,NA,74.305,205.857,1.615,26.204,15.48,36.5,NA,239.863,NA
315.605,2.2,NA,107.111,260.586,5.12,21.204,9.818,41.059,NA,289.259,NA
368.834,2.4,NA,110.397,283.017,3.468,23.682,13.168,44.612,NA,339.454,NA
17231,103,6.790097,13693,16467,267,1011,438,7915,NA,15426,889
16383,93.7,6.09131,12184,14444,240,922,68,8266,NA,14865,442
78.528,0.255,NA,5.097,23.284,6.208,6.294,3.858,0.757,NA,72.129,0
