"sale","emp","RandD","lt","at","ch","ebit","ni","ppegt","xad","xopr","xrd"
0,0.001,NA,0.799,5.648,2.601,-2.412,-2.419,2.775,0,2.412,NA
51.422,0.203,2.582487,32.783,27.56,4.219,-20.67,-26.747,25.095,NA,70.041,13.23
49.065,0.253,2.119143,28.599,25.012,4.583,0.809,1.486,22.639,NA,46.895,8.324
41.913,0.103,1.783223,13.48,30.463,13.06,1.311,20.563,8.261,NA,39.668,5.949
0,NA,NA,33.396,79.499,6.692,-6.587,-5.909,57.509,NA,5.87,NA
0,NA,NA,35.628,32.07,0.082,-52.117,-58.162,13.284,NA,51.402,NA
0,NA,NA,39.738,60.31,0.039,-4.85,-6.504,41.495,NA,4.136,NA
0,NA,NA,36.551,61.235,2.424,-3.662,-3.511,41.578,NA,2.951,NA
0,NA,NA,141.987,141.923,14.893,-46.593,-80.665,39.696,NA,45.87,NA
247.125,0.451,NA,2924.39,3091.611,69.73,NA,19.924,NA,0,199.338,NA
221.755,0.681,NA,2411.707,2597.891,41.537,NA,21.802,NA,0,169.613,NA
150.437,0.626,NA,2373.259,2526.144,39.766,NA,19.716,NA,1.953,110.534,NA
129.933,0.59,NA,2549.298,2682.99,40.814,NA,13.45,NA,1.248,95.381,NA
0.074,0.028,1.788253,6.813,29.795,6.069,-9.266,-11.341,2.658,NA,8.889,5.979
0.805,0.033,2.152111,4.932,20.803,13.697,-11.586,-3.446,2.874,NA,11.896,8.603
0.415,0.028,1.999045,6.736,11.329,4.236,-11.489,-11.644,6.3,NA,11.597,7.382
0.273,0.027,1.815476,8.822,19.786,13.082,-9.262,-12.291,6.489,NA,8.522,6.144
0.141,0.036,2.170196,10.677,47.627,41.06,-12.573,-15.33,6.385,NA,11.676,8.76
135.94,0.666,NA,164.347,156.724,13.107,27.823,-60.409,8.398,NA,106.604,0
138.08,0.449,NA,154.268,95.361,0.078,-24.628,-79.248,10.328,NA,161.008,0
17.059,0.112,1.689542,21.919,29.466,2.903,-11.107,-6.747,17.905,NA,26.675,5.417
29.601,0.137,1.661271,19.809,30.561,4.658,-0.972,3.203,18.476,NA,29.292,5.266
417.881,1.637,NA,176.156,388.048,7.28,94.019,58.135,292.954,NA,280.619,NA
446.668,1.597,NA,147.877,403.802,13.276,100.023,61.88,311.389,NA,304.613,NA
470.709,1.7,NA,205.512,422.421,1.715,93.611,55.098,372.036,NA,333.83,NA
472.95,1.4,NA,201.233,386.809,72.704,98.291,-19.273,381.999,0.7,327.022,NA
410.062,1.1,NA,196.364,392.738,116.191,104.69,65.452,353.927,0.6,262.926,NA
209.156,2.9,NA,24.868,93.695,34.798,41.239,25.526,50.513,0.552,163.242,0
275.853,3.7,NA,16.642,128.618,40.874,53.77,32.856,79.818,0.86,214.991,0
338.756,4.5,NA,23.057,166.357,8.279,62.068,38.475,99.215,0.95,267.301,0
390.723,5.2,NA,28.745,206.547,34.955,63.159,39.34,120.069,0.841,315.935,0
438.862,6,NA,65.995,229.204,14.063,43.749,27.015,171.98,0.92,378.956,0
56.191,0.419,0.3920421,9.48,92.86,1.945,16.622,11.788,40.131,NA,34.957,1.48
69.055,0.476,0.1722712,10.665,117.342,3.901,22.119,15.387,44.947,NA,41.902,1.188
87.807,0.773,0.386622,11.645,157.032,4.165,30,19.682,58.958,NA,52.519,1.472
107.354,0.604,0.5636078,8.285,164.288,1.787,34.124,22.297,71.615,NA,65.869,1.757
75.55,0.62,1.216692,7.454,164.768,5.616,8.666,5,73.702,NA,58.286,3.376
464.028,11.27,NA,126.655,295.381,3.771,41.306,23.26,318.676,12.9,405.7,0
533.207,11.605,NA,95.538,353.397,25.979,45.43,26.158,369.379,16.1,466.529,0
584.504,13.387,NA,85.364,386.907,13.732,53.591,33.439,421.443,16.8,506.993,0
680.832,15,NA,111.116,464.542,20.508,63.955,42.277,500.457,21.2,590.369,0
812.563,16,NA,159.718,565.661,17.088,72.834,47.53,609.784,26.1,708.936,0
496.199,1.913,4.049731,90.59,541.549,113.284,58.309,25.028,121.29,8.315,415.442,57.382
57.56,0.154,NA,17.685,32.191,1.231,5.904,3.94,15.219,NA,50.597,NA
54.824,0.152,NA,9.543,27.298,2.103,6.113,3.797,20.283,NA,47.344,NA
22.468,0.116,NA,10.659,23.328,1.515,-6.324,-5.028,14.771,NA,27.346,NA
14.187,0.057,NA,7.861,8.483,0.249,-5.502,-12.047,4.675,NA,19.097,NA
17.462,0.023,NA,2.871,5.919,1.321,-0.754,-0.335,0.347,NA,18.169,NA
3255.846,24.005,NA,1038.281,1792.641,0,317.115,162.599,1238.2,NA,2856.385,NA
3445.945,31.35,NA,819.934,1768.485,0,327.157,188.592,1277.719,28.845,3034.621,NA
4522.336,31.78,NA,1613.864,3596.743,0,519.112,284.489,1585.111,31.829,3901.282,NA
5005.053,33.3,NA,1865.774,4163.575,0,542.029,310.149,1735.49,26.99,4356.409,NA
5880.372,34.3,NA,1736.781,4403.118,0,635.59,368.622,1817.823,31.474,5121.694,NA
5043,23.43,4.174387,5247,7762,31,817,363,8893,NA,3755,65
5158,24.271,4.189655,5077,7715,39,846,430,9242,NA,3813,66
5128,25.01,4.234107,4897,7401,39,875,409,9427,NA,3770,69
5613,25.438,4.317488,5022,8305,50,927,585,10795,NA,4169,75
6594,27.02,4.343805,6045,9878,25,1083,697,12034,NA,4933,77
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.345,NA,NA,2.057,21.075,5.589,-1.407,-2.119,1.046,NA,5.497,NA
5.358,NA,NA,2.39,15.046,4.335,-1.306,-6.407,1.135,NA,6.437,NA
9.899,NA,NA,10.267,23.189,2.242,-0.837,-2.25,4.466,NA,10.546,NA
17.637,NA,-1.414694,4.155,18.173,2.604,-1.035,-4.166,1.358,NA,18.214,0.243
20.5,0.044,0.7774884,3.819,24.964,10.021,-0.995,0.924,1.903,NA,21.026,2.176
1018.324,4.25,NA,563.641,868.921,2.999,113.67,44.407,299.779,3.083,885.649,NA
954.877,4.076,NA,508.469,838.812,21.125,67.64,16.535,315.083,3.5,864.837,NA
953.442,4.05,NA,417.806,721.265,9.53,72.224,-33.773,312.414,2.5,862.218,NA
898.15,3.86,NA,381.409,713.16,14.204,57.163,22.8,328.86,2.6,817.98,NA
1084.863,3.801,NA,381.68,782.857,8.222,96.976,44.89,327.132,3.1,964.913,NA
925.138,2.138,NA,186.128,367.833,1.097,52.699,29.488,33.562,NA,862.923,0
809.214,1.765,NA,150.956,341.718,2.875,31.275,7.809,35.62,NA,767.577,0
702.8,1.467,NA,44.822,248.496,32.505,26.577,15.009,34.692,NA,670.586,0
598.423,1.345,NA,69.402,269.199,40.2,14.956,9.071,35.955,NA,578.148,0
742.29,3.526,NA,120.166,332.888,17.669,20.846,10.933,36.3,NA,717.051,0
16.228,0.14,NA,34.835,33.756,2.65,-6.12,-1.747,8.815,NA,16.789,NA
134.311,0.592,2.853996,40.872,123.533,6.868,-27.274,2.297,49.083,NA,151.223,17.357
38.169,0.312,2.006737,27.718,69.34,15.848,-20.166,-32.54,22.04,NA,52.981,7.439
58.592,0.178,1.166271,19.944,52.222,17.237,12.158,-6.103,17.379,NA,41.984,3.21
53.864,0.098,1.352996,7.995,47.249,21.201,10.676,8.02,6.313,NA,42.127,3.869
17.475,0.034,1.401183,6.515,26.015,19.051,-13.052,-20.64,8.123,NA,29.256,4.06
68.401,0.328,NA,678.054,724.997,21.417,15.566,5.267,NA,0.543,50.529,NA
71.433,0.337,NA,731.477,784.002,84.913,13.033,4.607,NA,0.749,55.77,NA
59.163,0.328,NA,674.381,722.917,27.546,11.408,3.185,NA,1.042,45.225,NA
56.371,0.329,NA,751.125,800.483,44.214,12.496,4.975,NA,NA,42.216,NA
50.088,0.306,NA,795.421,847.07,20.474,12.611,5.216,NA,0.749,35.959,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911.932,10.952,NA,705.149,1655.349,116.085,202.814,115.1,672.836,NA,682.814,NA
931.6,10.418,NA,902.1,1913.5,304.5,216.8,105.3,708.4,NA,686.4,NA
66.721,0.435,3.003502,14.142,181.586,14.355,-3.096,-7.671,6.597,3.044,68.564,20.156
88.34,0.446,2.867956,13.939,165.926,15.493,-20.094,-22.298,10.408,4.451,106.125,17.601
65.434,0.34,2.757856,17.473,129.709,37.439,-27.129,-32.4,11.57,3.557,89.384,15.766
75.774,0.392,2.584978,19.983,124.688,44.165,-11.14,-10.513,13.833,4.362,83.545,13.263
106.811,0.488,2.888036,35.123,187.652,49.113,-0.593,-5.841,16.068,5.095,103.575,17.958
17.217,0.179,NA,9.544,11.925,0.561,0.575,-0.587,14.381,NA,14.938,NA
18.818,0.124,NA,9.007,8.662,0.71,1.794,-1.889,8.399,NA,15.427,NA
15.825,0.124,NA,7.754,8.001,0.899,1.924,1.23,8.375,NA,13.197,NA
14.128,0.092,NA,3.806,10.544,1.057,1.292,4.394,7.43,NA,12.235,NA
13.198,0.095,NA,3.549,10.036,0.71,0.507,-0.251,6.788,NA,12.111,NA
244.457,1.677,1.481605,220.048,236.292,5.604,34.085,9.236,35.079,7.2,206.234,4.4
5705.2,27,NA,13567.4,17295.1,853.3,1336.2,929.6,1678.3,NA,4042.1,NA
6450.8,29,NA,18193.9,21912.2,917.5,1515.8,871.9,1847.1,182.5,4604.9,NA
7636.2,29,NA,22231.6,26591.2,819.4,1835.4,1237.9,2148.6,199.8,5595.3,NA
8400.2,29,NA,21375.7,25585.6,839.8,1977.4,1408.7,2248.1,205.2,6208.8,NA
10013.2,32,NA,23764.3,32718.8,895.4,2455.2,1875.2,2636.8,249.3,7311.6,NA
1194.819,23.2,NA,1465.378,2498.253,252.869,-29.112,-142.878,954.383,NA,1115.279,NA
997.12,11.49,NA,1342.366,1889.216,371.403,-76.702,-455.916,446.784,NA,948.455,NA
765.818,9.604,NA,989.675,1358.48,277.025,9.721,-126.894,315.871,NA,716.816,NA
849.926,9.853,NA,942.091,1416.299,333.734,3.376,-95.128,288.534,NA,797.492,NA
1174.325,9.932,NA,1318.996,1859.55,317.349,44.318,8.312,273.879,NA,1047.319,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.295,0.7,1.539015,86.559,85.898,0.746,8.748,-4.92,19.399,NA,82.941,4.66
106.794,0.55,1.563603,95.293,92.653,0.362,14.041,-1.033,22.873,NA,88.349,4.776
111.554,0.5,1.630808,93.307,54.879,0.212,13.374,-34.035,25.919,NA,93.756,5.108
92.598,0.398,2.627202,16.479,184.491,13.333,8.329,6.293,74.026,NA,76.958,13.835
51.92,0.367,2.556529,17.732,203.649,74.426,-39.937,-22.713,71.847,NA,80.656,12.891
76.801,0.385,2.572078,14.717,174.566,35.298,-7.165,-31.911,73.121,NA,72.048,13.093
76.552,0.418,2.459674,17.97,174.82,29.145,-7.651,-6.878,78.316,NA,74.528,11.701
87.281,0.379,2.479559,12.865,155.832,17.816,-9.634,-13.832,61.318,NA,87.392,11.936
1333.501,12,NA,212.747,707.734,84.426,141.158,84.661,325.26,69.7,1157.654,0
1273.154,10.8,NA,207.986,717.869,38.644,73.841,43.276,386.529,61.2,1157.364,0
1295.049,11.5,NA,237.552,769.313,84.924,69.392,42.412,405.859,60.1,1181.373,0
1392.68,12.3,NA,375.738,869.198,132.146,86.948,50.026,455.152,62.9,1257.602,0
1546.679,13.2,NA,424.474,993.322,165.008,120.257,71.356,554.461,60.5,1373.103,0
141.274,1.183,NA,27.753,66.825,0,13.074,7.455,12.753,NA,125.163,0
217.133,1.662,NA,24.028,125.262,8.511,17.57,9.957,17.035,NA,195.673,0
320.496,1.859,NA,39.315,158.85,0.488,25.24,14.079,21.33,NA,290.901,0
355.44,1.792,NA,37.087,166.534,3.961,16.411,8.718,21.403,NA,334.172,0
414.43,1.968,NA,122.736,269.847,19.816,31.248,18.931,24.5,NA,379.282,0
0,0.007,NA,10.346,0.124,0.002,-2.159,-1.473,NA,NA,2.12,0
3.329,0.005,NA,14.861,2.74,0.001,-2.192,-2.769,NA,NA,5.409,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,2.97,2.828,0.034,NA,NA,0,NA,NA,NA
0.003,0.017,NA,2.401,6.476,0.987,-3.644,-3.771,0.328,NA,3.388,NA
107.963,0.581,NA,1090.279,1211.94,27.676,25.02,11.184,NA,0,79.17,NA
112.155,0.577,NA,1131.145,1254.727,41.475,29.794,14.587,NA,0,78.382,NA
105.86,0.587,NA,1211.734,1344.512,46.422,35.434,16.37,NA,0,66.562,NA
102.033,0.58,NA,1277.589,1415.214,45.134,37.767,18.181,NA,0,60.45,NA
108.311,0.703,NA,1528.503,1707.545,52.096,39.289,18.443,NA,0,64.543,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2336.1,9.785,3.819908,1314.3,2104.2,13.3,87.7,3.5,457,NA,2181.7,45.6
2541.5,11.3,3.903991,1373.9,2173.3,28.9,109.7,22.6,481.7,9.9,2361.4,49.6
2922.7,11.555,4.046554,1631.4,2349,34.3,146.7,-84.4,585.8,8.9,2723.7,57.2
3495.3,11.278,4.268298,1933.3,2839.4,147,211.1,74.4,794.1,26,3218.3,71.4
5273.3,14.313,4.641502,2874.9,4297.3,325.6,323.6,158.8,977.1,37.2,4849.6,103.7
259.402,2.4,NA,49.847,160.092,0.441,27.336,15.45,87.909,NA,226.211,NA
217.787,1,NA,28.324,149.068,8.207,17.971,10.543,89.677,NA,193.707,NA
214.186,1.7,NA,54.695,100.465,0,19.077,-15.989,89.243,NA,190.391,NA
184.228,1.5,NA,32.102,85.9,0,12.323,8.088,89.159,NA,167.717,NA
172.393,1.4,NA,24.127,87.036,0,13.135,7.668,89.768,NA,155.537,NA
19.975,0.22,NA,91.602,120.927,16.202,3.355,0.643,3.593,NA,11.714,NA
39.117,0.257,NA,99.681,132.829,19.633,9.312,3.856,3.94,NA,22.366,NA
1206.624,14.4,NA,195.961,389.989,12.526,53.022,39.357,156.157,43.092,1139.229,0
1320.19,14,NA,215.777,417.672,10.276,14.686,15.354,179.749,47.007,1288.682,0
1408.648,15,NA,186.91,410.217,9.859,22.022,20.69,194.756,52.086,1367.856,0
1355.457,14,NA,165.351,393.029,11.965,-5.106,2.201,202.117,57.39,1341.588,0
1459.607,14,NA,198.07,474.58,20.25,48.672,37.973,199.737,52.2,1392.917,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.007,NA,0.066,0.259,0.017,-0.551,-0.551,0.004,NA,0.55,NA
0,0.007,-2.631089,0.21,0.243,0.002,-0.383,-0.383,0.004,NA,0.382,0.072
0,NA,-5.298317,0.273,0.001,0,-0.11,-0.348,0.004,NA,0.109,0.005
0,0.019,NA,0.032,0,0,-0.17,-0.149,0.004,NA,0.169,0
0.312,0.017,-0.3396774,1.181,0.95,0.594,-3.151,-3.356,0.458,NA,3.371,0.712
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66.998,0.082,NA,14.596,24.698,3.099,-9.538,-10.944,6.098,NA,73.932,NA
0.277,0.011,NA,6.419,4.857,0.301,-5.065,-12.636,1.078,NA,4.677,NA
0,0.036,0.1963888,4.091,2.149,0.017,-4.207,-4.521,1.315,NA,3.946,1.217
1.255,0.036,0.2231435,2.826,5.185,0.519,-5.359,-7.916,1.791,NA,6.212,1.25
5.016,0.039,-0.5412849,4.147,6.149,0.042,-11.283,-10.844,2.286,NA,15.909,0.582
3.977,0.025,-0.6753073,5.269,2.699,0.043,-9.705,-11.273,1.135,NA,13.01,0.509
2.564,0.015,NA,9.286,2.144,0.025,-2.235,-5.769,0.596,NA,4.716,0
58.179,0.702,NA,523.065,576.886,21.68,11.028,7.147,34.201,1.407,44.876,NA
59.425,0.682,NA,545.355,600.875,31.915,10.773,7.025,36.611,1.28,45.567,NA
59.647,0.737,NA,511.187,572.233,24.279,10.332,7.312,36.163,1.382,45.677,NA
68.31,0.742,NA,574.904,639.696,17.754,11.369,7.902,38.197,1.929,53.197,NA
69.937,0.8,NA,646.932,716.521,23.131,11.338,8.005,39.714,1.72,55.261,NA
957.76,11.06,NA,840.515,896.104,9.641,64.686,-38.288,472.567,NA,848.278,NA
849.993,5.835,NA,777.699,764.715,9.157,42.636,-70.146,455.909,NA,771.128,NA
666.911,5.39,NA,781.913,734.057,39.375,16.75,-29.364,426.623,NA,617.578,NA
436.817,4.79,NA,778.582,566.276,17.075,-12.505,-176.099,361.848,NA,425.786,NA
1036.845,5.874,NA,2774.107,3484.472,114.726,-575.604,112.59,2900.657,NA,1217.021,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.846,0.776,3.79495,374.185,1253.56,326.64,-239.359,-188.147,715.42,NA,230.743,44.476
364.149,NA,NA,32.095,349.901,77.321,65.199,38.73,85.241,0.626,276.895,0
405.308,NA,NA,39.227,404.037,86.334,66.69,44.636,99.518,0.857,312.219,0
486.166,NA,1.006497,63.91,474.871,103.392,70.425,43.855,121.334,1.618,390.085,2.736
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451.894,NA,2.355083,86.984,540.934,196.219,31.278,3.742,134.468,1.881,402.095,10.539
7.804,0.116,1.605631,5.566,33.476,17.862,-10.192,-6.794,7.446,0.474,16.771,4.981
6.273,0.088,1.309683,2.664,22.475,9.658,-9.01,-8.291,7.84,0.826,14.368,3.705
2.185,0.003,0.4061316,2.115,19.072,14.062,-4.133,-2.726,0,0.278,5.916,1.501
8.691,0.201,2.543647,35.934,87.735,3.755,-41.732,-43.501,80.751,NA,39.114,12.726
4.874,0.24,2.270165,46.394,30.531,0.623,-35.311,-69.62,26.546,NA,32.258,9.681
2.557,0.187,2.229261,53.672,36.154,6.616,-33.872,-37.901,28.477,NA,33.639,9.293
9.446,0.144,2.156171,65.334,21.056,2.692,-33.168,-54.957,27.669,1.3,40.505,8.638
10.665,0.3,2.03888,56.291,10.231,2.5,-31.467,-31.43,7.574,0.468,41.248,7.682
306.351,2.2,NA,219.545,288.521,0.167,-0.278,-20.248,213.506,NA,290.847,NA
393.247,5.5,NA,36.467,230.533,69.155,51.101,34.527,103.686,3.985,330.45,0
387.638,5.5,NA,30.955,264.657,101.915,47.268,32.862,111.443,3.706,328.363,0
401.06,5.8,NA,35.128,299.8,92.976,45.794,32.064,130.013,4.404,342.943,0
422.82,5.8,NA,62.377,356.222,119.976,48.103,33.679,169.453,4.304,358.761,0
470.937,6.1,NA,72.615,405.543,173.897,63.372,43.229,179.056,4.969,391.212,0
40.438,0.236,NA,467.704,515.18,16.779,9.512,8.186,NA,0,29.336,NA
43.353,0.236,NA,507.825,555.325,16.74,10.714,5.407,NA,0.412,30.996,NA
40.232,0.135,NA,536.301,587.375,13.939,11.722,6.134,NA,0.447,26.989,NA
38.318,0.149,NA,558.862,609.737,13.428,12.512,6.603,NA,0.449,24.156,NA
37.569,0.253,NA,603.369,655.738,14.025,12.454,6.872,NA,0.743,23.595,NA
15.29,0.079,-0.4064656,4.16,21.128,7.966,-5.316,-5.274,4.47,1.363,20.246,0.666
17.861,0.1,0.81315,6.33,25.868,9.04,-9.495,-9.34,5.179,0.835,26.755,2.255
16.642,0.092,0.7747272,8.107,26.052,2.269,-9.088,-9.951,6.232,0.454,25.176,2.17
25.286,0.098,0.9301937,11.177,25.046,3.46,-9.019,-9.839,6.639,0.461,33.522,2.535
19.242,0.115,0.8662598,5.519,94.237,25.065,-9.581,-15.669,6.476,0.778,27.954,2.378
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214.661,1.415,NA,46.767,111.409,10.327,6.231,2.963,99.166,NA,198.966,NA
299.777,1.899,NA,98.155,138.648,9.364,-6.914,-27.563,90.928,NA,296.323,NA
227.797,1.592,NA,68.223,129.867,31.505,3.762,17.245,79.776,NA,216.439,NA
218.41,1.536,NA,74.905,132.728,20.282,-5.715,-8.68,110.821,NA,216.205,NA
218.475,1.576,NA,90.619,151.734,16.493,3.874,2.905,112.306,NA,206.161,NA
4.895,0.023,-1.130103,3.146,1.342,0.256,-1.048,-1.171,1.292,NA,5.816,0.323
6.512,0.032,-0.5996568,4.855,1.673,0.072,0.157,0.072,1.446,0.057,6.231,0.549
7.908,0.04,-0.5816058,4.661,2.044,0.383,0.945,0.565,1.51,0.057,6.885,0.559
9.945,0.043,-0.3538219,4.296,4.323,1.272,1.302,1.438,1.535,0.051,8.59,0.702
10.818,0.046,-0.0120726,4.676,7.073,1.99,1.399,1.705,0.403,0.082,9.303,0.988
0.493,0.031,1.961362,1.683,32.08,7.701,-9.878,-9.529,5.344,NA,9.781,7.109
1.253,0.037,2.516486,10.473,48.57,7.883,-15.048,-16.356,7.081,NA,13.481,12.385
2.445,0.041,2.760263,5.97,39.639,15.905,-18.364,-31.019,8.248,NA,17.265,15.804
6.593,0.046,2.884689,7.295,46.202,14.07,-17.531,-17.353,9.158,NA,20.386,17.898
7.007,0.049,2.81247,14.704,73.892,18.931,-17.203,-15.777,16.508,NA,21.116,16.651
266.719,8.21,NA,170.162,203.201,4.979,5.296,-5.311,166.996,11.42,246.852,NA
260.678,7.616,NA,168.552,197.99,13.042,9.466,-3.601,164.899,10.37,236.755,NA
254.212,6.966,NA,126.188,158.308,10.69,14.806,9.206,144.942,10.339,228.418,NA
246.915,7.056,NA,110.88,146.917,2.771,12.79,3.969,148.098,10.089,223.126,NA
2664,13.72,5.293305,1492,3427,54,638,373,942,NA,1845,199
2673,14.4,6.322565,1959,3974,180,517,-54,1045,NA,1924,557
2919,13.9,6.059123,1983,4450,277,625,373,1117,NA,2133,428
3476,15,6.192362,2837,5699,671,749,472,1337,NA,2531,489
5624,17.5,6.452049,4145,8170,1296,1914,1062,1645,NA,3435,634
274.982,0.428,NA,2087.019,2127.577,30.938,-116.809,-163.326,NA,NA,385.082,NA
163.746,0.328,NA,1619.978,1543.229,117.219,-85.414,-131.598,NA,NA,242.55,NA
6151.996,54,NA,1652.515,3855.154,123.621,651.315,372.148,2111.938,223.717,5373.695,0
7488.654,60,NA,2138.18,4929.586,106.722,849.975,495.676,2689.982,267.274,6481.514,0
9120.287,75,NA,2803.586,6315.503,90.085,1090.383,643.381,3356.284,314.901,7864.731,0
10282.094,85.5,NA,2507.111,6698.45,112.748,1023.304,591.152,4099.712,373.956,9054.431,0
11700.619,95,NA,3012.571,7979.299,116.717,1236.702,730.38,4973.151,521.033,10203.79,0
307.694,4.06,NA,204.211,90.888,8.066,-2.128,-139.88,89.663,NA,292.296,NA
256.1,3.02,NA,151.943,171.217,9.846,-2.695,107.463,30.996,6.4,242.562,NA
247.02,2.93,NA,138.193,151.022,9.02,5.859,-6.204,35.778,3.2,222.162,NA
243.349,2.665,NA,131.427,140.297,3.545,8.729,-3.868,36.474,3.5,218.658,NA
228.852,2.547,NA,113.688,135.11,7.858,16.566,12.375,37.907,3.8,198.744,NA
22.923,0.012,NA,6.693,15.413,1.405,3.663,2.841,0.083,0.059,19.246,NA
7.967,0.01,NA,1.563,6.119,0.22,-0.437,-1.176,0.088,0.007,8.386,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6521.077,43,NA,3990.224,6484.66,52.732,664.254,295.431,3945.264,NA,5470.978,NA
6320.1,NA,NA,3662.5,6149.9,85.5,556.4,22.4,4137.7,NA,5387.4,NA
6242,NA,NA,3480.8,6205.5,2.7,562.8,279.3,4388.6,NA,5366,NA
6391.5,NA,NA,3685.7,6213.8,15.1,330.4,-31.4,4726,NA,5727.9,NA
6622.1,NA,NA,3623.5,6244.4,58.8,483.4,143.7,4915,NA,5804.2,NA
358.393,0.593,NA,128.138,576.039,NA,168.118,106.666,58.619,34.992,178.195,NA
371.103,0.597,NA,284.721,696.611,NA,188.755,114.698,60.195,17.751,167.557,NA
396.447,0.614,NA,452.216,841.042,NA,211.845,126.185,69.805,12.608,173.478,NA
452.028,0.627,NA,486.212,954.393,NA,240.459,143.996,74.516,11.627,199.035,NA
505.637,0.674,NA,483.513,1071.593,NA,254.75,156.408,79.636,12.158,238.211,NA
0.337,0.026,0.7966059,0.622,1.544,0.465,-5.014,-4.969,2.293,NA,5.091,2.218
0.359,0.009,0.3162695,1.38,0.935,0.088,-4.116,-5.487,2.365,0.009,4.189,1.372
0.124,0.008,-0.3243461,1.877,0.465,0.033,-2.44,-3.888,2.366,0.003,2.432,0.723
