appyear,classId,patent,nonutility,n_claims,n_bcites,n_fcites,n_nplcites,complexity,originality,generality
2000,700,"6556889",0,20,35,31,0,5.555926,.1504,.5800781
2000,701,"6556920",0,16,10,1,0,5.855787,.1800001,0
2000,702,"6556926",0,11,9,5,1,5.239107,.345679,.4917817
2000,702,"6556931",0,21,7,3,0,5.250319,.244898,.600346
2000,702,"6556932",0,15,13,18,4,5.94348,.6272189,.5221592
2000,702,"6556933",0,19,25,1,0,4.911901,.2688,.4444444
2000,702,"6556936",0,16,4,3,0,5.485975,0,0
2000,702,"6556938",0,30,4,19,2,5.146227,.625,.4745057
2000,702,"6556946",0,21,11,4,0,5.271914,.4297521,.4297521
2000,702,"6556952",0,40,29,18,7,5.750444,0,0
2000,702,"6556954",0,24,7,2,11,5.536026,.4081632,0
2000,702,"6556956",0,7,9,31,0,5.96704,.1975309,.5259515
2000,704,"6556966",0,46,12,17,20,5.660016,0,.4338843
2000,704,"6556972",0,57,12,20,0,4.965333,0,0
2000,706,"6556979",0,27,7,8,2,4.856981,0,.21875
2000,706,"6556983",0,48,1,95,0,4.857857,0,.5989774
2000,707,"6556990",0,36,9,7,2,5.217939,0,0
2000,707,"6556994",0,6,7,2,0,4.95787,0,.0078124
2000,707,"6556998",0,21,5,51,0,4.783315,0,0
2000,707,"6557004",0,26,11,36,0,4.958309,0,0
2000,707,"6557005",0,20,12,11,0,5.164376,.4027778,.2252457
2000,707,"6557011",0,26,2,7,0,4.424334,0,.0416478
2000,707,"6557012",0,18,4,10,0,5.01797,0,0
2000,708,"6557022",0,1,8,6,1,6.160859,0,0
2000,709,"6557034",0,6,2,1,0,5.485991,0,0
2000,709,"6557036",0,20,4,16,0,4.880271,0,0
2000,710,"6557051",0,18,4,0,0,5.392063,0,0
2000,710,"6557052",0,12,6,9,0,5.639659,.2777778,0
2000,710,"6557053",0,12,13,23,1,5.261364,0,.0609131
2000,710,"6557060",0,8,3,7,0,5.209669,0,.0306472
2000,710,"6557064",0,21,8,5,0,5.418629,0,0
2000,710,"6557067",0,43,3,5,0,5.761592,0,.2018907
2000,710,"6557068",0,9,44,21,19,5.429476,0,0
2000,710,"6557070",0,22,8,4,2,6.401344,0,.0713305
2000,711,"6557074",0,37,9,4,0,5.447202,0,.027022
2000,711,"6557077",0,15,6,2,1,4.893158,0,0
2000,711,"6557078",0,25,7,10,0,5.309218,0,0
2000,711,"6557082",0,39,11,14,3,5.44978,0,0
2000,711,"6557083",0,10,18,8,3,5.086061,0,.375
2000,711,"6557087",0,21,9,0,0,5.372123,0,0
2000,711,"6557089",0,18,11,59,2,5.191859,0,.0350765
2000,712,"6557096",0,33,38,7,14,6.160845,0,.0555102
2000,712,"6557098",0,20,7,1,1,6.062125,0,.1652892
2000,714,"6557116",0,11,11,9,0,4.938524,0,0
2000,714,"6557120",0,29,5,29,10,5.070642,0,0
2000,714,"6557124",0,18,7,11,0,5.692214,0,.0587695
2000,714,"6557126",0,23,14,15,0,6.540035,0,.4591837
2000,714,"6557127",0,18,15,23,0,5.177063,0,.2873346
2000,714,"6557135",0,51,8,5,5,5.766584,0,.1883657
2000,714,"6557138",0,23,10,3,4,4.129234,0,.0858477
2000,716,"6557143",0,3,3,2,4,5.072238,.4444444,0
2000,716,"6557144",0,7,11,5,11,5.072389,0,.345679
2000,716,"6557146",0,8,7,1,0,4.85538,.244898,.4890261
2000,716,"6557147",0,29,5,3,0,5.101608,.3199999,.5817283
2000,716,"6557148",0,9,1,4,0,5.015012,0,.3199999
2000,716,"6557150",0,6,4,6,1,5.144284,.375,.5549999
2000,716,"6557151",0,17,14,5,2,5.122946,.4591837,.0798612
2000,716,"6557152",0,15,7,1,0,4.796071,0,.4733728
2000,716,"6557154",0,19,5,25,7,5.644735,0,.4612476
2000,716,"6557156",0,22,9,17,5,5.160357,.4938271,.3328564
2000,716,"6557158",0,4,7,2,5,5.277456,.244898,.6666666
2000,716,"6557159",0,17,9,3,2,5.184248,0,.52071
2000,716,"6557162",0,45,29,6,12,5.256019,.5017836,.4081632
2000,717,"6557166",0,8,5,2,0,5.577281,0,0
2000,717,"6557168",0,30,8,24,6,5.66503,0,0
2000,29,"6557234",0,4,8,2,0,5.333461,.244898,.5633271
2000,29,"6557237",0,38,60,1,11,6.371491,.5637755,.1934704
2000,29,"6557241",0,6,3,7,0,8.166295,.4444444,.5909091
2000,29,"6557249",0,96,12,3,0,5.716752,.7083334,.3903061
2000,29,"6557257",0,17,8,4,0,4.632937,0,0
2000,40,"6557285",0,28,18,0,0,5.845878,.3466666,.3601108
2000,60,"6557349",0,12,5,8,0,4.1797,0,.5123967
2000,65,"6557380",0,10,14,2,0,6.230673,0,0
2000,68,"6557382",0,4,21,3,3,4.077376,.46875,.5
2000,68,"6557383",0,18,6,8,0,5.958625,0,.3966942
2000,73,"6557403",0,16,8,6,0,5.67702,0,.5495868
2000,73,"6557411",0,16,5,21,0,2.961717,0,0
2000,73,"6557420",0,21,13,1,2,5.23227,.345679,0
2000,73,"6557424",0,20,38,11,0,4.354369,.6416326,.7362266
2000,74,"6557439",0,6,5,0,0,4.787196,0,0
2000,92,"6557457",0,23,10,8,0,5.038833,.244898,.1107266
2000,102,"6557475",0,10,8,1,0,6.218374,.625,.3280823
2000,114,"6557480",0,9,7,3,0,5.514057,.3199999,.244898
2000,122,"6557499",0,14,9,2,0,3.995149,0,.21875
2000,123,"6557523",0,5,16,3,0,6.332957,0,0
2000,123,"6557530",0,32,17,14,0,6.351262,.567474,.4675927
2000,123,"6557532",0,10,3,10,0,5.59644,.4444444,.5207757
2000,128,"6557550",0,15,27,8,0,3.527113,.5625,.430839
2000,128,"6557553",0,10,45,0,1,5.109756,.0475907,0
2000,128,"6557558",0,12,28,9,1,4.144775,.4056122,.6776859
2000,134,"6557564",0,15,8,1,0,5.363881,.6111111,.6666666
2000,134,"6557566",0,8,2,2,0,6.38986,0,.3377777
2000,152,"6557603",0,10,13,0,0,5.712291,0,.375
2000,164,"6557618",0,23,8,1,1,6.050317,.625,0
2000,165,"6557624",0,30,11,21,2,5.564835,.54,.1964285
2000,165,"6557626",0,23,26,8,0,7.010785,.48,.5204082
2000,166,"6557640",0,52,234,100,7,5.585207,.2953658,.1554722
2000,166,"6557643",0,26,17,2,2,5.148801,.1420119,.6527778
2000,175,"6557654",0,30,14,4,0,4.403024,.556213,0
2000,180,"6557662",0,9,17,12,1,5.692147,.5190312,.2777778
2000,192,"6557678",0,18,8,0,0,4.916398,.21875,.4081632
2000,206,"6557705",0,22,5,3,2,6.286143,.64,.6280992
2000,222,"6557728",0,8,13,6,0,5.453525,.64,.48
2000,226,"6557741",0,10,15,0,0,4.773805,.4444444,0
2000,235,"6557757",0,18,29,5,0,5.79794,.3903061,.4444444
2000,236,"6557771",0,19,10,6,0,4.299492,0,.6020408
2000,239,"6557785",0,19,6,7,0,5.947826,0,.4489796
2000,251,"6557822",0,19,9,1,0,4.969053,.345679,.2777778
2000,261,"6557833",0,9,30,3,0,5.055425,.46875,.4429066
2000,280,"6557890",0,32,16,5,0,5.458316,.2777778,.244898
2000,285,"6557900",0,12,18,5,0,5.660871,.4977778,.3703704
2000,285,"6557906",0,4,12,38,0,5.77003,0,.2272521
2000,297,"6557940",0,15,12,8,0,5.574548,0,.3099173
2000,347,"6557963",0,17,11,3,0,5.2671,0,0
2000,347,"6557967",0,3,15,4,3,5.234783,.5066667,.455
2000,347,"6557969",0,14,11,2,2,5.25253,0,0
2000,347,"6557971",0,15,6,4,0,4.859372,.2777778,.3279012
2000,347,"6557973",0,12,3,2,0,4.900401,0,0
2000,347,"6557987",0,11,7,6,0,5.461929,0,.2324257
2000,347,"6557989",0,4,10,8,2,5.095126,0,.1330448
2000,353,"6558008",0,43,50,1,7,7.003963,.732,.2777778
2000,374,"6558036",0,50,28,42,4,5.308856,.1420119,.3801985
2000,384,"6558041",0,8,13,3,1,5.749573,.375,.2975206
2000,402,"6558062",0,12,21,7,1,5.298174,.345679,.175737
2000,404,"6558069",0,27,15,2,0,5.3542,.3905326,0
2000,407,"6558086",0,19,18,1,1,5.246603,0,0
2000,414,"6558100",0,4,2,1,7,6.160766,.5,.6527778
2000,414,"6558105",0,7,4,2,1,5.779452,0,0
2000,415,"6558114",0,6,16,6,0,5.344488,.2916667,.3377777
2000,425,"6558146",0,17,10,4,0,5.788261,.3199999,.4632
2000,439,"6558181",0,7,11,15,0,5.753963,0,.099723
2000,439,"6558188",0,31,5,0,0,6.330484,0,0
2000,439,"6558190",0,14,35,12,0,5.877171,0,.3512397
2000,439,"6558207",0,12,2,23,0,5.21952,0,0
2000,451,"6558238",0,7,17,2,0,5.704216,.5536332,.3199999
2000,464,"6558261",0,21,28,1,0,6.083739,.6153846,.6157025
2000,493,"6558305",0,16,40,1,2,5.237447,.6328125,.4897959
2000,600,"6558320",0,39,23,146,1,6.10648,.1625708,.1413179
2000,600,"6558335",0,26,30,8,0,5.598732,0,0
2000,604,"6558345",0,5,14,6,2,6.070854,.1326531,.0165278
2000,604,"6558351",0,14,20,79,2,5.996803,.4844291,.4655825
2000,604,"6558354",0,19,21,7,0,5.843712,.1768708,.0230455
2000,604,"6558355",0,11,2,0,0,5.056859,0,.0951357
2000,604,"6558357",0,13,74,13,0,5.619588,0,0
2000,604,"6558367",0,44,8,2,0,6.12763,0,.4266667
2000,606,"6558373",0,31,37,0,0,5.15989,.3053061,.5866666
2000,606,"6558378",0,30,47,9,0,5.325116,.0814848,.119446
2000,606,"6558391",0,32,19,33,0,5.184014,0,.0464853
2000,606,"6558395",0,106,25,4,0,4.03091,0,0
2000,606,"6558399",0,18,197,5,6,5.343112,.1166666,.1975425
2000,606,"6558401",0,11,69,26,0,5.007052,0,.1486021
2000,606,"6558405",0,53,94,56,0,5.329784,.0210502,.0145978
2000,606,"6558407",0,15,6,1,1,5.556323,0,0
2000,623,"6558420",0,23,21,31,2,2.891566,.0907029,0
2000,29,"6558438",0,15,2,2,2,5.058785,.5,.625
2000,117,"6558465",0,7,2,1,1,5.819012,.5,0
2000,134,"6558475",0,25,13,59,0,5.463741,.5694444,.6717972
2000,134,"6558477",0,47,16,7,1,5.387247,.5390625,.7067222
2000,156,"6558499",0,6,1,8,0,5.74469,0,.7694
2000,156,"6558503",0,21,13,0,0,7.645168,.6111111,.6183115
2000,156,"6558507",0,8,14,0,3,6.582033,.1326531,.5399776
2000,204,"6558516",0,5,3,4,0,6.472686,.6666666,.66
2000,205,"6558529",0,25,24,2,1,5.7978,.399093,.6980609
2000,216,"6558564",0,4,11,0,5,5.523299,.2975206,.498398
2000,252,"6558565",0,32,5,5,1,6.437263,.3199999,.7
2000,252,"6558569",0,14,5,0,1,5.446216,0,.2777778
2000,252,"6558582",0,7,3,1,0,6.943221,.6666666,.6580151
2000,264,"6558584",0,24,6,3,0,5.944903,.4999999,0
2000,264,"6558597",0,2,13,0,0,5.83234,.3703704,0
2000,264,"6558600",0,14,83,22,0,7.397641,.3074467,.1049383
2000,264,"6558610",0,9,1,1,0,6.697369,0,.4444444
2000,422,"6558620",0,33,53,12,1,5.536702,.5174932,.385675
2000,422,"6558622",0,19,21,5,11,5.687773,.4988662,.6672289
2000,422,"6558624",0,15,14,1,0,7.261354,.244898,.5010957
2000,422,"6558639",0,18,2,3,0,5.386143,0,.3787755
2000,423,"6558641",0,6,2,1,2,5.979863,0,.0831758
2000,423,"6558646",0,19,19,0,8,5.607688,0,0
2000,424,"6558657",0,4,38,11,22,6.80728,.1527778,.1800001
2000,424,"6558679",0,13,6,0,2,6.233242,.7222222,.5578513
2000,426,"6558718",0,59,70,11,12,5.333254,.5875535,.609375
2000,427,"6558733",0,15,35,147,1,5.581859,.4134948,.3654325
2000,427,"6558737",0,11,6,2,0,6.257251,.625,.6122449
2000,428,"6558770",0,9,6,5,0,5.862072,.5,.6875
2000,428,"6558771",0,10,13,2,0,6.852809,.6153846,.6577778
2000,428,"6558778",0,21,6,0,0,7.43731,.6666666,.7232653
2000,428,"6558781",0,15,12,7,0,5.967507,.6805556,.625
2000,428,"6558788",0,19,22,3,1,5.921261,.4628099,.5599999
2000,428,"6558796",0,12,11,1,1,7.332323,0,.4489796
2000,428,"6558809",0,14,12,6,2,5.926509,.1527778,.625
2000,428,"6558811",0,45,10,3,0,6.537612,.42,.5599999
2000,428,"6558819",0,15,6,5,3,6.004675,.5,.6124764
2000,428,"6558821",0,9,7,0,1,6.053224,.7346939,.7412245
2000,429,"6558824",0,29,3,1,1,5.206796,0,0
2000,429,"6558826",0,20,2,2,0,5.201252,0,.1902497
2000,429,"6558828",0,23,36,12,2,5.414252,.5432099,.2438017
2000,429,"6558838",0,18,3,1,1,5.860284,0,0
2000,429,"6558841",0,3,4,4,0,5.575723,0,0
2000,430,"6558852",0,20,4,2,0,4.972539,.625,.4938271
2000,430,"6558853",0,8,3,5,0,4.799143,0,.1527778
2000,430,"6558854",0,10,1,4,0,4.799143,0,.4938271
2000,430,"6558869",0,39,25,3,1,7.022259,.1504,.1107266
2000,430,"6558872",0,12,5,2,3,7.957991,.3199999,.1935764
2000,430,"6558873",0,10,10,0,6,8.686342,0,0
2000,430,"6558879",0,6,5,2,0,5.962451,.3199999,.4260355
2000,430,"6558885",0,12,7,2,0,6.01376,0,0
2000,430,"6558893",0,20,14,8,5,5.520611,0,.1854935
2000,435,"6558905",0,4,3,2,64,6.413365,0,.4810791
2000,435,"6558931",0,7,1,1,2,5.386432,0,.4444444
2000,435,"6558945",0,17,12,28,8,7.747092,.375,.5876862
2000,438,"6558963",0,23,4,0,2,5.553131,.375,.5619835
2000,438,"6558964",0,12,4,3,0,6.581114,.375,0
2000,438,"6558988",0,27,3,1,3,6.450778,0,.5413223
2000,438,"6559007",0,19,9,35,9,6.721226,0,.1527778
2000,438,"6559016",0,18,8,3,0,7.42081,0,.1800001
2000,438,"6559019",0,6,3,1,0,6.14204,0,.2539682
2000,438,"6559024",0,27,16,7,0,5.878911,.48,.5022676
2000,438,"6559026",0,29,26,26,3,6.452211,.5,.4362245
2000,438,"6559050",0,9,7,3,0,6.075874,0,0
2000,438,"6559051",0,19,26,9,3,7.528014,.4045368,.4897959
2000,438,"6559053",0,13,45,3,0,7.079662,.2399999,.1527778
2000,438,"6559062",0,11,18,2,0,6.356809,.2901235,.2741199
2000,438,"6559064",0,13,7,5,0,5.656969,.5714285,.505679
2000,438,"6559070",0,40,8,23,1,6.291796,.59375,.5714285
2000,501,"6559084",0,16,1,14,0,6.004231,0,.3553876
2000,502,"6559091",0,14,25,22,32,5.811626,0,.0973043
2000,504,"6559100",0,14,7,5,1,5.994068,0,0
2000,510,"6559115",0,11,4,1,0,5.779192,0,0
2000,510,"6559116",0,42,11,15,0,6.222617,.1800001,.3367348
2000,514,"6559122",0,32,14,8,60,5.892781,0,0
2000,514,"6559137",0,41,10,5,51,5.549304,.345679,.46875
2000,514,"6559143",0,53,3,4,21,6.898116,.5,.244898
2000,514,"6559151",0,8,9,0,1,6.261296,.4444444,.244898
2000,514,"6559164",0,24,2,0,3,6.336555,.5,.4237642
2000,514,"6559165",0,10,37,6,42,6.806908,.0570935,.1975309
2000,514,"6559188",0,11,25,16,37,5.761244,.4152249,0
2000,526,"6559255",0,4,7,3,27,5.606265,0,.0994797
2000,530,"6559279",0,28,1,4,41,6.884215,0,.4993141
2000,540,"6559304",0,10,4,0,3,5.96432,.375,.48
2000,556,"6559326",0,14,6,3,18,5.574697,0,0
2000,558,"6559332",0,6,1,0,3,6.418395,0,0
2000,585,"6559349",0,150,17,0,4,5.592929,0,0
2000,800,"6559354",0,13,2,0,17,6.631604,0,.3703704
2000,800,"6559355",0,25,1,0,33,7.020647,0,.1496084
2000,174,"6559386",0,11,6,1,0,4.947103,.3199999,.5694444
2000,174,"6559389",0,31,9,6,3,5.970717,.244898,.375
2000,219,"6559416",0,32,23,5,1,1.492537,0,0
2000,219,"6559426",0,5,13,5,0,6.073778,.244898,.6122449
2000,250,"6559434",0,5,2,0,0,5.317302,.5,.5204082
2000,250,"6559442",0,15,8,0,1,5.463649,0,.2353714
2000,250,"6559446",0,22,1,4,2,5.864618,0,0
2000,250,"6559447",0,24,36,5,15,5.598744,.2947531,.3199999
2000,250,"6559448",0,6,6,2,0,6.313496,.2777778,.4081632
2000,250,"6559451",0,24,9,9,1,5.878911,.6172839,.1975309
2000,250,"6559452",0,17,3,2,0,5.572569,0,.1504
2000,250,"6559457",0,20,4,9,0,5.216661,.5,.58
2000,250,"6559460",0,15,8,6,0,5.540701,.375,.1519358
2000,250,"6559462",0,34,9,10,0,4.826488,.5679012,.1652892
2000,250,"6559463",0,18,4,7,0,5.451618,0,0
2000,257,"6559468",0,28,8,88,15,6.578747,.46875,.2545684
2000,257,"6559471",0,39,114,6,46,6.487712,.6487588,.3202913
2000,257,"6559484",0,30,7,11,0,6.426987,0,.4373818
2000,257,"6559485",0,8,17,7,0,6.105354,0,.1652892
2000,257,"6559486",0,2,8,7,0,6.136389,0,.1883657
2000,257,"6559489",0,10,1,0,1,6.338071,0,.5443786
2000,257,"6559495",0,7,2,1,1,6.542096,.5,.4012346
2000,257,"6559499",0,9,9,9,1,6.964428,0,.3199999
2000,257,"6559505",0,17,10,8,1,6.798862,0,.2539682
2000,257,"6559509",0,7,13,1,0,6.224235,0,0
2000,257,"6559510",0,8,4,4,0,6.033046,.375,.3199999
2000,257,"6559514",0,10,2,1,0,5.521799,0,.3199999
2000,257,"6559525",0,7,12,106,0,6.310815,0,.4481824
2000,257,"6559532",0,8,3,0,1,6.316094,0,.21875
2000,257,"6559533",0,19,3,1,0,6.225561,0,.1171875
2000,257,"6559536",0,13,7,12,0,6.805832,.244898,.371213
2000,257,"6559537",0,16,8,9,0,7.252729,.375,.4740305
2000,257,"6559538",0,9,6,6,0,6.066341,.5,.5364891
2000,257,"6559542",0,15,8,0,0,6.652216,0,.3911111
2000,257,"6559547",0,12,6,0,0,5.962172,0,0
2000,257,"6559548",0,14,6,20,2,6.73819,.2777778,.2784001
2000,307,"6559557",0,18,16,4,0,5.021848,.3203125,.5694444
2000,313,"6559575",0,3,2,0,1,6.0977,0,0
2000,313,"6559590",0,25,1,3,0,5.931307,0,.78125
2000,313,"6559596",0,30,8,12,1,5.971847,.5714285,.2158145
2000,324,"6559641",0,7,8,14,0,5.593465,.5,.4081632
2000,324,"6559665",0,13,6,21,0,5.744311,0,.1406236
2000,324,"6559667",0,20,13,6,0,5.147533,.3966942,.0444214
2000,327,"6559686",0,18,5,2,1,5.480819,0,.3199999
2000,327,"6559694",0,8,5,0,0,5.583951,0,.234072
2000,327,"6559703",0,20,14,4,0,5.496081,.244898,0
2000,327,"6559715",0,7,6,10,2,5.6115,.2777778,.1850001
2000,330,"6559722",0,16,22,6,3,5.866188,.0867769,.1587901
2000,331,"6559725",0,5,2,1,0,5.119421,0,.4338843
2000,331,"6559727",0,10,3,6,0,4.986406,0,.4444444
2000,331,"6559730",0,21,9,9,0,5.063887,0,.1527778
2000,333,"6559735",0,7,21,7,0,5.499986,.0907029,0
2000,340,"6559765",0,21,11,2,0,6.483145,.1800001,.3024575
2000,340,"6559777",0,67,10,9,0,6.638947,0,.3181818
2000,345,"6559819",0,16,6,4,0,3.984652,.5,.3199999
2000,345,"6559826",0,17,4,26,1,5.462999,.375,.5761245
2000,345,"6559827",0,33,11,40,6,5.807116,.46,.5623457
2000,345,"6559829",0,18,3,33,0,5.566122,.6666666,.54125
2000,345,"6559830",0,9,52,18,30,5.157408,.0739646,.1371742
2000,345,"6559836",0,11,6,7,0,5.299218,.5,.0540124
2000,345,"6559837",0,40,6,11,0,5.23942,.6111111,.5
2000,345,"6559846",0,61,4,8,0,6.686855,0,.6769425
2000,345,"6559847",0,27,5,0,1,5.883115,0,0
2000,345,"6559848",0,9,4,24,1,5.776906,0,0
2000,345,"6559858",0,14,1,3,0,5.500632,0,.48
2000,715,"6559862",0,10,7,4,0,5.881979,0,.0671541
2000,715,"6559863",0,5,14,38,0,5.174532,.3367348,.2455105
2000,715,"6559869",0,18,3,2,0,5.925013,0,.0798612
2000,715,"6559870",0,6,8,3,3,5.756714,.21875,.1801555
2000,715,"6559872",0,28,6,9,0,5.542199,0,.3199999
2000,347,"6559878",0,47,4,2,0,5.197206,.375,.40625
2000,348,"6559891",0,25,11,1,0,6.918542,.2975206,0
2000,348,"6559892",0,13,10,9,0,6.038796,.1800001,.3199999
2000,348,"6559895",0,10,6,2,2,5.461281,.4444444,0
2000,349,"6559900",0,7,8,1,0,4.965621,.375,.3244998
2000,349,"6559905",0,27,3,19,0,6.71806,.4444444,.556213
2000,349,"6559906",0,12,3,7,0,6.177058,0,.6522282
2000,349,"6559913",0,9,1,6,0,5.306774,0,.4478458
2000,349,"6559915",0,15,1,11,0,5.350062,0,.5206944
2000,355,"6559929",0,2,3,0,0,6.013348,0,.5
2000,356,"6559937",0,13,7,3,0,7.689956,0,.5390625
2000,356,"6559938",0,23,15,8,0,7.294868,.4977778,.5984
2000,356,"6559943",0,33,12,1,2,5.890481,.5694444,0
2000,356,"6559949",0,40,10,3,1,6.138834,0,.4958677
2000,356,"6559950",0,8,3,2,1,5.900521,.4444444,.5204082
2000,356,"6559953",0,29,2,11,0,5.942669,0,0
2000,356,"6559954",0,10,5,4,0,5.872134,.3199999,.695595
2000,358,"6559966",0,11,17,6,0,4.736514,.1107266,.1558477
2000,358,"6559970",0,72,33,6,1,5.017051,.4716553,.2208
2000,398,"6559992",0,24,59,2,24,5.622939,.558264,.498615
2000,359,"6560008",0,35,9,10,6,3.917515,.4444444,.4875346
2000,359,"6560014",0,14,2,3,0,5.694009,0,.5845301
2000,359,"6560027",0,19,5,10,0,5.56642,.5599999,.3979206
2000,359,"6560048",0,20,16,10,0,5.276596,.3203125,.42
2000,360,"6560053",0,14,3,9,2,5.358737,.4444444,.21875
2000,360,"6560054",0,17,4,5,0,5.583673,0,0
2000,360,"6560059",0,18,45,12,2,4.73092,.4414815,.59375
2000,360,"6560064",0,39,28,8,1,4.8383,.7426035,.2265625
2000,360,"6560068",0,33,2,6,0,7.391761,.5,.5635487
2000,360,"6560069",0,10,44,5,2,5.972713,.3343248,.6315789
2000,360,"6560073",0,11,12,3,7,4.828985,0,.3367348
2000,360,"6560078",0,20,23,4,2,5.69603,.6238185,.3723457
2000,361,"6560081",0,15,7,10,6,5.719334,0,.1449704
2000,361,"6560083",0,40,7,1,0,5.227289,0,.64
2000,361,"6560097",0,20,0,10,0,5.342923,.3652344,.54
2000,361,"6560101",0,32,18,4,0,5.54446,.2037037,.3571429
2000,361,"6560115",0,14,9,16,0,5.459929,0,0
2000,361,"6560121",0,8,11,1,0,5.981173,.644628,.4875346
2000,365,"6560160",0,28,13,8,0,5.189629,0,.2041421
2000,369,"6560168",0,28,2,4,2,6.63412,0,0
2000,369,"6560174",0,12,3,3,0,7.667345,0,.202449
2000,369,"6560176",0,38,2,4,0,7.055216,0,0
2000,369,"6560180",0,3,7,5,0,7.628996,.244898,.1171875
2000,369,"6560181",0,18,4,8,0,6.728804,0,0
2000,369,"6560182",0,6,0,5,0,6.665421,.3367348,.3199999
2000,369,"6560189",0,4,1,2,0,7.312306,0,.2986767
2000,369,"6560190",0,22,1,1,0,5.753707,0,0
2000,369,"6560191",0,5,6,1,0,6.143765,0,.0688775
2000,370,"6560199",0,13,1,1,3,5.854292,0,0
2000,370,"6560211",0,3,5,4,1,6.284342,0,.0270591
2000,372,"6560250",0,7,4,0,0,4.794196,0,.3046875
2000,372,"6560252",0,15,2,9,0,5.422974,.5,.6214966
2000,372,"6560255",0,26,5,8,0,5.495646,.5599999,0
2000,372,"6560257",0,24,9,16,0,4.650141,.4444444,.1920333
2000,372,"6560263",0,36,15,10,0,5.419448,.1244445,.5763265
2000,372,"6560264",0,9,3,0,1,5.226874,0,.48
2000,372,"6560267",0,18,9,3,7,5.260627,0,.6776859
2000,372,"6560269",0,1,2,1,1,5.347765,0,.1007618
2000,375,"6560274",0,20,7,5,0,5.672143,.244898,.2034339
2000,375,"6560292",0,13,2,12,3,5.352568,0,0
2000,378,"6560309",0,15,9,15,0,5.259809,.1975309,.4664723
2000,379,"6560318",0,40,11,28,0,5.840139,0,0
2000,380,"6560340",0,26,75,27,10,7.225816,.0522667,.0644445
2000,382,"6560367",0,8,12,0,12,10.65477,.375,.410503
2000,382,"6560372",0,1,13,1,9,9.061367,.260355,.1171875
2000,386,"6560404",0,4,16,31,2,8.14608,.3046875,.0631288
2000,392,"6560409",0,22,4,6,0,5.471172,.375,.7265625
2000,455,"6560448",0,17,6,58,5,6.790442,0,.171658
2000,455,"6560449",0,36,3,29,0,5.820454,0,.0683287
2000,455,"6560452",0,41,21,16,3,5.189483,.42,.4081632
2000,455,"6560458",0,14,5,0,1,6.227138,0,0
2000,700,"6560501",0,55,6,15,14,5.312862,0,0
2000,700,"6560505",0,34,7,8,3,5.15051,.244898,.3703704
2000,700,"6560506",0,29,9,8,0,5.157331,.691358,.755102
2000,700,"6560507",0,9,6,3,0,5.587218,.2777778,.7365917
2000,701,"6560521",0,6,17,1,1,5.829321,.4152249,.5248
2000,701,"6560526",0,19,11,16,0,5.635178,.2975206,.5429363
2000,702,"6560544",0,20,11,2,0,5.273068,.7438017,.5605469
2000,702,"6560554",0,4,16,4,1,5.477952,.375,.3044983
2000,702,"6560565",0,20,7,16,0,6.20727,.244898,0
2000,704,"6560576",0,51,7,50,1,5.173862,0,.0821639
2000,704,"6560577",0,30,9,7,0,7.486213,0,.6366782
2000,706,"6560587",0,15,2,3,6,8.180455,0,0
2000,706,"6560590",0,26,1,44,1,5.16822,0,.0874075
2000,707,"6560591",0,18,6,11,19,4.798996,0,.1524274
2000,707,"6560597",0,27,13,29,4,4.995513,0,.0302958
2000,707,"6560616",0,32,14,48,0,5.010114,0,0
2000,707,"6560618",0,39,3,30,0,4.87338,0,0
2000,707,"6560619",0,8,5,21,14,4.276322,0,.0536686
2000,708,"6560624",0,15,7,6,3,6.409785,0,0
2000,709,"6560641",0,30,16,30,0,5.223997,0,.2041421
2000,709,"6560643",0,1,13,6,0,5.775136,0,0
2000,709,"6560653",0,4,8,0,3,5.65725,0,0
2000,710,"6560660",0,26,12,8,0,5.305893,0,0
2000,710,"6560662",0,5,3,2,0,5.385058,0,.4628099
2000,710,"6560664",0,20,12,4,1,4.961432,0,0
2000,711,"6560671",0,24,4,8,0,5.64316,0,.0512465
2000,711,"6560672",0,16,1,0,0,6.53898,0,.6658163
2000,711,"6560676",0,14,4,11,0,5.116857,0,0
2000,711,"6560685",0,12,4,2,0,5.649666,0,0
2000,711,"6560687",0,16,11,2,0,5.321321,0,.1107266
2000,711,"6560689",0,24,10,2,1,5.168576,0,0
2000,711,"6560690",0,30,9,4,0,5.305167,0,0
2000,712,"6560694",0,21,14,25,4,5.88714,0,0
2000,713,"6560703",0,32,7,7,0,5.14189,0,0
2000,713,"6560705",0,21,10,5,1,5.704495,0,.112819
2000,714,"6560719",0,6,8,13,2,5.147299,0,0
2000,714,"6560721",0,20,13,27,4,4.712618,0,.0672541
2000,714,"6560728",0,24,34,9,1,6.069984,.1107266,.095
2000,714,"6560729",0,27,7,5,0,5.497736,.244898,.4938271
2000,714,"6560730",0,10,4,0,0,5.920368,0,0
2000,714,"6560737",0,16,10,12,1,4.768409,.5,.1097182
2000,714,"6560738",0,15,3,1,0,5.284195,0,0
2000,714,"6560743",0,7,13,20,1,5.536122,.3550296,.5178326
2000,714,"6560749",0,9,15,4,8,6.824111,0,0
2000,716,"6560752",0,47,15,4,0,5.092036,0,.4266667
2000,716,"6560755",0,45,46,4,11,5.101608,.4990548,.5540166
2000,716,"6560757",0,22,10,5,1,5.014214,.42,.5816326
2000,716,"6560758",0,11,18,16,29,4.531518,.2777778,.375
